Step,AI_Eps_0.05_e0.05,AI_Eps_0.1_e0.1,AI_Eps_0.2_e0.2
0,0.5780192183723608,0.3524102073904506,0.2766410158176222
1,0.5461282573999874,0.3506839902015092,0.2824690941785173
2,0.4344744233463661,0.3497483981240387,0.2793335522878231
3,0.42370306798847346,0.4396911329547794,0.34955818373412967
4,0.4187484188794594,0.43063553369161867,0.3461838812599189
5,0.2280748567431652,0.44123773971261854,0.3479327403001314
6,0.4812122918427703,0.6384061898344471,0.34652438602026375
7,0.5783919868031241,0.5843776138694153,0.3515655416203171
8,0.6815851952413672,0.6228076176873607,0.3466461326152263
9,0.4367224346177526,0.4891163427337473,0.3520551634713882
10,0.208071672204772,0.43995708830895686,0.20841152504364382
11,0.4171201560861293,0.43293160262352803,0.35281838633080304
12,0.4234059202301375,0.27980034128161807,0.3496922210096224
13,0.48440805866218756,0.48188489738925055,0.3504419702856772
14,0.5839669883789923,0.5837371018659349,0.34845124620677026
15,0.542252617479567,0.6180642756079672,0.3513929493728506
16,0.4334815371388723,0.48554059685006035,0.707967488870854
17,0.41583192884821885,0.4333046478032986,0.6364137240424139
18,0.42087171686221037,0.4325952152933922,0.6215258179473009
19,0.4220741676845524,0.4421915608638348,0.6272899075186041
20,0.4808658573469579,0.47660943314412957,0.7178505871982822
21,0.574067207590212,0.5912546732101989,0.2766577356365014
22,0.5493028444718795,0.6201610469535624,0.907200932038452
23,0.43274595645400826,0.49328283328730443,0.7052265336532609
24,0.42048208305870577,0.4346492157035368,0.6365253280601157
25,0.41562087772896233,0.43230322133059285,0.34899433763489673
26,0.4214376641636269,0.43482235547813025,0.6267255268538249
27,0.4828886112592182,0.485085579623543,0.3512998069484034
28,0.5779193319797571,0.5882867779527506,0.8837324381887613
29,0.5437847639281732,0.6207861053437984,0.2818629887022005
30,0.4386982705074773,0.49514595206592976,0.7051706723669079
31,0.42139331488969084,0.43794357486886704,0.6461264542340458
32,0.4211194310181859,0.4377657626504943,0.6202304623739707
33,0.4202626524264183,0.4340045601557754,0.27557517507891255
34,0.4879029200106897,0.47925707271034534,0.7197845580226114
35,0.5765721996502899,0.5888298474701567,0.8704433978024759
