Step,AI_Eps_0.05_e0.05,AI_Eps_0.1_e0.1,AI_Eps_0.2_e0.2
0,0.47069968922830685,0.3524102073904506,0.2766410158176222
1,0.47324805667243275,0.3506839902015092,0.2824690941785173
2,0.4707198519462254,0.3497483981240387,0.2793335522878231
3,0.47714309458161425,0.4990818762256293,0.34955818373412967
4,0.4726280122792996,0.4949833720593318,0.3461838812599189
5,0.4719115595761746,0.5014065224007028,0.3479327403001314
6,0.46993387875270537,0.4979301390154175,0.34652438602026375
7,0.4710032465823486,0.4960760728942405,0.3515655416203171
8,0.472502735002681,0.5002470824798078,0.3466461326152263
9,0.47315540045260307,0.4985895440710982,0.3520551634713882
10,0.23431494617654502,0.49938375517475236,0.23469766333743675
11,0.47079024388953644,0.4976225317511817,0.35281838633080304
12,0.4730792404806006,0.27980034128161807,0.3496922210096224
13,0.4730547447872925,0.4998805989515048,0.3504419702856772
14,0.47554315014575926,0.49553234453814504,0.34845124620677026
15,0.46988961653342026,0.49643716916302577,0.3513929493728506
16,0.4696441355784097,0.49494454317029596,0.7283616140646647
17,0.46827919915339966,0.4918327443851289,0.7240201638707782
18,0.47502451113116295,0.49723587964757726,0.7252343266596277
19,0.47159124880955583,0.5024904100725396,0.72602998555394
20,0.46959556381538864,0.49440812566818415,0.729522954469799
21,0.4674814394057101,0.5019139840494049,0.2766577356365014
22,0.4759989986758055,0.49812132285426697,0.731024119289647
23,0.4688471900910165,0.502836731179719,0.725541701289363
24,0.47351585930034434,0.49335892815384436,0.7241471308988803
25,0.469098056127497,0.49690025440298025,0.34899433763489673
26,0.4708800716912032,0.49411631304332987,0.725376767191927
27,0.4715709094328303,0.5032008087381151,0.3512998069484034
28,0.4706183485177175,0.49939454834698704,0.7358305064019661
29,0.47121729976444826,0.49862337778618343,0.2818629887022005
30,0.47529606772207716,0.5047359348276552,0.7254842308301521
31,0.4745420212721743,0.49709826886364017,0.7350699138043751
32,0.47530409821465675,0.5031790375293037,0.7237228265740616
33,0.4695672094149925,0.4931870001770175,0.27557517507891255
34,0.47646769532293914,0.49715463974102214,0.7314883719741987
35,0.4695213352201058,0.49985555812407184,0.7247655268963163
36,0.4758792870713321,0.4943689493503281,0.7318064136849269
37,0.4701339923477108,0.496695547834577,0.7237849449628413
38,0.4716837418438928,0.4996085364998431,0.7195650182416948
39,0.4711521886146466,0.5012920467386499,0.7308637882329924
40,0.4743151470467784,0.4925897828281551,0.7278704063807464
41,0.23636872015697996,0.4950048932400336,0.23777818484544305
42,0.47246306802934523,0.49903832639201,0.7289905121278581
43,0.4720491351628619,0.49262878029654594,0.7260983938903546
44,0.47284798574220943,0.499172243063134,0.7231758359640267
45,0.468811578557907,0.49461520642112167,0.34811308489547943
46,0.4673040025389475,0.5012530738388681,0.2761078060753911
47,0.4730844799568599,0.498551485115729,0.7265743389548657
48,0.4766563455510687,0.49359173961899133,0.725799330060293
49,0.47276846859228694,0.49784800019312525,0.7266571085850039
50,0.4752132416387459,0.4986575487588852,0.7285965962114025
51,0.47498948743795,0.49555567395375777,0.35067630783525666
52,0.47321289828972496,0.4996579620219681,0.7204464656040422
53,0.4776067784688627,0.5032095767955576,0.7268451090063934
54,0.47066357908702916,0.49761979126750805,0.7256913254912603
55,0.47076257748552,0.49210372371469424,0.7353271897864034
56,0.47385591256737675,0.49483172622988464,0.7293198522926905
57,0.4733806559982229,0.5003044841157985,0.7247905329065807
58,0.47012210004899435,0.49522727265094685,0.7326072540252614
59,0.47369492941058683,0.49648736053819614,0.7263091402968719
60,0.46986024013243854,0.4987013497950424,0.7214717924061722
61,0.47095653778070173,0.4986366345302537,0.7292168543336633
62,0.46852977176255345,0.5034615477140235,0.724022013743153
63,0.4743664121645924,0.49766236628093696,0.7275554997297055
64,0.4755973509960151,0.49785568328087976,0.7256878732732931
65,0.2476858560908847,0.25051349178286925,0.7288773139876837
66,0.471614863486323,0.4975103154119244,0.726560432327232
67,0.4727783335263179,0.49958130119435185,0.7274573317760232
