Step,AI_Eps_0.05_e0.05,AI_Eps_0.1_e0.1,AI_Eps_0.2_e0.2,AI_Eps_0.3_e0.3,AI_Eps_0.5_e0.5
0,0.0795741708083309,1.1978495336517633e-05,0.03962761429384009,2.9816367069569185e-05,0.040027490537796466
1,0.07940194065709182,1.1897716055153866e-05,0.0800060802281412,1.479507094537109e-05,1.4976228074831555e-05
2,0.07839606801319327,1.1996992809808282e-05,0.0406182667021508,3.0344370166035373e-05,0.040263127034917245
3,0.07823038628325202,1.204713459646152e-05,0.08162472115434839,3.0091845173251636e-05,0.43833085209179745
4,0.08009738635423547,1.1959799470397048e-05,0.08012930581100469,0.6168274499352687,0.4280668272546731
5,0.08003555770188124,1.1936812967506877e-05,0.08165632795079729,0.6241714679184642,0.44069713582716463
6,0.0805577165173698,1.2062673350289559e-05,0.08121521910790498,0.6365369304324757,2.9583796473129154e-05
7,0.08131547784524712,5.957281680076311e-06,0.07930409299218692,0.10037362520315232,5.9643252556642005e-06
8,0.07996930510617521,1.1841742024654251e-05,0.683433529908782,0.3105265609863775,0.30728121446438156
9,0.0804163769491768,5.941197379600148e-06,0.4351542649129947,0.7087479900134617,6.172135281141274e-06
10,0.07982875140163274,6.027832648110435e-06,0.420404576188174,6.019416196504213e-06,0.4422527488440797
11,0.0807920806640139,1.214177080685263e-05,0.42213817838400086,0.09056167730365847,0.4320394781011767
12,0.08016502799951349,2.9849061789903067e-05,0.42330700942994337,1.2172607147075264e-05,0.43828679540854376
13,0.0800669185111116,3.0133530532787262e-05,0.24306361678039923,0.2416887046002513,0.4832040257350685
14,0.07994531343601662,2.9883972341713966e-05,0.5817195687378055,1.2040390649263909e-05,0.5891195476642
15,0.0819368070965269,2.985125547873453e-05,0.5469932821589543,0.8978911268536198,1.2011966279115037e-05
16,0.07953727880333955,3.0285242303654916e-05,0.2445327237623495,0.7081040071564698,0.24642159746599337
17,0.07966368439326947,3.0232156644109628e-05,0.08931980895300369,0.6388826921744143,0.4406164783640884
18,0.07947676045090141,3.0138704453050436e-05,0.42335829143743287,0.6259781463294338,0.42937524261244375
19,0.0802748833373094,2.9512874764230285e-05,0.4241373441916169,0.6294234224383862,0.43752804631160297
20,0.07938790269904746,3.001412086064604e-05,0.4847030199544478,0.7154122623164086,0.4812511369428541
21,0.08119795454748517,3.0150594402944167e-05,0.5834159595158247,0.8665813058222863,0.07942960536930488
22,0.07972929868605619,2.9559517015392496e-05,0.5460158361495409,0.8956618973754683,0.6121698346374539
23,0.07978180465445903,2.972952646811531e-05,0.43857884934474206,0.7040742714973989,0.49039772421659145
24,0.07947559631432997,2.967570493583776e-05,0.4209787107995752,0.6386523469671882,0.4404221439748456
25,0.0796768445897244,2.972448458780292e-05,0.417581661027536,0.6266079213890509,0.4322693691743342
26,0.07979767601725557,0.2173177307886185,0.41697315205752084,0.6290983272089797,0.21822146458699163
27,0.07769524769756173,0.23995379489425755,0.48323620273315193,0.7163659641986772,0.23938879069358254
28,0.07985240469512157,0.5950144672055467,0.5774161166038881,0.8759735293525848,0.09081306804719985
29,0.039752444261427475,0.620077946990681,0.03950904496247134,0.8967720203421474,0.09025020369787928
30,0.04018138483374475,0.03924979969187564,0.4395847947375753,0.7043808220010489,0.48490707318008036
31,0.0809010331542297,0.21959052922551048,0.4207195962311976,0.09913143015097632,0.21860638146238795
32,0.0395922567147103,0.21586212020472842,0.4168310583708537,0.04050242655827006,0.21711390311274983
33,0.08017665147374704,0.21716879711933645,0.427431827278088,0.629306083112038,0.21881802330296587
34,0.07948372227336097,0.24227391191209277,0.4855513619271565,0.23955029767851288,3.0007569743966214e-05
35,0.08042290683466025,0.5841986376243382,0.583148819783971,0.867661773229173,0.09965036626493644
36,0.07979251987132571,0.3092935862363751,0.5433317101966444,0.9007548090871537,0.3069802152135177
37,0.08215141169129923,0.4854523897943939,0.09034877642564428,0.7047740705343175,0.43695581423497437
38,0.04005545199193147,0.44078986884821336,0.4164622652352162,0.03985830716253609,2.9773160630142577e-05
39,0.08124827251256081,0.4334184315271657,0.20803807160491494,0.6209241768198984,0.2086544303277597
40,0.08038849825324541,0.21698090718469712,0.42496268515985614,0.6272608942983664,0.2180966956569861
41,0.07937692382858799,0.09933992345230107,0.48107637925677227,0.08893440579111397,0.4811672984079913
42,0.07881367439652545,0.08006740349858439,0.577935180732739,0.8709840532262415,0.5798012994267747
43,0.07938216148921691,0.6191281166978885,0.5455664762440965,0.8954708548664189,0.09972357155274315
44,0.07854415087848833,0.4893108289946424,0.21900390527809668,0.7048041583083703,0.21726303398973393
45,0.08022127567860964,0.44084409757956555,0.4167373757134964,0.6384404932301065,0.10065595579506756
46,0.08155010230902417,0.2183370699408074,0.4139001954439142,0.6225592681733009,0.2163494712525448
47,0.07777424776970249,0.21858616454263474,0.41924041838595044,0.6266505906119152,0.2215091969483311
48,0.07938045513431971,0.23938514694413607,0.24238125487280618,0.23960124357216236,0.24209740224166512
49,0.0777112262211293,0.09948778545549651,0.5838756505348657,0.8701766666195907,0.5912749970595776
50,0.07909531531268293,0.0979864957825767,0.5504818515732185,0.0896716730785583,0.6207986298791027
51,0.07954624252028222,0.24122926283134855,0.4321398620156586,0.7046247373761845,0.24396213592338314
52,0.07924344204346458,0.10129972255745158,0.4173426871936342,0.6378140198435992,0.43739180465330285
53,0.21602847100748374,0.21759528675241924,0.414721352103119,0.6207036252971381,2.947713807704634e-05
54,0.1464023504822824,0.14699426131465512,0.4240187767921344,0.09030067435314947,0.14535906953257757
55,0.1583755552962644,0.15935156113537016,0.10073051638240847,0.7146056673452499,0.16064069062739675
56,0.1936013607083025,0.19584737774544958,0.5751698685735577,0.8702344600723005,0.1951594843011376
57,0.3113208143518343,0.30877204197622277,0.5448242284208822,0.9043292714396781,1.2080184482100433e-05
58,0.12204145757362177,0.12183306490109161,0.43561603944879285,0.12201855711869951,0.1217709377440255
59,0.21891684000904035,1.2298569347721256e-05,0.4187898450903342,0.6406633190960513,0.21897306339413583
60,0.14407055397667368,0.1438092175670301,0.421178445730145,0.626515464433505,0.1449731050563903
61,0.14585077111266845,0.1457140874778563,0.42268013037459407,1.2420811313941408e-05,0.1461275279025817
62,0.16114800212507963,0.159897174485708,0.07727805023526524,0.7157822416032877,0.1576950394691279
63,0.2929699807099037,0.2954371259135502,0.5817214720747117,0.8698617040266124,0.08002246653085827
64,0.20583863976355488,0.20790598914804861,0.5427453672038998,0.9058461779600976,0.20682059654200624
65,0.16264238993335398,0.16215498026436603,0.43507657635790215,0.7046930106484733,0.16218121673193184
66,0.1454178094209524,0.14645219227099796,0.4196613832900829,0.6377492273777545,0.14640195271462933
67,0.1447619320993701,0.14448972297428517,0.4195201270662872,0.6251650046482667,0.14339915836229797
68,0.14747754214226974,0.14536720717147864,0.4256581792761824,0.62721981157038,0.1457262332812595
69,0.15942785052486352,0.16101714479648313,0.4857894693391391,0.7092118207573268,0.16143589462982103
70,0.19274347449332888,0.19600352031758814,0.5802605834024095,0.8713920567325921,0.19582613092761966
71,0.20611041213094983,0.2088129678321766,0.08049878726041605,0.10035296932540666,0.20704045093873394
72,0.16301881774041838,0.16289606694333605,0.43982701778826006,0.7069916252711234,0.16423133253952613
73,0.21767516319951308,0.2208873665353096,0.41837495841111233,0.6448519506129747,0.07933505806808064
74,0.21727264030997903,0.21612275023706168,2.9829258040437686e-05,0.6234060397548934,1.2300761615250051e-05
75,0.1458754680969104,0.14712147753375876,0.4210428623188844,0.6298444957375987,0.14556922276889864
76,0.15833320820909952,0.1602287750939625,2.9701080508121727e-05,0.1607829118094836,0.08185418676314488
77,0.19644892332366515,0.1978707784653226,0.5733112502062597,0.8713679404179641,0.1956687189803208
78,0.308869998938339,0.3118208048598197,0.5470437536685432,0.9016033313970439,0.10080765078388751
79,0.24457123240976641,0.24428735153324316,0.44337681457532147,0.7044724112271992,0.09901757706678954
80,0.21840693918880585,0.21864038088470353,1.2237508906757043e-05,0.6412934663424722,0.07988675993634442
81,0.21696070859097719,0.21593655336638468,0.20832502054005236,2.9804547790747646e-05,0.2081927338014452
82,0.14635058430233475,0.1467863628793947,0.4243752333648159,0.08058558475396461,0.14740274307223125
83,0.10139810935857138,0.480205261841602,0.48038979023204587,0.04541949480439998,0.04517732922330289
84,0.19418162036708977,0.19568887286779194,0.5791048232925952,0.8713832883151953,0.19604184574629616
85,0.2068793151972077,0.20865443751870758,0.5452578541193187,0.9102099054891762,0.20578187163021802
86,0.1619133399052334,0.16207191565789145,0.4377406352409956,2.9672624507831458e-05,0.16236442265038947
87,0.14566215071460245,0.14717282731675135,0.08950094347038731,0.6381348153573265,0.14500913825704734
88,0.14297775117469433,0.14422413215437946,0.4179512170006655,0.6204493036382639,0.14473025837036466
