Step,AI_Eps_0.1_e0.1,AI_Eps_0.2_e0.2,AI_Eps_0.3_e0.3
0,0.05085601102672991,0.0704554524920757,0.0
1,0.012409606642233858,0.02013957197871243,0.024721140514517115
2,0.028327439910871468,0.055631889449123846,0.05526465959018667
3,0.0,0.05863295724323687,0.017258924179321726
4,0.06321306537503904,0.11158861110357973,0.021219629344517404
5,0.058698818368267215,0.04574913501106568,0.04312035813438675
6,0.02079653121081688,0.03815586249539718,0.014365749542360853
7,0.021583036004098916,0.030568057922382676,0.05500182909649623
8,0.03345723150942697,0.037464379474974455,0.04962758315000279
9,0.008380924886186261,0.07203489287763076,0.011068800788720112
10,0.037952984787459045,0.03507436549764756,0.06723125087286455
11,0.06716833420259995,0.025343505380469047,0.014582014542883204
12,0.030084550135700647,0.0538457176414423,0.008103248292123777
13,0.04148085019001448,0.014628095243181335,0.009078905278697291
14,0.051782492890910435,0.0476087382359525,0.03333720047209661
15,0.02808963618913539,0.04242216323011623,0.0
16,0.03406067693012111,0.03677994619216305,0.016452377122013275
17,0.023896093165474617,0.007583923426920061,0.03867992423315322
18,0.10160148543893315,0.014312995835486349,0.020705488534004557
19,0.027751656839615817,0.030471494331466523,0.0460029928424057
20,0.024854205292983267,0.04687797546015998,0.017209502730666633
21,0.022636833783349505,0.0,0.0401854912425864
22,0.006761258598959495,0.04207905887451841,0.0702781066419463
23,0.008683965946241212,0.024113978070420445,0.044641645835893064
24,0.027413356433816857,0.001453704627949845,0.03032576490182747
25,0.04456396500477555,0.01843825532656257,0.0631792209965102
26,0.0488247028804445,0.06281789777332385,0.05572847506358053
27,0.023735414617297296,0.0545470129424054,0.03507472477560455
28,0.04300102256514232,0.048140296029383106,0.042967513091027226
29,0.031966085087932576,0.03391999730558005,0.021162407080537543
30,0.0329612863106231,0.039582740588115985,0.025646032509279593
31,0.0498541736028074,0.02675410664837692,0.0
32,0.04973315068785494,0.033720595029684,0.04974750180240009
33,0.03431106807070153,0.03342647114088221,0.05105729798967703
34,0.08004498294829333,0.0693186038432481,0.03934294449877737
35,0.03651392481348255,0.013321758039375327,0.03620721936679252
36,0.04401684714135578,0.04867120016306716,0.04430632522755565
37,0.04423758178831696,0.045754667272932224,0.03344892174904248
38,0.0664543810539328,0.031850345018131214,0.02469970418521078
39,0.03548500371644636,0.029560865680106237,0.05516905984996909
40,0.023523818902849946,0.018668938019877446,0.02275858080293729
41,0.05985606573973884,0.03378795062716533,0.04003346759467997
42,0.034037406917093276,0.0,0.04013225548546058
43,0.026651995677446635,0.029290213524493944,0.025485865349145972
44,0.06276727684009448,0.03573221187380288,0.05037721925187283
45,0.05513989731912666,0.03873764539662771,0.0740881804582194
46,0.0762155319312433,0.03355090100394718,0.02169860904932617
47,0.017299970064438185,0.0334489402212427,0.014898705887364994
48,0.026658910995959142,0.0,0.05748557805544191
49,0.010807557071440405,0.007788998705550897,0.05639508120761489
50,0.04817835041488546,0.04650547593700841,0.05504243126646704
51,0.0,0.03326909329148076,0.01936177122094084
52,0.03407572673859506,0.028722782447930823,0.030770184665549486
53,0.002844984859805201,0.06790815329443425,0.023062915906983922
54,0.040321486062274044,0.0463362577479088,0.011792294736221542
55,0.053158528128202515,0.019373081729425347,0.0
56,0.05266782152227082,0.020212852784638788,0.04834617526366808
57,0.04887222225770766,0.012334609036480218,0.023969863127521467
58,0.0683257159902944,0.04001252457022153,0.040994397158693394
59,0.055270523677980056,0.05912611798215606,0.0
60,0.028708694891888254,0.025933571721208536,0.04763045856952288
61,0.03127862609582466,0.0,0.038608630070169715
62,0.03157328376456011,0.026399943215356925,0.046146906135411135
63,0.01994049369163681,0.0368310189425959,0.03689371338865304
64,0.03428387921437248,0.03056617244725958,0.0
65,0.005597203880521952,0.0,0.03504601429813819
66,0.04660277604474506,0.023280132160822437,0.019170587443033665
67,0.05740666519342158,0.019569526400857046,0.02772521034061067
68,0.024106588699163593,0.06970300491885237,0.06685924109354807
69,0.05047534899556843,0.030534280769805983,0.02947780929214303
70,0.016555385011661667,0.061084412592187574,0.030663122611954155
71,0.04193269560309831,0.05042361527899561,0.04868410046417771
72,0.03960623689477042,0.04491623833162995,0.04283855327963504
73,0.032341710197824725,0.03637059862487014,0.007783462552282373
74,0.031344640314348686,0.02097134054558152,0.008775299604306104
75,0.03175232901760074,0.01600674519796481,0.06751611411425641
76,0.04968216899911032,0.05416430815996238,0.018518039213733368
77,0.04228917918321154,0.031243929948930285,0.014775780799479707
78,0.06686596619020896,0.0,0.0096358885241185
79,0.014761613883402025,0.018108406133242383,0.030042462178884913
80,0.06415371890391948,0.0549268710128788,0.07929796204627239
81,0.026986278653501655,0.031076967442939637,0.04577694074471275
82,0.019951399821943987,0.01897956809499416,0.03401425414479776
83,0.0649377314396196,0.03618328524216029,0.0
84,0.06837269692883646,0.034602079397916326,0.02384277628977884
85,0.013877067309933782,0.01600679459761173,0.04989301343887503
86,0.019791919579084525,0.04524448509129525,0.03506068407721619
87,0.04706427184022368,0.06216924439546992,0.11625665545327807
88,0.022156754887172486,0.03702368751594889,0.02835276038624755
89,0.060089609513092106,0.036180950811673246,0.0018966240212175828
90,0.16561652890689293,0.0,0.00016422263950068017
91,0.020569574851080862,0.04034044665294384,0.04448681247468822
92,0.023489485879525318,0.03382439049721261,0.04253757886644013
93,0.23051968716914478,0.014117686601858335,0.004774592646278944
94,0.07717457274316604,0.0,0.0
95,0.06728685589429223,0.08010830433891616,0.0
96,0.055327760621393426,0.013681754920954754,0.02607450602537666
97,0.055257570152003645,0.04530860075315074,0.04373262693171659
98,0.03907905303133256,0.0005721249133256076,0.047734824902856306
99,0.029789981755303622,0.03287177709300466,0.042961934808692405
100,0.02695923042495724,0.010580376578978304,0.03892534899450146
101,0.004854978208240208,0.0390927718215334,0.02979578861253229
102,0.025606762965390384,0.042263924476273945,0.018007796049686883
103,0.02649078522423906,0.04510599809179788,0.024178811770408478
104,0.0,0.04896746148528147,0.03436199248975431
105,0.049043964178147964,0.018045366473467647,0.025607312848149377
106,0.015961322604179273,0.026553392429952236,0.02283284334300244
107,0.06787754262891377,0.05273926635318231,0.008057596200596243
108,0.039213271509495336,0.034568914287578016,0.020306098560059428
109,0.0535629605229006,0.051799386401104465,0.01985294862130023
110,0.06991490977386894,0.05426379916085633,0.012459312518812415
