Step,AI_Eps_0.05_e0.05,AI_Eps_0.1_e0.1,DecayEps_0.99_i0.5_m0.01_d0.99,DecayEps_0.995_i0.5_m0.01_d0.995,AI_UCB_0.1_c0.1,AI_Softmax_0.1_t0.1,WSLS_I0.15_LR0.1,SW_UCB_W100_C0.1,SW_UCB_W200_C0.1,SW_UCB_W500_C0.1
554,0.06819884907908155,0.023518859898651035,0.023518859898651035,0.06819884907908155,0.023518859898651035,0.00554605772834677,0.00554605772834677,0.00554605772834677,0.028836925206897523,0.028836925206897523
555,0.05975053281415298,0.016043805740087343,0.016043805740087343,0.05975053281415298,0.016043805740087343,0.02374367944407669,0.016043805740087343,0.03946443636033664,0.02374367944407669,0.02374367944407669
556,0.029324722765462795,0.03933154866283033,0.03933154866283033,0.029324722765462795,0.029324722765462795,0.031006219170185884,0.008154434407489078,0.008154434407489078,0.031006219170185884,0.031006219170185884
557,0.03412114202056524,0.04334804990524767,0.04334804990524767,0.03412114202056524,0.03412114202056524,0.010958218178303319,0.015514917015893592,0.010958218178303319,0.015514917015893592,0.015514917015893592
558,0.01470094207850817,0.05458720072470619,0.05458720072470619,0.01470094207850817,0.01470094207850817,0.01470094207850817,0.015288585933157947,0.015288585933157947,0.04940384261452781,0.04940384261452781
559,0.028690587826377217,0.01791174284399819,0.01791174284399819,0.028690587826377217,0.028690587826377217,0.01791174284399819,0.01791174284399819,0.03903442223528158,0.02504079383317229,0.02504079383317229
560,0.021200144277964576,0.029896915559448695,0.029896915559448695,0.021200144277964576,0.021200144277964576,0.021200144277964576,0.029896915559448695,0.043243519467574515,0.03400075321916608,0.03400075321916608
561,0.024147487898486614,0.02944884979925982,0.02944884979925982,0.024147487898486614,0.024147487898486614,0.024147487898486614,0.02944884979925982,0.046281411535644496,0.03920250008058134,0.03920250008058134
562,0.03258987718751741,0.03225943071539188,0.03225943071539188,0.03258987718751741,0.03258987718751741,0.027156937270234504,0.03225943071539188,0.026476813093542332,0.027156937270234504,0.027156937270234504
563,0.028957644347641483,0.027722465668520727,0.027722465668520727,0.028957644347641483,0.028957644347641483,0.006408267958815204,0.027722465668520727,0.041151311735101004,0.006408267958815204,0.006408267958815204
564,0.026008690716313156,0.016574444655816947,0.016574444655816947,0.026008690716313156,0.026008690716313156,0.016574444655816947,0.016574444655816947,0.04295009513317722,0.02874544502966228,0.02874544502966228
565,0.021440501556833788,0.05285863854177891,0.05285863854177891,0.021440501556833788,0.021440501556833788,0.021440501556833788,0.01144330606108999,0.01144330606108999,0.028196033747215545,0.028196033747215545
566,0.0219599453719441,0.055049951162967826,0.055049951162967826,0.0219599453719441,0.0219599453719441,0.0219599453719441,0.0219599453719441,0.05089961044297157,0.02766728545616755,0.02766728545616755
567,0.013974628909729649,0.062096027126585254,0.062096027126585254,0.013974628909729649,0.013974628909729649,0.009658352176705185,0.013974628909729649,0.05260499464488976,0.009658352176705185,0.009658352176705185
568,0.05216831609535672,0.037023076978966146,0.037023076978966146,0.05216831609535672,0.05216831609535672,0.017472495098869806,0.017472495098869806,0.03224276315292877,0.017472495098869806,0.017472495098869806
569,0.01834751178836433,0.022443351218075294,0.022443351218075294,0.01834751178836433,0.01834751178836433,0.01834751178836433,0.022443351218075294,0.04209794393274513,0.026559298831013756,0.026559298831013756
570,0.020044558212810412,0.02858609918165971,0.02858609918165971,0.020044558212810412,0.020044558212810412,0.020044558212810412,0.02858609918165971,0.04498030663581081,0.06058940468112535,0.06058940468112535
571,0.03180331446867635,0.02875257045185781,0.02875257045185781,0.03180331446867635,0.03180331446867635,0.008019377649258457,0.02875257045185781,0.008019377649258457,0.04490695641835046,0.04490695641835046
572,0.03229444130371321,0.025411309381356124,0.025411309381356124,0.03229444130371321,0.03229444130371321,0.001433562388791386,0.025411309381356124,0.03370771479732924,0.001433562388791386,0.001433562388791386
573,0.023851338303375314,0.032356940589287314,0.032356940589287314,0.023851338303375314,0.023851338303375314,0.0005550257780384731,0.032356940589287314,0.04209787966006028,0.0005550257780384731,0.0005550257780384731
574,0.03201459616578613,0.013610290677766796,0.028749557576607406,0.03201459616578613,0.03201459616578613,0.013610290677766796,0.028749557576607406,0.044598151597182174,0.013610290677766796,0.013610290677766796
575,0.04737527656383387,0.034798985829401496,0.034798985829401496,0.04737527656383387,0.04737527656383387,0.012348971804608993,0.034798985829401496,0.046855521115136294,0.012348971804608993,0.012348971804608993
576,0.021790510807417954,0.02867093859985481,0.02867093859985481,0.021790510807417954,0.021790510807417954,0.02004466572320483,0.02867093859985481,0.02004466572320483,0.010795262897602024,0.010795262897602024
577,0.023650361644505215,0.03120686502344319,0.03120686502344319,0.023650361644505215,0.023650361644505215,0.023650361644505215,0.03120686502344319,0.030435901071582158,0.0327634772319366,0.0327634772319366
578,0.03948944541606702,0.015175728899733112,0.055130245238198095,0.03948944541606702,0.03948944541606702,0.017449050780177406,0.055130245238198095,0.015175728899733112,0.017449050780177406,0.017449050780177406
579,0.03144143493459809,0.020701523218052027,0.020701523218052027,0.03144143493459809,0.03144143493459809,0.020701523218052027,0.020701523218052027,0.05079188104622456,0.02254983918099385,0.02254983918099385
580,0.019535156196518005,0.061845679185044626,0.061845679185044626,0.019535156196518005,0.019535156196518005,0.026791963568868638,0.019535156196518005,0.03957223689849014,0.026791963568868638,0.026791963568868638
581,0.02331574881736423,0.015043888041634612,0.064687048286076,0.02331574881736423,0.02331574881736423,0.02331574881736423,0.064687048286076,0.015043888041634612,0.05912286015670499,0.05912286015670499
582,0.03586657225470909,0.03359463739748542,0.03359463739748542,0.03586657225470909,0.03586657225470909,0.03586657225470909,0.03359463739748542,0.025027860644231386,0.0001002890683237004,0.0001002890683237004
583,0.026320374954736776,0.018815412256821904,0.02487224174766473,0.026320374954736776,0.026320374954736776,0.02487224174766473,0.02487224174766473,0.029172178447162578,0.018815412256821904,0.018815412256821904
584,0.027832498146402748,0.04362317120647301,0.04362317120647301,0.027832498146402748,0.027832498146402748,0.01943483383285775,0.02037325955854557,0.01943483383285775,0.02037325955854557,0.02037325955854557
585,0.025194636215604513,0.028550688725463215,0.028550688725463215,0.025194636215604513,0.025194636215604513,0.025194636215604513,0.006381155168963633,0.006381155168963633,0.03204086642771142,0.03204086642771142
586,0.016211300641087993,0.06035477573524405,0.06035477573524405,0.016211300641087993,0.016211300641087993,0.016211300641087993,0.003607777235865706,0.03087976570371689,0.003607777235865706,0.003607777235865706
587,0.014596116947210074,0.022965666832168816,0.022965666832168816,0.014596116947210074,0.014596116947210074,0.014596116947210074,0.022965666832168816,0.04062530485307528,0.05306272469899878,0.05306272469899878
588,0.03744042765653507,0.026105973837697995,0.026105973837697995,0.03744042765653507,0.03744042765653507,0.026105973837697995,0.02442917366632257,0.03062868113111942,0.02442917366632257,0.02442917366632257
589,0.03117153123523669,0.0733758246837933,0.0733758246837933,0.03117153123523669,0.03117153123523669,0.03117153123523669,0.013662647126017094,0.013662647126017094,0.011727144720491436,0.011727144720491436
590,0.01836427589035487,0.06316392205532459,0.06316392205532459,0.01836427589035487,0.01836427589035487,0.011404588784177896,0.01836427589035487,0.011404588784177896,0.03067733411333295,0.03067733411333295
591,0.014504214127156342,0.05443186315225549,0.05443186315225549,0.014504214127156342,0.014504214127156342,0.014504214127156342,0.01221892472933247,0.01221892472933247,0.06236425771405519,0.06236425771405519
592,0.019236436405904438,0.019236436405904438,0.032975923363789024,0.019236436405904438,0.019236436405904438,0.032975923363789024,0.032975923363789024,0.04858206619782697,0.014925153300461439,0.014925153300461439
593,0.017569471978960537,0.02247087744958688,0.02247087744958688,0.017569471978960537,0.017569471978960537,0.017569471978960537,0.02247087744958688,0.03184352698820396,0.03445580398567975,0.03445580398567975
594,0.009305398277082095,0.06649106424233037,0.06649106424233037,0.009305398277082095,0.009305398277082095,0.013679031140551443,0.009305398277082095,0.013679031140551443,0.02612370080211551,0.02612370080211551
595,0.03777102611713136,0.0498866988903753,0.0498866988903753,0.03777102611713136,0.03777102611713136,0.010417960183497003,0.010417960183497003,0.010417960183497003,0.02408180946240074,0.02408180946240074
596,0.03145548071079884,0.02332342502971031,0.02332342502971031,0.03145548071079884,0.03145548071079884,0.02332342502971031,0.03145548071079884,0.0475774832344057,0.04743912659007895,0.04743912659007895
597,0.013333922989373274,0.10268395810682349,0.013991797416098647,0.013333922989373274,0.013333922989373274,0.013333922989373274,0.013333922989373274,0.013991797416098647,0.036563464121063705,0.036563464121063705
598,0.02635218430198827,0.058169067272792356,0.058169067272792356,0.02635218430198827,0.02635218430198827,0.02635218430198827,0.0188808829675122,0.0188808829675122,0.044811310267201206,0.044811310267201206
599,0.00996700759951471,0.037697503842620377,0.037697503842620377,0.00996700759951471,0.00996700759951471,0.00996700759951471,0.00996700759951471,0.04464997418458035,0.040173009124108226,0.040173009124108226
600,0.023878870873276434,0.060609373482329226,0.060609373482329226,0.023878870873276434,0.023878870873276434,0.021946715899346835,0.014927267956718384,0.014927267956718384,0.021946715899346835,0.021946715899346835
601,0.03384876316757181,0.028991850540980437,0.028991850540980437,0.03384876316757181,0.03384876316757181,0.011981186698140292,0.028991850540980437,0.011981186698140292,0.035366491103174594,0.035366491103174594
602,0.04256745866490384,0.013892209623768787,0.013892209623768787,0.04256745866490384,0.04256745866490384,0.013892209623768787,0.013892209623768787,0.035615262736432375,0.01089324261455816,0.01089324261455816
603,0.026396497369513543,0.06492042592848854,0.06492042592848854,0.026396497369513543,0.026396497369513543,0.026396497369513543,0.023945719895520003,0.04563209804238879,0.023945719895520003,0.023945719895520003
604,0.03759188618040378,0.009331959954946036,0.10551289186088807,0.03759188618040378,0.03759188618040378,0.009331959954946036,0.009331959954946036,0.026552712893873377,0.009331959954946036,0.009331959954946036
605,0.013781175329111842,0.0580127247331133,0.0580127247331133,0.013781175329111842,0.013781175329111842,0.013240721983125968,0.013781175329111842,0.013240721983125968,0.006975000628658639,0.006975000628658639
606,0.036914611164276,0.0821495831770485,0.0821495831770485,0.036914611164276,0.036914611164276,0.016907753417155127,0.01881436938852765,0.016907753417155127,0.01881436938852765,0.01881436938852765
607,0.029451085074222855,0.016089266583090674,0.16578067019322912,0.029451085074222855,0.029451085074222855,0.009427639089516103,0.009427639089516103,0.016089266583090674,0.009427639089516103,0.009427639089516103
608,0.018613516525307832,0.04801063982234401,0.04801063982234401,0.018613516525307832,0.018613516525307832,0.01804943724759281,0.018613516525307832,0.01804943724759281,0.02271880561091601,0.02271880561091601
609,0.028029152015080265,0.04932934492764557,0.04932934492764557,0.028029152015080265,0.028029152015080265,0.013519537965019028,0.028029152015080265,0.013519537965019028,0.023232815715156976,0.023232815715156976
610,0.021301246586529633,0.053875750633406626,0.053875750633406626,0.021301246586529633,0.021301246586529633,0.01109796846590143,0.021301246586529633,0.03807365836148476,0.01109796846590143,0.01109796846590143
611,0.019918726807607694,0.02348830059743349,0.02348830059743349,0.019918726807607694,0.019918726807607694,0.02348830059743349,0.019918726807607694,0.04494921783732144,0.03215327880576618,0.03215327880576618
612,0.01224174897436144,0.05719674762294413,0.05719674762294413,0.01224174897436144,0.01224174897436144,0.01224174897436144,0.01224174897436144,0.045253845668273375,0.05456802943865644,0.05456802943865644
613,0.02949555454479113,0.025421014377807964,0.025421014377807964,0.02949555454479113,0.02949555454479113,0.012023896633388629,0.025421014377807964,0.012023896633388629,0.04469587330352731,0.04469587330352731
614,0.026741907830903047,0.024970368990081437,0.024970368990081437,0.026741907830903047,0.026741907830903047,0.01552332526271498,0.024970368990081437,0.01552332526271498,0.04294250175443332,0.04294250175443332
615,0.02444062413593622,0.019867187940130784,0.019867187940130784,0.02444062413593622,0.02444062413593622,0.019867187940130784,0.019867187940130784,0.07411193062822793,0.029312451121445864,0.029312451121445864
616,0.04845938801747123,0.03103967862818321,0.03103967862818321,0.04845938801747123,0.04845938801747123,0.028915794052645626,0.03103967862818321,0.05484804679980203,0.028915794052645626,0.028915794052645626
617,0.0299739849496007,0.01619099276906996,0.01619099276906996,0.0299739849496007,0.0299739849496007,0.01619099276906996,0.01619099276906996,0.04098090723328329,0.03993162981509806,0.03993162981509806
618,0.032236358526903,0.028125310802343494,0.028125310802343494,0.032236358526903,0.032236358526903,0.028125310802343494,0.01407282563441948,0.01407282563441948,0.04984013401128094,0.04984013401128094
619,0.027683908153503568,0.02020268919273828,0.02020268919273828,0.021737602888487775,0.027683908153503568,0.027683908153503568,0.02020268919273828,0.054056581380394465,0.021737602888487775,0.021737602888487775
620,0.019651453019236667,0.024571672234182426,0.024571672234182426,0.019651453019236667,0.019651453019236667,0.024571672234182426,0.024571672234182426,0.05297584740211502,0.0476084469257137,0.0476084469257137
621,0.02255401667384854,0.030651550386736684,0.030651550386736684,0.02255401667384854,0.02255401667384854,0.013803610459233505,0.030651550386736684,0.013803610459233505,0.03824826519336734,0.03824826519336734
622,0.024726963259730634,0.030123681227253556,0.030123681227253556,0.024726963259730634,0.024726963259730634,0.01905817569963304,0.030123681227253556,0.01905817569963304,0.05100731844126198,0.05100731844126198
623,0.023735016253151865,0.027741453303828212,0.027741453303828212,0.023735016253151865,0.023735016253151865,0.023735016253151865,0.027741453303828212,0.044681342240641804,0.03470383269359184,0.03470383269359184
624,0.043022903867134546,0.03241969449560561,0.03241969449560561,0.043022903867134546,0.043022903867134546,0.018187595034651897,0.03241969449560561,0.041965309564086055,0.018187595034651897,0.018187595034651897
625,0.03071367097600276,0.03551455861827243,0.03551455861827243,0.03071367097600276,0.03071367097600276,0.018627934778920656,0.03551455861827243,0.04055959905371802,0.018627934778920656,0.018627934778920656
626,0.03017555784319525,0.019640433067744642,0.019640433067744642,0.03017555784319525,0.03017555784319525,0.019640433067744642,0.019640433067744642,0.03580232882938366,0.035105841548581554,0.035105841548581554
627,0.015236682089836459,0.05460430494075697,0.05460430494075697,0.015236682089836459,0.015236682089836459,0.01316538433617472,0.019696063838563448,0.01316538433617472,0.019696063838563448,0.019696063838563448
628,0.018524120486413085,0.022185406983058167,0.022185406983058167,0.018524120486413085,0.018524120486413085,0.018524120486413085,0.022185406983058167,0.04112140400232395,0.05099849627241131,0.05099849627241131
629,0.01553903548903752,0.062022306266006695,0.062022306266006695,0.01553903548903752,0.01553903548903752,0.01553903548903752,0.031847406227610044,0.034711494773789216,0.031847406227610044,0.031847406227610044
630,0.04006757714724019,0.04626229502958824,0.04626229502958824,0.04006757714724019,0.04006757714724019,0.01624421862083861,0.020389987977811223,0.01624421862083861,0.020389987977811223,0.020389987977811223
631,0.019769768727134096,0.02583683884623978,0.02583683884623978,0.019769768727134096,0.019769768727134096,0.011603950331516049,0.02583683884623978,0.05830708450930163,0.011603950331516049,0.011603950331516049
632,0.03505059234644659,0.024600237765159745,0.024600237765159745,0.03505059234644659,0.03505059234644659,0.024600237765159745,0.024600237765159745,0.04433354944151165,0.04767442749364384,0.04767442749364384
633,0.025147832679866818,0.014292124042671614,0.014292124042671614,0.025147832679866818,0.025147832679866818,0.014292124042671614,0.014292124042671614,0.04955281435436758,0.036927800369115846,0.036927800369115846
634,0.022071842230182062,0.039240493879444636,0.039240493879444636,0.019569948444661683,0.022071842230182062,0.039240493879444636,0.019569948444661683,0.04975935249202779,0.019569948444661683,0.019569948444661683
635,0.0198680499432021,0.06004136342375328,0.019033448280958508,0.0198680499432021,0.0198680499432021,0.029590734787968406,0.06004136342375328,0.019033448280958508,0.029590734787968406,0.029590734787968406
636,0.014417050891743364,0.03107387467332558,0.03107387467332558,0.014417050891743364,0.014417050891743364,0.011660328009181821,0.03107387467332558,0.011660328009181821,0.028593322106081794,0.028593322106081794
637,0.013281177056008304,0.02370332962412653,0.02370332962412653,0.013281177056008304,0.013281177056008304,0.021584516972816933,0.02370332962412653,0.032041188631222746,0.021584516972816933,0.021584516972816933
638,0.037800218260935096,0.04148235489347854,0.04148235489347854,0.037800218260935096,0.037800218260935096,0.019346444850391657,0.014556141863882302,0.014556141863882302,0.019346444850391657,0.019346444850391657
639,0.033145852406933456,0.044940293808670366,0.044940293808670366,0.013073221650528561,0.033145852406933456,0.009573826146218815,0.033145852406933456,0.013073221650528561,0.009573826146218815,0.009573826146218815
640,0.017692204559300193,0.05573432262762278,0.05573432262762278,0.017692204559300193,0.017692204559300193,0.012985895535278525,0.017692204559300193,0.0423803076149402,0.012985895535278525,0.012985895535278525
641,0.013382988016088357,0.06331392668141256,0.06331392668141256,0.013382988016088357,0.013382988016088357,0.013382988016088357,0.02587581151065287,0.048553490287120527,0.02587581151065287,0.02587581151065287
642,0.03036929785311625,0.03260222981403501,0.03260222981403501,0.03036929785311625,0.03036929785311625,0.03260222981403501,0.015252025987438456,0.045669478775027444,0.015252025987438456,0.015252025987438456
643,0.027377107394331194,0.06639797922803942,0.06639797922803942,0.027377107394331194,0.027377107394331194,0.01424927189451202,0.027377107394331194,0.01424927189451202,0.026881352935492053,0.026881352935492053
644,0.020204900783745417,0.029658091997815494,0.029658091997815494,0.020204900783745417,0.020204900783745417,0.029658091997815494,0.020204900783745417,0.03734774575183872,0.04200683942845545,0.04200683942845545
645,0.03903281498225279,0.016749761616259913,0.02936572337263297,0.03903281498225279,0.03903281498225279,0.02936572337263297,0.02936572337263297,0.016749761616259913,0.03701613129367195,0.03701613129367195
646,0.02726098714841995,0.031897314607167125,0.031897314607167125,0.02726098714841995,0.02726098714841995,0.018695952489019223,0.031897314607167125,0.037560808204786154,0.018695952489019223,0.018695952489019223
647,0.02676569092419423,0.02049458546738322,0.02049458546738322,0.02676569092419423,0.02676569092419423,0.029794870114549753,0.02049458546738322,0.04552775309626841,0.029794870114549753,0.029794870114549753
648,0.01592777896565005,0.03461801211800439,0.03461801211800439,0.01592777896565005,0.01592777896565005,0.023422247889030766,0.01592777896565005,0.03185741577769945,0.023422247889030766,0.023422247889030766
649,0.01916532157858751,0.01916532157858751,0.16294673892103248,0.01916532157858751,0.01916532157858751,0.008098587649521222,0.008098587649521222,0.051996480241451586,0.008098587649521222,0.008098587649521222
650,0.015941147398780088,0.06216840120756205,0.06216840120756205,0.015941147398780088,0.015941147398780088,0.013283487644579333,0.015941147398780088,0.013283487644579333,0.023232956740697544,0.023232956740697544
651,0.03402164284436727,0.03204023735208223,0.03204023735208223,0.03402164284436727,0.01665814317759536,0.03402164284436727,0.03204023735208223,0.03934330780773615,0.01665814317759536,0.01665814317759536
652,0.06818916183283427,0.037979794137026054,0.037979794137026054,0.06818916183283427,0.016348281108244208,0.02745529330991825,0.037979794137026054,0.016348281108244208,0.02745529330991825,0.02745529330991825
653,0.03988973291118227,0.034121535090935115,0.034121535090935115,0.03988973291118227,0.03988973291118227,0.014022467380591756,0.034121535090935115,0.014022467380591756,0.04795566789366571,0.04795566789366571
654,0.019188973109780794,0.02525662505775762,0.02525662505775762,0.019188973109780794,0.019188973109780794,0.019188973109780794,0.02525662505775762,0.028485680083707127,0.052941538952288036,0.052941538952288036
655,0.023126705212807082,0.07494906366684186,0.07494906366684186,0.023126705212807082,0.023126705212807082,0.008209481014050378,0.008209481014050378,0.008209481014050378,0.014271940518513855,0.014271940518513855
656,0.009572243632620466,0.029427965241523066,0.029427965241523066,0.009572243632620466,0.009572243632620466,0.009572243632620466,0.029427965241523066,0.03159560805969956,0.030800503429547755,0.030800503429547755
657,0.0277416196228697,0.0257629409747115,0.0257629409747115,0.0277416196228697,0.010739009088277381,0.0277416196228697,0.0257629409747115,0.04313189726578524,0.010739009088277381,0.010739009088277381
658,0.0587342294014392,0.023788186875908682,0.023788186875908682,0.0587342294014392,0.009185329500595573,0.009185329500595573,0.023788186875908682,0.009185329500595573,0.029388441053480194,0.029388441053480194
659,0.08763712179608807,0.025935142391790098,0.025935142391790098,0.08763712179608807,0.025935142391790098,0.007687879654454167,0.007687879654454167,0.007687879654454167,0.05085996041353863,0.05085996041353863
660,0.04177028067076188,0.020298591047952473,0.020298591047952473,0.04177028067076188,0.020298591047952473,0.04177028067076188,0.020298591047952473,0.03630049043065748,0.016213887493099717,0.016213887493099717
661,0.035448927798791434,0.051945061676521215,0.051945061676521215,0.035448927798791434,0.035448927798791434,0.014662269147447284,0.012554483023766305,0.012554483023766305,0.014662269147447284,0.014662269147447284
662,0.014810005616895145,0.054699949723769625,0.054699949723769625,0.014810005616895145,0.014810005616895145,0.014810005616895145,0.017831729686959896,0.03460829271132838,0.017831729686959896,0.017831729686959896
663,0.08875149693639765,0.014978917003782318,0.014978917003782318,0.08875149693639765,0.014978917003782318,0.01151237901310394,0.014978917003782318,0.01151237901310394,0.02913402505073785,0.02913402505073785
664,0.006439824523147002,0.020718954224926787,0.020718954224926787,0.006439824523147002,0.006439824523147002,0.020718954224926787,0.006439824523147002,0.0505114068341549,0.044685547912961296,0.044685547912961296
665,0.03725395401743594,0.015546621067458131,0.015546621067458131,0.03725395401743594,0.015546621067458131,0.015546621067458131,0.013959638748550298,0.013959638748550298,0.04047351364275444,0.04047351364275444
666,0.08939199647466467,0.04007670837587672,0.04007670837587672,0.08939199647466467,0.013012394288097057,0.01986107778563293,0.013012394288097057,0.01986107778563293,0.013012394288097057,0.013012394288097057
667,0.02511002969831327,0.019128688299058443,0.019128688299058443,0.02511002969831327,0.02511002969831327,0.019128688299058443,0.019128688299058443,0.050169129321892963,0.054735970197662624,0.054735970197662624
668,0.03798333223277173,0.029894859602152584,0.029894859602152584,0.03798333223277173,0.03798333223277173,0.014601329119120654,0.029894859602152584,0.014601329119120654,0.03878629954388105,0.03878629954388105
669,0.03089936342481437,0.026818389796591503,0.026818389796591503,0.03089936342481437,0.03089936342481437,0.014089182520698743,0.026818389796591503,0.037561877267934675,0.014089182520698743,0.014089182520698743
670,0.017076836731521414,0.02374615702489232,0.02374615702489232,0.017076836731521414,0.017076836731521414,0.02374615702489232,0.02374615702489232,0.044763740627125105,0.05083257108141586,0.05083257108141586
671,0.007158093227962556,0.02567303562332636,0.02567303562332636,0.007158093227962556,0.007158093227962556,0.009781877826911282,0.02567303562332636,0.02985537884168909,0.009781877826911282,0.009781877826911282
672,0.08879259328920279,0.018552391695476726,0.018552391695476726,0.08879259328920279,0.016827282329884705,0.018552391695476726,0.018552391695476726,0.016827282329884705,0.0473459744230669,0.0473459744230669
673,0.09649123200574579,0.03142341818587709,0.03142341818587709,0.09649123200574579,0.03142341818587709,0.01574982287512319,0.02431536376095665,0.01574982287512319,0.02431536376095665,0.02431536376095665
674,0.03510468220183484,0.024185054647924215,0.024185054647924215,0.03510468220183484,0.024185054647924215,0.03510468220183484,0.016378265203477505,0.059359914600666766,0.016378265203477505,0.016378265203477505
675,0.028708213232966368,0.026615320290331108,0.026615320290331108,0.028708213232966368,0.026615320290331108,0.014179371783023118,0.028708213232966368,0.014179371783023118,0.03988142500451813,0.03988142500451813
676,0.021715184282996486,0.016567078192075445,0.04004141052040363,0.021715184282996486,0.04004141052040363,0.021715184282996486,0.021715184282996486,0.016567078192075445,0.05186561047749256,0.05186561047749256
677,0.02939604557157378,0.01721268881941325,0.01721268881941325,0.02939604557157378,0.01721268881941325,0.01721268881941325,0.02939604557157378,0.04611876896892457,0.03948132438218901,0.03948132438218901
678,0.01516982315946025,0.024623171771401213,0.024623171771401213,0.01516982315946025,0.024623171771401213,0.024623171771401213,0.01516982315946025,0.04058007589052387,0.04262185188347951,0.04262185188347951
679,0.040348129650484316,0.024611276065973485,0.024611276065973485,0.040348129650484316,0.024611276065973485,0.013908692467970447,0.02874965379675075,0.013908692467970447,0.02874965379675075,0.02874965379675075
680,0.03795310750491857,0.027946191115437873,0.027946191115437873,0.03795310750491857,0.027946191115437873,0.03795310750491857,0.016900132606613227,0.04497955491747076,0.016900132606613227,0.016900132606613227
681,0.025439601231561033,0.021807777715244534,0.021807777715244534,0.025439601231561033,0.021807777715244534,0.025439601231561033,0.021807777715244534,0.03828087734338032,0.05477473976449366,0.05477473976449366
682,0.05424617366411614,0.012199071905612221,0.012199071905612221,0.05424617366411614,0.012199071905612221,0.012199071905612221,0.012199071905612221,0.0416292823366229,0.036172241339783306,0.036172241339783306
683,0.04557606133559795,0.032290784725467904,0.032290784725467904,0.04557606133559795,0.032290784725467904,0.016471611092975104,0.03127972687402079,0.016471611092975104,0.03127972687402079,0.03127972687402079
684,0.01813309730110368,0.03508106009978516,0.03508106009978516,0.01813309730110368,0.03508106009978516,0.01813309730110368,0.01799636025664351,0.04617518456448244,0.01799636025664351,0.01799636025664351
685,0.05105677027368294,0.021043760543737373,0.021043760543737373,0.05105677027368294,0.021043760543737373,0.023298230911921552,0.01402604986933359,0.01402604986933359,0.023298230911921552,0.023298230911921552
686,0.06145104888636648,0.015609051944518778,0.015609051944518778,0.06145104888636648,0.015609051944518778,0.015609051944518778,0.015609051944518778,0.052740023790912124,0.022499163424068273,0.022499163424068273
687,0.020528921059024333,0.015975491110772948,0.015975491110772948,0.020528921059024333,0.015975491110772948,0.020528921059024333,0.020528921059024333,0.04702736874453754,0.051367728082818025,0.051367728082818025
688,0.03442563020290832,0.031182572389066694,0.031182572389066694,0.03442563020290832,0.0126305538212782,0.020931833626205164,0.03442563020290832,0.0126305538212782,0.020931833626205164,0.020931833626205164
689,0.017649474609999157,0.04574611102903402,0.04574611102903402,0.017649474609999157,0.00848774471329404,0.017649474609999157,0.017649474609999157,0.04427003379784828,0.00848774471329404,0.00848774471329404
690,0.051861479700491236,0.02107623393984895,0.02107623393984895,0.051861479700491236,0.02107623393984895,0.014952590688336204,0.014952590688336204,0.06495214439381576,0.014952590688336204,0.014952590688336204
691,0.014448523268770481,0.05284854311072294,0.05284854311072294,0.014448523268770481,0.014448523268770481,0.014448523268770481,0.014448523268770481,0.05738036834323239,0.048373836224218356,0.048373836224218356
692,0.03430695818861575,0.01819500752397193,0.01819500752397193,0.03430695818861575,0.01819500752397193,0.0033262829369347345,0.0033262829369347345,0.04360254158203767,0.0033262829369347345,0.0033262829369347345
693,0.033385638965167594,0.02701357107701375,0.02701357107701375,0.033385638965167594,0.033385638965167594,0.013285927120069001,0.02701357107701375,0.05817014142137218,0.013285927120069001,0.013285927120069001
694,0.035045144566644246,0.02571178774986459,0.02571178774986459,0.035045144566644246,0.035045144566644246,0.015187160607197632,0.02571178774986459,0.015187160607197632,0.05158116871606079,0.05158116871606079
695,0.04254279422818666,0.0282186342717374,0.0282186342717374,0.04254279422818666,0.04254279422818666,0.014754152271720907,0.0282186342717374,0.014754152271720907,0.049524679377112725,0.049524679377112725
696,0.028254958755106415,0.026089527274977067,0.026089527274977067,0.028254958755106415,0.028254958755106415,0.01574297911008768,0.026089527274977067,0.01574297911008768,0.05634993983448413,0.05634993983448413
697,0.0,0.01429910896781007,0.05055661297838307,0.0,0.0,0.010349533557162222,0.05055661297838307,0.01429910896781007,0.010349533557162222,0.010349533557162222
698,0.015645473679160863,0.036286430608369766,0.036286430608369766,0.015645473679160863,0.015645473679160863,0.015645473679160863,0.036286430608369766,0.036151328597106576,0.003912152724990655,0.003912152724990655
699,0.07608037887152785,0.01598379391713656,0.01598379391713656,0.07608037887152785,0.01598379391713656,0.009125460532604327,0.01598379391713656,0.035333490724195046,0.009125460532604327,0.009125460532604327
700,0.10387776577309647,0.023195541316134282,0.023195541316134282,0.10387776577309647,0.011651199443110884,0.023195541316134282,0.025447219672262482,0.011651199443110884,0.025447219672262482,0.025447219672262482
701,0.03470755384917067,0.012559397651955516,0.18102422338428928,0.03470755384917067,0.03470755384917067,0.01080639831683582,0.012559397651955516,0.01080639831683582,0.012559397651955516,0.012559397651955516
702,0.021184942724926308,0.01893997290843029,0.01893997290843029,0.021184942724926308,0.021184942724926308,0.01893997290843029,0.01893997290843029,0.050822176310545746,0.0350636578805985,0.0350636578805985
703,0.010899051532024697,0.010899051532024697,0.1383956399058008,0.010899051532024697,0.010899051532024697,0.003494709131403157,0.010899051532024697,0.044450284331239834,0.003494709131403157,0.003494709131403157
