Step,AI_Eps_0.05_e0.05,AI_Eps_0.1_e0.1,DecayEps_0.99_i0.5_m0.01_d0.99,DecayEps_0.995_i0.5_m0.01_d0.995,AI_UCB_0.1_c0.1,AI_Softmax_0.1_t0.1,WSLS_I0.15_LR0.1,SW_UCB_W100_C0.1,SW_UCB_W200_C0.1,SW_UCB_W500_C0.1
21,0.04144255264567212,0.03277025200179872,0.03277025200179872,0.015035193671840835,0.015035193671840835,0.02211308118857597,0.03277025200179872,0.015035193671840835,0.015035193671840835,0.015035193671840835
22,0.0592415064594322,0.010514270722395897,0.010514270722395897,0.03826120433238338,0.010514270722395897,0.010514270722395897,0.2192757256834943,0.03826120433238338,0.010514270722395897,0.010514270722395897
23,0.007269042245611837,0.02132605337738656,0.02132605337738656,0.02132605337738656,0.013996767738018605,0.007269042245611837,0.013996767738018605,0.013996767738018605,0.013996767738018605,0.013996767738018605
24,0.00619577199778825,0.06722719953948184,0.06722719953948184,0.17871260441530462,0.0035129440112960735,0.00619577199778825,0.00619577199778825,0.00619577199778825,0.0035129440112960735,0.0035129440112960735
25,0.009093902561416565,0.009093902561416565,0.009093902561416565,0.07695341342026786,0.006979369035022711,0.009093902561416565,0.04572874039227132,0.04572874039227132,0.006979369035022711,0.006979369035022711
26,0.019371900390213966,0.011734894916813567,0.011734894916813567,0.011734894916813567,0.011734894916813567,0.019371900390213966,0.08205749521050297,0.12508489764919584,0.011734894916813567,0.011734894916813567
27,0.04614420974299983,0.04773213181427236,0.04773213181427236,0.016276651319057905,0.016276651319057905,-0.010199086557705479,0.016276651319057905,-0.010199086557705479,0.016276651319057905,0.016276651319057905
28,0.007662309564607373,0.011176480598025135,0.011176480598025135,0.007662309564607373,0.011176480598025135,0.007662309564607373,0.05998626263313568,0.011176480598025135,0.011176480598025135,0.011176480598025135
29,0.005983553559908451,0.10975249162332616,0.005983553559908451,0.05434670242606748,0.014844600321571913,0.005983553559908451,0.014844600321571913,0.05434670242606748,0.014844600321571913,0.014844600321571913
30,0.00339257491753523,0.021702750625696543,0.021702750625696543,0.021702750625696543,0.00339257491753523,0.00339257491753523,0.021702750625696543,0.21595456233607171,0.00339257491753523,0.00339257491753523
31,0.015910400380530907,0.05011684996846191,0.02788913820170783,0.013160456965385156,0.013160456965385156,0.05011684996846191,0.015910400380530907,0.013160456965385156,0.013160456965385156,0.013160456965385156
32,0.047822861385587966,0.006282737839472576,0.006282737839472576,-0.0006538857169818171,0.006282737839472576,-0.0006538857169818171,0.006282737839472576,0.06251315275076536,0.006282737839472576,0.006282737839472576
33,0.04496524570966016,0.011578424821605565,0.011578424821605565,0.011578424821605565,0.013408595754052644,0.011578424821605565,0.013408595754052644,0.0874726864647373,0.013408595754052644,0.013408595754052644
34,0.017013012496934255,0.21745008524615206,0.12662458853696593,0.011097611340693442,0.011097611340693442,0.011097611340693442,0.017013012496934255,0.011097611340693442,0.011097611340693442,0.011097611340693442
35,0.004902098477770687,0.02640612041463622,0.02640612041463622,0.0704267336658425,0.004902098477770687,0.02640612041463622,0.0704267336658425,0.039537807597329076,0.004902098477770687,0.004902098477770687
36,0.025031177904537596,0.06004584256035647,0.005101521554052061,0.06004584256035647,0.005101521554052061,0.02207377492599134,0.02207377492599134,0.02207377492599134,0.005101521554052061,0.005101521554052061
37,0.0051342059059215775,0.0051342059059215775,0.0051342059059215775,0.2182327380265977,0.0051342059059215775,0.04328501454276531,0.0051342059059215775,0.053655205454242176,0.0051342059059215775,0.0051342059059215775
38,0.01224393521370209,0.1610277940852308,0.01224393521370209,0.013079968094869393,0.013079968094869393,0.029139638035931843,0.029139638035931843,0.013079968094869393,0.013079968094869393,0.013079968094869393
39,0.002021170815253242,0.06406465313852527,0.06406465313852527,0.1278165378985641,0.002021170815253242,0.002021170815253242,0.002021170815253242,0.002021170815253242,0.002021170815253242,0.002021170815253242
40,0.030787628427721953,0.014261517767156643,0.014261517767156643,0.014261517767156643,0.01752862978050374,0.01752862978050374,0.014261517767156643,0.014261517767156643,0.01752862978050374,0.01752862978050374
41,0.01055287814640913,0.008934502504816257,0.008934502504816257,0.13437162161502053,0.008934502504816257,0.008934502504816257,0.01055287814640913,0.03711838069670369,0.008934502504816257,0.008934502504816257
42,0.04175415229829788,0.04903359035442315,0.04903359035442315,0.03865526016685568,0.007539187614826019,0.007539187614826019,0.007539187614826019,0.03865526016685568,0.007539187614826019,0.007539187614826019
43,0.03738424826324773,0.025339464607898612,0.025339464607898612,0.01733083432875979,0.01733083432875979,0.025339464607898612,0.01733083432875979,0.01733083432875979,0.01733083432875979,0.01733083432875979
44,0.017719965158961862,0.010701271013601202,0.010701271013601202,0.1566597200261147,0.010701271013601202,0.010701271013601202,0.017719965158961862,0.100498524395199,0.010701271013601202,0.010701271013601202
45,0.005800417539455534,0.01937943506048296,0.01937943506048296,0.01937943506048296,0.005800417539455534,0.01937943506048296,0.05189573638938423,0.0623646168949757,0.005800417539455534,0.005800417539455534
46,0.033171785217824906,0.032345726482142484,0.032345726482142484,0.032345726482142484,0.0026973850881331705,0.04086491132706524,0.04086491132706524,0.0026973850881331705,0.0026973850881331705,0.0026973850881331705
47,0.04264491490976411,0.031579059782696345,0.031579059782696345,0.012980592007680748,0.012980592007680748,0.031579059782696345,0.012980592007680748,0.012980592007680748,0.012980592007680748,0.012980592007680748
48,0.006276478960949282,0.0096188302251667,0.0096188302251667,0.09413200311751271,0.0096188302251667,0.006276478960949282,0.006276478960949282,0.0096188302251667,0.0096188302251667,0.0096188302251667
49,0.004283098774450166,0.055196157136453254,0.07399448333378247,0.004283098774450166,0.004283098774450166,0.055196157136453254,0.05340230107723323,0.07399448333378247,0.004283098774450166,0.004283098774450166
50,0.040865353711154476,0.026263465579544083,0.026263465579544083,-0.0046607557024516515,0.019439778343600674,0.026263465579544083,-0.0046607557024516515,0.019439778343600674,0.019439778343600674,0.019439778343600674
51,0.05206701452006757,0.18047064374593597,0.011525134508879521,0.011525134508879521,0.006522072306062491,0.011525134508879521,0.011525134508879521,0.006522072306062491,0.006522072306062491,0.006522072306062491
52,0.012829173009441756,0.008341939004651841,0.008341939004651841,0.09614284436279952,0.008341939004651841,0.008341939004651841,0.008341939004651841,0.012829173009441756,0.008341939004651841,0.008341939004651841
53,0.0126414530649415,0.04715814409412713,0.04715814409412713,0.009456022237528576,0.009456022237528576,0.0126414530649415,0.009456022237528576,0.009456022237528576,0.009456022237528576,0.009456022237528576
54,0.0024331051959605716,0.16792528294989978,0.0024331051959605716,0.025498372680526918,0.0024331051959605716,0.025498372680526918,0.0024331051959605716,0.025498372680526918,0.0024331051959605716,0.0024331051959605716
55,0.04448567292942756,0.051408378717227844,0.04130581226840004,0.04130581226840004,0.01256653437427905,0.051408378717227844,0.01256653437427905,0.01256653437427905,0.01256653437427905,0.01256653437427905
56,0.01621872648905168,0.02329484266556945,0.02329484266556945,0.017791210145655267,0.017791210145655267,0.01621872648905168,0.02329484266556945,0.02329484266556945,0.017791210145655267,0.017791210145655267
57,0.04062924686725646,0.00783568463540066,0.00783568463540066,0.04062924686725646,0.00783568463540066,0.00783568463540066,0.00783568463540066,0.04062924686725646,0.00783568463540066,0.00783568463540066
58,0.007828967853841884,0.12004945518713712,0.007828967853841884,0.007828967853841884,0.007828967853841884,0.04445006700683187,0.007828967853841884,0.007828967853841884,0.007828967853841884,0.007828967853841884
59,0.015537403975246425,0.09824068259281123,0.004582917940262587,0.015537403975246425,0.004582917940262587,0.015537403975246425,0.004582917940262587,0.004582917940262587,0.004582917940262587,0.004582917940262587
60,0.0046101065456819225,0.011856758719277884,0.011856758719277884,0.147477210081344,0.011856758719277884,0.0046101065456819225,0.0046101065456819225,0.0046101065456819225,0.011856758719277884,0.011856758719277884
61,0.0062058790829027715,0.025555023209449017,0.025555023209449017,0.025555023209449017,0.0062058790829027715,0.03497083155951869,0.04071105729162759,0.03497083155951869,0.0062058790829027715,0.0062058790829027715
62,0.010902642510703331,0.0076458355029913865,0.0076458355029913865,0.010902642510703331,0.010902642510703331,0.0076458355029913865,0.04515323167043686,0.11688325991375305,0.010902642510703331,0.010902642510703331
63,0.02710955302916203,0.01095134243085789,0.01095134243085789,0.18964305981676938,0.01095134243085789,0.011663720976605426,0.011663720976605426,0.01095134243085789,0.01095134243085789,0.01095134243085789
64,0.01718207319572076,0.04615920736620539,0.01718207319572076,0.005159334808653899,0.005159334808653899,0.005159334808653899,0.22734283263322264,0.04615920736620539,0.005159334808653899,0.005159334808653899
65,0.004520216622426979,0.01940024931402612,0.01940024931402612,0.06326297945920194,0.004520216622426979,0.0015533390165506373,0.06326297945920194,0.01940024931402612,0.004520216622426979,0.004520216622426979
66,0.040272725456393516,0.13606288526293894,0.040416287226363944,0.006682849468449828,0.006682849468449828,0.006682849468449828,0.006682849468449828,0.006682849468449828,0.006682849468449828,0.006682849468449828
67,0.00803149456400411,0.012927292717316465,0.012927292717316465,0.16653603775758338,0.012927292717316465,0.00803149456400411,0.00803149456400411,0.09196405517068312,0.012927292717316465,0.012927292717316465
68,0.03266492279093466,0.03138822887441401,0.06266965110002967,0.03138822887441401,-0.0026069135884267593,0.06266965110002967,-0.0026069135884267593,-0.0026069135884267593,-0.0026069135884267593,-0.0026069135884267593
69,0.062016296620159214,0.031005721755627318,0.031005721755627318,0.08344727847044651,0.014588533058750311,0.031005721755627318,0.014588533058750311,0.014588533058750311,0.014588533058750311,0.014588533058750311
70,0.00452729362625248,0.022607409213994796,0.022607409213994796,0.1338122598639547,0.00452729362625248,0.022607409213994796,0.00452729362625248,0.022607409213994796,0.00452729362625248,0.00452729362625248
71,0.041543384345678794,0.011220588502974213,0.011220588502974213,0.032341781936291815,0.011220588502974213,0.011220588502974213,0.032341781936291815,0.032341781936291815,0.011220588502974213,0.011220588502974213
72,0.006266023288668438,0.1819317971598537,0.006266023288668438,0.015572772551621226,0.015572772551621226,0.006266023288668438,0.015572772551621226,0.05922664290704349,0.015572772551621226,0.015572772551621226
73,0.041341669876529416,0.005240663213143758,0.005240663213143758,0.049855120904631754,0.005240663213143758,0.049855120904631754,0.005240663213143758,0.12992143572146508,0.005240663213143758,0.005240663213143758
74,0.02635608746088175,0.044979537144434346,0.04803888933158142,0.04803888933158142,0.010405121708741189,0.044979537144434346,0.010405121708741189,0.010405121708741189,0.010405121708741189,0.010405121708741189
75,0.0027844197183270565,0.0027844197183270565,0.03671540730377179,0.03671540730377179,0.0027844197183270565,0.002976279680083838,0.0027844197183270565,0.002976279680083838,0.0027844197183270565,0.0027844197183270565
76,0.014726856142574027,0.15486157621822172,0.00703402668201053,0.00703402668201053,0.00703402668201053,0.00703402668201053,0.09993151672613207,0.014726856142574027,0.00703402668201053,0.00703402668201053
77,0.012074155867749835,0.014289072736508748,0.014289072736508748,0.009999136796952067,0.014289072736508748,0.012074155867749835,0.009999136796952067,0.22887962789441219,0.014289072736508748,0.014289072736508748
78,0.03898093973868696,0.030711527113332304,0.030711527113332304,0.030083737136104426,0.023898133228988434,0.030711527113332304,0.030083737136104426,0.030083737136104426,0.023898133228988434,0.023898133228988434
79,0.0180129021153322,0.04593653255242773,0.0180129021153322,0.07950534425687504,0.014686749091212597,0.04593653255242773,0.014686749091212597,0.014686749091212597,0.014686749091212597,0.014686749091212597
80,0.009217392110225493,0.037135780391484914,0.009217392110225493,0.039656372250195415,0.005720173823372777,0.037135780391484914,0.009217392110225493,0.039656372250195415,0.005720173823372777,0.005720173823372777
81,0.002392532525593438,0.03628418093370836,0.03628418093370836,0.06113898866452057,0.002392532525593438,-0.03373278728315961,0.03628418093370836,0.06113898866452057,0.002392532525593438,0.002392532525593438
82,0.040360623597263556,0.007245376318115929,0.007245376318115929,0.045418982393863536,0.007245376318115929,0.007245376318115929,0.007245376318115929,0.045418982393863536,0.007245376318115929,0.007245376318115929
83,0.04063655380638727,0.05699490686684575,0.05699490686684575,0.010286938034570512,0.010286938034570512,0.022369195679997633,0.022369195679997633,0.010286938034570512,0.010286938034570512,0.010286938034570512
84,0.019797475965462198,0.016455467110978592,0.016455467110978592,0.23615791217952115,0.01175646031707416,0.019797475965462198,0.016455467110978592,0.016455467110978592,0.01175646031707416,0.01175646031707416
85,0.017385479182910907,0.017556364260174692,0.017556364260174692,0.04894938837001295,0.017556364260174692,0.017385479182910907,0.04894938837001295,0.0715042303678253,0.017556364260174692,0.017556364260174692
86,0.014413226788615396,0.20640784457185943,0.014413226788615396,0.009431841647966533,0.009431841647966533,0.021653919116011486,0.009431841647966533,0.021653919116011486,0.009431841647966533,0.009431841647966533
87,0.002566015019864923,0.019227046422851293,0.019227046422851293,0.05629021664617562,0.002566015019864923,0.02068617502180875,0.002566015019864923,0.05629021664617562,0.002566015019864923,0.002566015019864923
88,0.012428876802432594,0.013992138764843743,0.05873991016850469,0.013992138764843743,0.013992138764843743,0.012428876802432594,0.12555442917040813,0.05873991016850469,0.013992138764843743,0.013992138764843743
89,0.05845940097369278,0.026266609872763507,0.026266609872763507,0.027348725851274673,0.004157132134902449,0.026266609872763507,0.004157132134902449,0.027348725851274673,0.004157132134902449,0.004157132134902449
90,0.017266716377573287,0.017266716377573287,0.01168671619216103,0.03043297743920112,0.01168671619216103,0.03043297743920112,0.01168671619216103,0.03043297743920112,0.01168671619216103,0.01168671619216103
91,0.008407192753056281,0.008407192753056281,0.03133156842156707,0.03133156842156707,0.01625812601491517,0.03133156842156707,0.01625812601491517,0.008407192753056281,0.01625812601491517,0.01625812601491517
92,0.003861756171908755,0.1486365147562597,0.03563126797987766,0.03563126797987766,0.003861756171908755,0.003861756171908755,0.026040815771679174,0.03563126797987766,0.003861756171908755,0.003861756171908755
93,0.008733350035609239,0.044529026341913816,0.016833731757985148,0.016833731757985148,0.016833731757985148,0.008733350035609239,0.008733350035609239,0.044529026341913816,0.016833731757985148,0.016833731757985148
94,0.041828577500989346,0.006308636587945837,0.006308636587945837,0.04007745829711596,0.006308636587945837,0.006308636587945837,0.006308636587945837,0.04007745829711596,0.006308636587945837,0.006308636587945837
95,0.007263033348728326,0.14085914643714917,0.001733310386275002,0.17524942509745078,0.001733310386275002,0.007263033348728326,0.007263033348728326,0.001733310386275002,0.001733310386275002,0.001733310386275002
96,0.03169651522834517,0.06943825368909692,0.10057641428093488,0.010798033163427197,0.010798033163427197,0.010798033163427197,0.06943825368909692,0.010798033163427197,0.010798033163427197,0.010798033163427197
97,0.005448419199360906,0.02184345011880792,0.009410190790618791,0.0667277985231937,0.005448419199360906,0.0667277985231937,0.02184345011880792,0.02184345011880792,0.005448419199360906,0.005448419199360906
98,0.00587769731449451,0.01570199195015138,0.15076417847294765,0.00587769731449451,0.01570199195015138,0.00587769731449451,0.00587769731449451,0.15668690391987014,0.01570199195015138,0.01570199195015138
99,0.039814270420293195,0.15631658486437433,0.020735926256391052,0.016909959606832045,0.016909959606832045,0.016909959606832045,0.020735926256391052,0.016909959606832045,0.016909959606832045,0.016909959606832045
100,0.0463044256793744,0.022228634176999235,0.01798079107626815,0.02749186255969475,0.01798079107626815,0.022228634176999235,0.022228634176999235,0.02749186255969475,0.01798079107626815,0.01798079107626815
101,0.03668724668147961,0.014855279485984718,0.009761346837084177,0.009761346837084177,0.014855279485984718,0.014855279485984718,0.009761346837084177,0.167109500319531,0.014855279485984718,0.014855279485984718
102,0.03951348885196115,0.04669014979865642,0.1262620671422999,0.012875517802508278,0.012875517802508278,0.012875517802508278,0.04669014979865642,0.012875517802508278,0.012875517802508278,0.012875517802508278
103,0.03919608142680768,0.05203459048910381,0.004420761315893758,0.03600972646198473,0.004420761315893758,0.004420761315893758,0.05203459048910381,0.03600972646198473,0.004420761315893758,0.004420761315893758
104,0.005346057379259408,0.056170188680720996,0.0010626463382437173,0.046752070467905874,0.005346057379259408,0.0010626463382437173,0.056170188680720996,0.046752070467905874,0.005346057379259408,0.005346057379259408
105,0.04810261900651343,0.01564416247387937,0.12499333852776218,0.021124918826043525,0.01564416247387937,0.021124918826043525,0.01564416247387937,0.021124918826043525,0.01564416247387937,0.01564416247387937
106,0.015545075536447857,0.11639488786525824,0.02468796250090672,0.026089810681477987,0.026089810681477987,0.02468796250090672,0.015545075536447857,0.02468796250090672,0.026089810681477987,0.026089810681477987
107,0.04676598563377834,0.020072747741260714,0.03790198730169091,0.03790198730169091,0.028384164573308977,0.020072747741260714,0.020072747741260714,0.020072747741260714,0.028384164573308977,0.028384164573308977
108,0.052246701072062716,0.018837075138640438,-7.554745103483695e-05,-7.554745103483695e-05,0.018837075138640438,0.055336103284862354,-7.554745103483695e-05,0.055336103284862354,0.018837075138640438,0.018837075138640438
109,0.014825851572490946,0.13646510538998458,-0.01065211527496574,0.006445364948167978,0.006445364948167978,0.006445364948167978,0.014825851572490946,0.006445364948167978,0.006445364948167978,0.006445364948167978
110,0.015263287300236615,0.07275966916849604,0.014184858510198357,0.05253248141886048,0.014184858510198357,0.05253248141886048,0.07275966916849604,0.015263287300236615,0.014184858510198357,0.014184858510198357
111,0.0038380180198713553,0.026955731903116727,0.024538584019973036,0.13835993221507745,0.0038380180198713553,0.026955731903116727,0.026955731903116727,0.024538584019973036,0.0038380180198713553,0.0038380180198713553
112,0.009333987474710651,0.02073974217768742,0.025443254322529345,0.03251842035180122,0.02073974217768742,0.009333987474710651,0.03251842035180122,0.03251842035180122,0.02073974217768742,0.02073974217768742
113,0.04254208225317729,0.03146574225713797,0.0034390865859170584,0.03146574225713797,0.0034390865859170584,0.03146574225713797,0.04254208225317729,0.04254208225317729,0.0034390865859170584,0.0034390865859170584
114,0.03146146707567465,0.013110674619765773,0.03525216098569099,0.03146146707567465,0.013110674619765773,0.03146146707567465,0.03146146707567465,0.013110674619765773,0.013110674619765773,0.013110674619765773
115,0.006674835799252258,0.10054253538072119,0.04748908148904025,0.006674835799252258,0.006674835799252258,0.05011745580681509,0.006674835799252258,0.006674835799252258,0.006674835799252258,0.006674835799252258
116,0.05526705175893405,0.04001759684971022,0.010643999946768908,0.05526705175893405,0.02315116034437483,0.02315116034437483,0.010643999946768908,0.010643999946768908,0.02315116034437483,0.02315116034437483
117,0.02367659587781261,0.0582780534244404,0.08933014891729292,0.02367659587781261,0.005209584349945658,0.0582780534244404,0.005209584349945658,0.02367659587781261,0.005209584349945658,0.005209584349945658
118,0.013005387728360119,0.05357853916838418,0.003858181697887728,0.05357853916838418,0.013005387728360119,0.013005387728360119,0.003858181697887728,0.03367430701405321,0.013005387728360119,0.013005387728360119
119,0.05627240247677084,0.010601985421151077,0.07198097490633967,0.04172626669268297,0.010601985421151077,0.010601985421151077,0.010601985421151077,0.05627240247677084,0.010601985421151077,0.010601985421151077
120,0.033199003338881525,0.07738823129363362,0.0017945571735016156,0.033199003338881525,0.0017945571735016156,0.0017945571735016156,0.033199003338881525,0.0017945571735016156,0.0017945571735016156,0.0017945571735016156
121,0.008923383401449606,0.09956227034143443,-0.022187509077277467,0.008923383401449606,0.008923383401449606,0.04838341962962082,0.008923383401449606,0.008923383401449606,0.008923383401449606,0.008923383401449606
122,0.029442782481667717,0.009154043843836232,0.1064461355085276,0.029442782481667717,0.009154043843836232,0.029442782481667717,0.009154043843836232,0.009154043843836232,0.009154043843836232,0.009154043843836232
123,0.04647349472431226,0.1377211840250824,0.09268847459507971,0.003327076338052767,0.003327076338052767,0.04647349472431226,0.003327076338052767,0.003327076338052767,0.003327076338052767,0.003327076338052767
124,0.018220224766602146,0.011766914871581708,0.011766914871581708,0.018220224766602146,0.011766914871581708,0.10854242848733565,0.018220224766602146,0.018220224766602146,0.011766914871581708,0.011766914871581708
125,0.018044093812072698,0.018044093812072698,0.018044093812072698,0.01258825623577637,0.01258825623577637,0.018044093812072698,0.01258825623577637,0.01258825623577637,0.01258825623577637,0.01258825623577637
126,0.09854031438565722,0.014030547897487892,0.026336738886431257,0.09854031438565722,0.014030547897487892,0.016597511323527336,0.016597511323527336,0.026336738886431257,0.014030547897487892,0.014030547897487892
127,0.01965905712214688,0.04772810648087944,0.039941602436337556,0.01965905712214688,0.01965905712214688,0.040351759325426166,0.04772810648087944,0.01965905712214688,0.01965905712214688,0.01965905712214688
128,0.06842407472032247,0.018399516701858906,0.012468070932739144,0.06842407472032247,0.012468070932739144,0.018399516701858906,0.018399516701858906,0.018399516701858906,0.012468070932739144,0.012468070932739144
129,0.03919761064138087,0.10764732354852859,0.0035446958785340624,0.03919761064138087,0.0035446958785340624,0.0035446958785340624,0.0035446958785340624,-0.015874729452511217,0.0035446958785340624,0.0035446958785340624
130,0.01580295777623849,0.01197836951104723,0.03614143921608086,0.01197836951104723,0.01197836951104723,0.03614143921608086,0.01580295777623849,0.01580295777623849,0.01197836951104723,0.01197836951104723
131,0.03765671376726075,0.03765671376726075,0.020209504708216638,0.020209504708216638,0.01658164352379876,0.05225488082969439,0.03765671376726075,0.01658164352379876,0.01658164352379876,0.01658164352379876
132,0.028829389090928522,0.025864548684651618,0.003604225858648031,0.028829389090928522,0.003604225858648031,0.025864548684651618,0.025864548684651618,0.028829389090928522,0.003604225858648031,0.003604225858648031
133,0.04681531033500863,0.005482562090799972,0.01316274962603882,0.04681531033500863,0.005482562090799972,0.01316274962603882,0.005482562090799972,0.005482562090799972,0.005482562090799972,0.005482562090799972
134,0.013609655494388166,0.12954808636426432,0.12415034248261428,0.013609655494388166,0.013609655494388166,0.01577179252572651,0.013609655494388166,0.01577179252572651,0.013609655494388166,0.013609655494388166
135,0.015658177804189096,0.04294003359803175,0.015658177804189096,0.015658177804189096,0.006814733606082386,0.015658177804189096,0.04294003359803175,0.015658177804189096,0.006814733606082386,0.006814733606082386
136,0.00786256104175,0.052140285607045075,0.053012067825241135,0.00786256104175,0.00786256104175,0.00786256104175,0.052140285607045075,0.053012067825241135,0.00786256104175,0.00786256104175
137,0.019599397846661436,0.021140773266107554,0.03453086014652723,0.019599397846661436,0.021140773266107554,0.019599397846661436,0.021140773266107554,0.03453086014652723,0.021140773266107554,0.021140773266107554
138,0.021438811530641075,0.05345147148441523,0.004894129816288354,0.021438811530641075,0.004894129816288354,0.05345147148441523,0.004894129816288354,0.021438811530641075,0.004894129816288354,0.004894129816288354
139,0.03884708305592641,0.01832435821680523,0.029167216591312946,0.03884708305592641,0.01832435821680523,0.037335243643816254,0.03884708305592641,0.029167216591312946,0.01832435821680523,0.01832435821680523
140,0.008854811055939705,0.18534311663081537,0.12316129787275912,0.008854811055939705,0.005614816367419539,0.005614816367419539,0.008854811055939705,0.008854811055939705,0.005614816367419539,0.005614816367419539
141,0.02976270576590591,0.028012905990611785,0.03412900907543007,0.028012905990611785,0.02976270576590591,0.04568861084307855,0.028012905990611785,0.03412900907543007,0.02976270576590591,0.02976270576590591
142,0.008775377298207127,0.0335327340647897,0.013441540738162679,0.008775377298207127,0.008775377298207127,0.0335327340647897,0.0335327340647897,0.008775377298207127,0.008775377298207127,0.008775377298207127
143,0.03602903525373605,0.009751116134394718,0.017828185262116655,0.03602903525373605,0.009751116134394718,0.009751116134394718,0.009751116134394718,0.009751116134394718,0.009751116134394718,0.009751116134394718
144,0.05285155200015813,0.09119789610252399,-0.0008481247672601326,0.05285155200015813,-0.0008481247672601326,0.008561448077933466,0.008561448077933466,0.008561448077933466,-0.0008481247672601326,-0.0008481247672601326
145,0.01362833550877215,0.06463947130978141,0.009098174946418609,0.01362833550877215,0.01362833550877215,0.06463947130978141,0.009098174946418609,0.009098174946418609,0.01362833550877215,0.01362833550877215
