Rank,Agent,Family,Param (c),Total Matches,Win Rate (%),Total Top 30% (%),Norm Mu (0-100),Norm Sigma,Score (Conservative 0-100),Top 30% (N=8),Top 30% (N=10),Top 30% (N=12),Top 30% (N=16),Top 30% (N=20),Top 30% (N=24),Top 30% (N=28),Top 30% (N=32)
20,SW_AS_UCB_w50_p7_s10.0_c0.01,SW_AS_UCB,0.01,104,3.8461538461538463,41.34615384615385,75.96310883981972,1.7760362322322678,70.63500014312292,42.857142857142854,75.0,14.285714285714285,30.0,28.57142857142857,33.33333333333333,47.368421052631575,48.0
21,AS_UCB_p7_s20.0_c0.05,AS_UCB,0.05,93,6.451612903225806,31.182795698924732,73.74688880791794,1.7926885209373946,68.36882324510576,40.0,75.0,0.0,61.53846153846154,30.0,35.294117647058826,15.789473684210526,5.263157894736842
22,SW_UCB_w50_c0.05,SW_UCB,0.05,106,3.7735849056603774,25.471698113207548,72.12543953157171,1.764067581453171,66.8332367872122,60.0,28.57142857142857,55.55555555555556,40.0,20.0,23.076923076923077,16.666666666666664,13.043478260869565
23,AS_UCB_p7_s10.0_c0.05,AS_UCB,0.05,113,9.734513274336283,30.08849557522124,71.65945480932353,1.7603563982472825,66.37838561458169,37.5,80.0,40.0,35.714285714285715,60.0,17.647058823529413,12.5,15.0
24,AS_UCB_p7_s5.0_c0.05,AS_UCB,0.05,101,3.9603960396039604,22.772277227722775,70.765993693785,1.7729804961389908,65.44705220536802,0.0,66.66666666666666,20.0,35.714285714285715,30.0,37.5,9.523809523809524,12.5
25,AS_UCB_p7_s20.0_c0.1,AS_UCB,0.1,99,0.0,10.1010101010101,66.37862525487289,1.7672887673438906,61.07675895284122,20.0,33.33333333333333,11.11111111111111,10.0,0.0,5.263157894736842,11.76470588235294,9.523809523809524
26,SW_UCB_w100_c0.05,SW_UCB,0.05,114,5.263157894736842,18.421052631578945,66.04339770699089,1.7522734278552763,60.78657742342507,50.0,25.0,33.33333333333333,60.0,50.0,0.0,4.166666666666666,0.0
27,SW_AS_UCB_w100_p7_s5.0_c0.05,SW_AS_UCB,0.05,101,4.9504950495049505,25.742574257425744,64.95089776965986,1.7796133036750317,59.612057858634785,0.0,50.0,50.0,38.46153846153847,20.0,15.384615384615385,26.31578947368421,9.090909090909092
28,SW_UCB_w200_c0.05,SW_UCB,0.05,119,3.361344537815126,15.126050420168067,64.08396018106119,1.7437222692019094,58.85279337345547,85.71428571428571,16.666666666666664,33.33333333333333,27.27272727272727,12.5,4.761904761904762,0.0,0.0
29,SW_UCB_w50_c0.1,SW_UCB,0.1,91,1.098901098901099,5.4945054945054945,63.39506075434601,1.7787154962790166,58.05891426550895,33.33333333333333,100.0,0.0,0.0,0.0,10.0,6.25,4.166666666666666
30,AS_UCB_p7_s5.0_c0.1,AS_UCB,0.1,101,0.0,6.9306930693069315,62.291301482042584,1.769091388739373,56.98402731582446,0.0,0.0,0.0,0.0,28.57142857142857,7.6923076923076925,4.761904761904762,11.11111111111111
31,UCB_c0.05,UCB,0.05,100,1.0,8.0,61.982030999730284,1.7707497962592345,56.66978161095258,0.0,0.0,33.33333333333333,30.0,0.0,13.333333333333334,0.0,0.0
32,SW_AS_UCB_w50_p7_s5.0_c0.05,SW_AS_UCB,0.05,93,3.225806451612903,16.129032258064516,61.30858644506502,1.7901319302453669,55.93819065432892,66.66666666666666,100.0,20.0,23.076923076923077,0.0,14.285714285714285,18.75,3.8461538461538463
33,AS_UCB_p7_s10.0_c0.1,AS_UCB,0.1,114,0.0,6.140350877192982,60.38024904771836,1.76733181458071,55.078253603976236,0.0,0.0,12.5,0.0,0.0,15.384615384615385,3.8461538461538463,10.526315789473683
34,SW_AS_UCB_w50_p7_s10.0_c0.05,SW_AS_UCB,0.05,115,0.0,15.65217391304348,60.00936337054959,1.757558025309728,54.73668929462041,50.0,28.57142857142857,58.333333333333336,20.0,18.181818181818183,10.0,4.0,0.0
35,Periodic_UCB_p7_c0.1,Periodic_UCB,0.1,101,0.0,6.9306930693069315,59.02665455247181,1.769579784671846,53.71791519845628,0.0,0.0,11.11111111111111,7.142857142857142,14.285714285714285,12.5,4.3478260869565215,4.166666666666666
36,Periodic_UCB_p7_c0.01,Periodic_UCB,0.01,110,0.9090909090909091,7.2727272727272725,58.88795826082615,1.7679617775064316,53.58407292830687,37.5,0.0,0.0,8.333333333333332,0.0,6.666666666666667,8.695652173913043,3.8461538461538463
37,Periodic_UCB_p7_c0.05,Periodic_UCB,0.05,89,0.0,2.247191011235955,58.90483760243901,1.7937014058987708,53.5237333847427,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555
38,SW_AS_UCB_w100_p7_s10.0_c0.05,SW_AS_UCB,0.05,101,0.0,16.831683168316832,58.7762567324764,1.7791170034264714,53.438905722196985,50.0,60.0,57.14285714285714,15.384615384615385,0.0,10.0,13.043478260869565,9.090909090909092
39,TS,TS,,105,0.0,0.9523809523809524,55.8831301214607,1.7746923523364877,50.55905306445124,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
40,SW_UCB_w200_c0.1,SW_UCB,0.1,104,0.9615384615384616,1.9230769230769231,54.9933184412981,1.7735734001368,49.67259824088771,0.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0
41,SW_AS_UCB_w100_p7_s5.0_c0.1,SW_AS_UCB,0.1,123,0.0,4.0650406504065035,54.58362764110335,1.7600720782368278,49.30341140639287,0.0,0.0,0.0,7.142857142857142,7.142857142857142,4.3478260869565215,0.0,8.0
42,SW_AS_UCB_w100_p7_s10.0_c0.1,SW_AS_UCB,0.1,107,0.0,6.5420560747663545,54.28405975962628,1.7819172398565928,48.9383080400565,33.33333333333333,0.0,0.0,0.0,11.11111111111111,17.647058823529413,0.0,4.545454545454546
43,SW_UCB_w100_c0.1,SW_UCB,0.1,111,0.0,2.7027027027027026,54.106116842504505,1.7686853848743644,48.80006068788142,0.0,14.285714285714285,9.090909090909092,0.0,0.0,0.0,0.0,4.545454545454546
44,TS_Weekly,TS_Weekly,,108,0.0,0.0,53.71540328258034,1.7798075797015478,48.375980543475706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Softmax_t0.05,Softmax,,105,0.0,0.9523809523809524,52.82202132531481,1.7849800140626246,47.46708128312693,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0
46,SW_AS_UCB_w50_p7_s10.0_c0.1,SW_AS_UCB,0.1,96,0.0,6.25,52.8492931823519,1.8022756133914801,47.44246634217746,25.0,0.0,0.0,11.11111111111111,7.142857142857142,5.555555555555555,10.526315789473683,0.0
47,UCB_c0.1,UCB,0.1,95,0.0,3.1578947368421053,52.55173880922006,1.7929246351201336,47.17296490385966,33.33333333333333,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0
48,Softmax_t0.1,Softmax,,104,0.0,2.8846153846153846,52.129925277423474,1.7850500248554564,46.7747752028571,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,8.333333333333332
49,SW_AS_UCB_w50_p7_s5.0_c0.1,SW_AS_UCB,0.1,104,0.9615384615384616,2.8846153846153846,50.99815027377693,1.7982851541056037,45.603294811460124,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,WSLS,WSLS,,92,0.0,0.0,50.52347617296018,1.8102310716774674,45.092782957927774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Softmax_t0.2,Softmax,,87,0.0,0.0,48.99136689359222,1.8549765553728674,43.42643722747362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,FFT_UCB_w50_s0.5_c0.05,FFT_UCB,0.05,92,0.0,0.0,28.79805066289513,2.006373565772242,22.778929965578403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,FFT_UCB_w50_s1.0_c0.05,FFT_UCB,0.05,97,0.0,0.0,23.515472483658723,2.0777977390060585,17.282079266640547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,FFT_UCB_w50_s2.0_c0.05,FFT_UCB,0.05,97,0.0,0.0,19.323881070132657,2.1438140356349895,12.892438963227686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,FFT_UCB_w100_s2.0_c0.05,FFT_UCB,0.05,103,0.0,0.0,9.600912254287115,2.1829153092505464,3.052166326535476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,FFT_UCB_w100_s1.0_c0.05,FFT_UCB,0.05,90,0.0,0.0,9.623617579428648,2.2439917488649366,2.891642332833838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,FFT_UCB_w100_s0.5_c0.05,FFT_UCB,0.05,96,0.0,0.0,6.992852581843888,2.3309508606146294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
