Step,AI_Eps_0.05_e0.05,AI_Eps_0.1_e0.1,AI_Eps_0.2_e0.2,AI_UCB_0.1_c0.1,AI_UCB_0.15_c0.15,AI_Softmax_0.05_t0.05,AI_Softmax_0.1_t0.1,WSLS_I0.12_LR0.05,WSLS_I0.15_LR0.1
36,0.057684201427842814,0.2975412406621959,0.19855982311634043,0.057684201427842814,0.06478894895704788,0.06478894895704788,0.12482440879247422,0.1091339531370539,0.16548608639946283
37,0.15031773305628007,0.0698586803152884,0.17480570129988596,0.11976886917913367,0.0698586803152884,0.12732998813743115,0.06380077011737806,0.14715614328536356,0.06380077011737806
38,0.05824553763874724,0.0858144434317454,0.05824553763874724,0.1427410561705833,0.20062177107402762,0.029011499049945474,0.029011499049945474,0.029011499049945474,0.022702855268275746
39,0.05310605072415815,0.06061162829582369,0.11873306131881989,0.055382540505923186,0.06058329052386955,0.12026641205449205,0.055382540505923186,0.06058329052386955,0.05310605072415815
40,0.16890740369481066,0.013247776039372824,0.20593003447375938,0.01864064328048205,0.21833822754833318,0.013247776039372824,0.013247776039372824,0.01864064328048205,0.013247776039372824
41,0.04824906716027421,0.08121079890910018,0.2282893708182728,0.2026968351673052,0.15322424132338586,0.03589180264373087,0.04824906716027421,0.03589180264373087,0.10061898491061222
42,0.16473674247895587,0.20261914332439385,0.056487374449681035,0.11955836002158422,0.051992700076020734,0.1267482735597156,0.051992700076020734,0.056487374449681035,0.1622261326369197
43,0.038274702413914126,0.09300612563452654,0.21817478249824546,0.16181115472686414,0.031867895862156506,0.09300612563452654,0.19995676448350105,0.038274702413914126,0.031867895862156506
44,0.046105800258585135,0.052631044312027156,0.16381518579131737,0.131400776913865,0.046105800258585135,0.1112811139889566,0.12435933512726702,0.2418108840318507,0.052631044312027156
45,0.047554875303775786,0.1526319389759785,0.25508631808695953,0.04910420691307394,0.09058507184102585,0.04910420691307394,0.06674035629514352,0.06674035629514352,0.047554875303775786
46,0.1216664953876243,0.014191065792065602,0.14318246205858942,0.0338324720627915,0.0338324720627915,0.014191065792065602,0.0338324720627915,0.014191065792065602,0.13901620897569325
47,0.13491168058747718,0.07746902304729975,0.05890961518981343,0.011375482849513835,0.05890961518981343,0.16307271868810808,0.011375482849513835,0.1638384113494074,0.011375482849513835
48,0.13922083150360026,0.01766449000269388,0.07469559927307359,0.02203997888506893,0.02203997888506893,0.01766449000269388,0.02203997888506893,0.02203997888506893,0.01766449000269388
49,0.24197295952819184,0.02910821146000292,0.02958253592348321,0.02910821146000292,0.02910821146000292,0.13822827532141138,0.02910821146000292,0.11607396837274751,0.1436340768890961
50,0.04163131963385482,0.2577039326040826,0.03744808890486495,0.03744808890486495,0.13376162278985734,0.03744808890486495,0.04163131963385482,0.13079220924081011,0.12233515304383094
51,0.04777440553018396,0.18974668560505342,0.2769327301273347,0.03601466582951888,0.03639314255189747,0.03639314255189747,0.04777440553018396,0.03601466582951888,0.25538104343959145
52,0.07581465793731938,0.04779424818089125,0.1733672634915591,0.04405184072994125,0.07581465793731938,0.04405184072994125,0.12346029979995088,0.04779424818089125,0.04405184072994125
53,0.1863271357059076,0.04606874048310089,0.1967751156985261,0.01646512990248742,-0.007944934630475598,0.04606874048310089,0.01646512990248742,0.01646512990248742,0.01646512990248742
54,0.01874076185719602,0.13828871221530614,0.17157090713960543,0.01874076185719602,0.05460300558147512,0.01874076185719602,0.05460300558147512,0.04744386236495317,0.01874076185719602
55,0.02465882534597334,0.1899806249946529,0.02465882534597334,0.030991402114565827,0.030991402114565827,0.1413031330024291,0.02465882534597334,0.02465882534597334,0.030991402114565827
56,0.04136446944924226,0.06217736544672212,0.15196811457158912,0.13978273041568465,0.2058156345405943,0.06217736544672212,0.04136446944924226,0.17909688662281098,0.13183779660083428
57,0.06578608546524926,0.17326121208697895,0.06578608546524926,0.11365462260049153,0.1008889977803324,0.1008889977803324,0.06546432597910279,0.11321837127743259,0.06546432597910279
58,0.044699323088983375,0.07183660032361451,0.06492509602679818,0.12386249959626522,0.12496990588808622,0.07183660032361451,0.044699323088983375,0.044699323088983375,0.06492509602679818
59,0.02933083662616062,0.04530556915310275,0.1703565388697935,0.05270916113866296,0.23860185439177453,0.097031115344154,0.05270916113866296,0.04530556915310275,0.02933083662616062
60,0.01880060814748931,0.01880060814748931,0.012005832435201232,0.01880060814748931,0.012005832435201232,0.12904785511226305,0.012005832435201232,0.01880060814748931,0.1111813430060533
61,0.05260038759229045,0.027075091559898585,0.03793099465403836,0.11452992319293934,0.03793099465403836,0.03793099465403836,0.05260038759229045,0.027075091559898585,0.027075091559898585
62,0.06056727583303815,0.1731845367451943,0.050041428018452884,0.033170159672370664,0.033170159672370664,0.07321576515480253,0.050041428018452884,0.06056727583303815,0.07321576515480253
63,0.17474371394222413,0.19649336595070754,0.12523986265109524,0.06986037685578166,0.04423593116498603,0.13423336899735966,0.04423593116498603,0.15571486438265625,0.06986037685578166
64,0.14942350374949448,0.188937720192662,0.04121331920576845,0.04121331920576845,0.13821074634433936,0.017961937443229783,0.017961937443229783,0.017961937443229783,0.017961937443229783
65,0.052274004062628984,0.14893645948641787,0.03588966823061225,0.1988261555435498,0.12452823658321052,0.03588966823061225,0.052274004062628984,0.07863473327785482,0.1830813087722198
66,0.07179574737507248,0.050042588978145085,0.20478323561592426,0.10195706809292626,0.1398116727839225,0.07179574737507248,0.050042588978145085,0.09268809974485379,0.16090431940915967
67,0.12465548745184997,0.17029832485605237,0.12862574380087932,0.05210307402785873,0.11350858922641863,0.05210307402785873,0.008756931536854022,0.008756931536854022,0.18210830968725564
68,0.05713205992098972,0.038070388002290456,0.06289270917333191,0.038070388002290456,0.18131846244530958,0.034668843623985736,0.05713205992098972,0.034668843623985736,0.06289270917333191
69,0.062045593361098106,0.19012879962704848,0.04185717080590885,0.03255843028409628,0.04185717080590885,0.04968002319341572,0.03255843028409628,0.062045593361098106,0.04968002319341572
70,0.09764634341154568,0.05754363113527903,0.043041169767135935,0.200475940413536,0.05754363113527903,0.13417445552902024,0.2665061081425606,0.043041169767135935,0.043041169767135935
71,0.020878934511190293,0.1857100796202276,0.1566400219984315,0.2518323135319177,0.020878934511190293,0.020878934511190293,0.13548652334207664,0.1259858325672122,0.020878934511190293
72,0.16383184525019565,0.05663841788971252,0.0657711788470961,0.2107781361552993,0.04957372629686879,0.1787999828637966,0.05663841788971252,0.04957372629686879,0.0657711788470961
73,0.0464325238593018,0.11335617013844704,0.031993922616994803,0.18685543023116713,0.1679981577987679,0.031993922616994803,0.031993922616994803,0.09958072777557149,0.0464325238593018
74,0.14085914643714917,0.03508181417874085,0.13728392947505105,0.028222710324840347,0.25243735646638843,0.03508181417874085,0.028222710324840347,0.15811923962736577,0.1041532048660452
75,0.12986657643735233,0.11947105254835749,0.16329429261956807,0.07687194839459467,0.04806154612380867,0.04806154612380867,0.07687194839459467,0.07609553370936101,0.08737491477364721
76,0.04718013605556413,0.1488454173274007,0.21157842130879223,0.20836322034701052,0.18068785350761782,0.0752383088537815,0.04718013605556413,0.11611757056874245,0.07899805067509633
77,0.12509183304273286,0.23393137054412128,0.21951132080658395,0.1491674019652661,0.10129640282554027,0.013344934334873132,0.013344934334873132,0.14283785014615866,0.013344934334873132
78,0.13097317593049462,0.0832773907468484,0.06886684906205258,0.129361493249022,0.15996912769989255,0.14121190329354738,0.06886684906205258,0.10888396533514516,0.0832773907468484
79,0.10821118908846596,0.06646594706046215,0.07148224479003128,0.06646594706046215,0.23455472772984742,0.019170654155446828,0.019170654155446828,0.019170654155446828,0.11708852944838671
80,0.20485176439133782,0.03306082204658288,0.16282898705721616,0.050587315056310436,0.0521544670966305,0.050587315056310436,0.0521544670966305,0.03306082204658288,0.03306082204658288
81,0.04956472889594588,0.17132298355077694,0.12239485109507314,0.14511417461904602,0.09200373370600712,0.02149117555113174,0.12639717378195228,0.04956472889594588,0.09200373370600712
82,0.047624285328035296,0.1609923545455171,0.13807757066176848,0.04221849716793495,0.04221849716793495,0.04171492710461872,0.047624285328035296,0.04171492710461872,0.21129966767017377
83,0.17740890767653542,0.03354635306028962,0.03354635306028962,0.16324293701683942,0.0474489577063282,0.0474489577063282,0.1977664256434425,0.10753921715512095,0.0474489577063282
84,0.0685835587751595,0.20812419537159524,0.05624778810965176,0.1641075728128213,0.05624778810965176,0.049326778127598746,0.0685835587751595,0.049326778127598746,0.05624778810965176
85,0.15928944661390812,0.1341817599403559,0.03585769008543013,0.13236354870460013,0.04999042633027788,0.0499365929481049,0.0499365929481049,0.03585769008543013,0.04999042633027788
86,0.0672770471995026,0.12685064308360616,0.1010312627167522,0.20561829932370085,0.05467481067659985,0.09058920836794407,0.1010312627167522,0.05467481067659985,0.0672770471995026
87,0.054352449188328544,0.0509044934704736,0.20943826711236452,0.18125326833839167,0.20783959370498226,0.03823877166838687,0.0509044934704736,0.054352449188328544,0.03823877166838687
88,0.15019625780509013,0.1524110808561387,0.07069743462189491,0.16538620202440463,0.07946517060855536,0.07069743462189491,0.035515815420542565,0.07946517060855536,0.035515815420542565
89,0.027033955682883692,0.1287767823647222,0.038137026067960496,0.1347694335041534,0.07694666513380641,0.027033955682883692,0.038137026067960496,0.07694666513380641,0.027033955682883692
90,0.08523097671182486,0.030116801041211647,0.17519820799319183,0.046870338965783,0.030116801041211647,0.030116801041211647,0.046870338965783,0.1785314986441156,0.12926436864428026
91,0.15011447686861595,0.1686334206910274,0.025370112373660887,0.025370112373660887,0.07665018334943646,0.07665018334943646,0.025370112373660887,0.196460245674682,0.10172818131854895
92,0.0582780534244404,0.18476075482746926,0.16711967247810822,0.13797322407612425,0.05254854874017284,0.05472489643714421,0.0582780534244404,0.05254854874017284,0.05472489643714421
93,0.10872210411612587,0.17320960868469035,0.20165790983859905,0.017769523176814045,0.017769523176814045,0.19787632980913228,0.017769523176814045,0.09909636487368255,0.017769523176814045
94,0.046855144758061205,0.14496000175342616,0.0775403245018492,0.07245908283320672,0.046855144758061205,0.07245908283320672,0.0775403245018492,0.1169131119767437,0.13355759262268863
95,0.12977934604405603,0.048782936648854386,0.2156249165658127,0.02891371798874061,0.02891371798874061,0.048782936648854386,0.15081523795905377,0.1450493612299086,0.02891371798874061
96,0.04297382407864297,0.1431513224390704,0.05055117083002888,0.17831382780427515,0.07489009553416154,0.09107805326898602,0.04297382407864297,0.08750767909487625,0.05055117083002888
97,0.06222690700235372,0.16298544032887255,0.10001628357168049,0.1786222695022685,0.14247173356165707,0.22578493834320834,0.06222690700235372,0.023934246320999768,0.023934246320999768
98,0.16658802875041626,0.1586420249560462,0.0224741497941265,0.175301273473162,0.0224741497941265,0.0224741497941265,-0.03345373083771807,0.0224741497941265,0.10921936475954036
99,0.12585461453658947,0.07952287348722371,0.1486435009742374,0.1376012429801011,0.04839916037346075,0.04127936773062284,0.07952287348722371,0.04127936773062284,0.04839916037346075
100,0.03888531883812506,0.042086240581308054,0.03888531883812506,0.18610307720570604,0.04257811626875473,0.042086240581308054,0.11168757876601076,0.04257811626875473,0.03888531883812506
101,0.027822734148493646,0.17012428709093483,0.027822734148493646,0.05022958136786403,0.06922792244717277,0.06922792244717277,0.03149046322653908,0.05022958136786403,0.03149046322653908
102,0.05059615181511608,0.16389478780752514,0.28232857009394724,0.04370812991304572,0.02729355667762935,0.04370812991304572,0.05059615181511608,0.14582416499110012,0.04370812991304572
103,0.07064657641597384,0.056991497726399325,0.052855038658193854,0.1369505704946485,0.032748888741783944,0.052855038658193854,0.07064657641597384,0.032748888741783944,0.2486496324913671
104,0.16384736624203097,0.04309403675852245,0.06109884864247916,0.12226943173125561,0.07141662544072999,0.15896984846199444,0.06109884864247916,0.04309403675852245,0.07141662544072999
105,0.05561525667940061,0.05212641682636794,0.06560742516972588,0.07144151493544995,0.05561525667940061,0.07144151493544995,0.1457166963585759,0.06560742516972588,0.05212641682636794
106,0.13457302134274268,0.03325677986120323,0.009985625998152631,0.1228604741525612,0.009985625998152631,0.009985625998152631,0.009985625998152631,0.03325677986120323,0.13427451741867555
107,0.044357171826361494,0.059010301836750496,0.051653166666257896,0.044357171826361494,0.059010301836750496,0.051653166666257896,0.06512391570850114,0.13971275255805848,0.1036634224948484
108,0.105549535171092,0.1113596758225732,0.0713705983213625,0.07988477038848697,0.2390823155346861,0.07988477038848697,0.09127171423679888,0.14681310967794609,0.12761150911631594
109,0.0582903702965155,0.049252455935703335,0.20243172292078715,0.16714192376492754,0.18256842469992984,0.0582903702965155,0.049252455935703335,0.1886650299219495,0.10814719264005537
110,0.11987236812249015,0.09635095489407178,0.17821824463731092,0.11734058835170545,0.1757865074726452,0.022333272860577905,0.022333272860577905,0.07818539881769071,0.10802076612052446
111,0.06876186049913409,0.1878224356659204,0.06446295587161047,0.12365845242308819,0.186139359670403,0.06446295587161047,0.06876186049913409,0.039919440379224604,0.039919440379224604
112,0.12382887556914161,0.20057267040891374,0.02660147987390123,0.04260615425998944,0.06185894128203677,0.04260615425998944,0.02660147987390123,0.02660147987390123,0.06185894128203677
113,0.045174540551553385,0.2837560159045797,0.23327265991370438,0.013821575253828551,0.013821575253828551,0.10106009201044265,0.013821575253828551,0.013821575253828551,0.045174540551553385
114,0.13282903527816858,0.19894571745817421,0.07062426796433871,0.14544980482461012,0.059711506138153736,0.034136277238357465,0.034136277238357465,0.07062426796433871,0.059711506138153736
115,0.16470218573596163,0.02627419159456385,0.15745669672610632,0.03283978282557952,0.03283978282557952,0.02627419159456385,0.03283978282557952,0.02627419159456385,0.0625165139692907
116,0.05641278520482944,0.12891454454956847,0.1174006951077005,0.042188548161260844,0.042188548161260844,0.07980720218073865,0.07425584420713412,0.05641278520482944,0.07980720218073865
117,0.16993061867107942,0.041134609429416616,-0.003993861924211614,0.14142160306643364,0.05376300581949171,-0.003993861924211614,-0.003993861924211614,0.041134609429416616,0.05376300581949171
118,0.037071943960708,0.20319731531799376,0.037071943960708,0.1534821953316893,0.01882180452899927,0.01882180452899927,0.037071943960708,0.11947549560530461,0.01882180452899927
119,0.02517100707222248,0.07134936824503488,0.20004556970607545,0.1558990246159225,0.02517100707222248,0.07134936824503488,0.02517100707222248,0.13217736355019796,0.16383304782330135
120,0.1255385644538578,0.3133776278795799,0.15247506823355247,0.12277523224758947,0.07204159694201434,0.02881807320574496,0.17497435789680407,0.02881807320574496,0.07204159694201434
121,0.13853995608741518,0.041148611395276216,0.22426085997021142,0.02467571033067229,0.041148611395276216,0.02467571033067229,0.02467571033067229,0.08032141079314901,0.02467571033067229
122,0.16240691077562502,0.13125826484751382,0.0695533342528506,0.047283629799115844,0.0695533342528506,0.09084202672114047,0.047283629799115844,0.09534719313210142,-0.02872861737450237
123,0.02688194250969783,0.12443107946440231,0.23646547160887954,0.032700495394559846,0.04854896644708988,0.032700495394559846,0.04854896644708988,0.038568922778623324,0.02688194250969783
124,0.046828309995039265,0.018482743685301974,0.21626889419384906,0.051722641067226946,0.051722641067226946,0.018482743685301974,0.018482743685301974,0.046828309995039265,0.09271629813944834
125,0.1156452368702786,0.13020477510167164,0.24447768981421375,0.10543353619981816,0.03786635743385246,0.04894142892961561,0.04894142892961561,0.16621894264934742,0.03786635743385246
126,0.16736375229282485,0.11963817391312857,0.06414772282144397,0.06414772282144397,0.05675964238169137,0.05675964238169137,0.08011723643397482,0.11936878063446339,0.1152287166961404
127,0.18323807253767158,0.1259645126781919,0.07646642679512938,0.020059426308792278,0.07646642679512938,0.020059426308792278,0.18393913686072125,0.2098747370665226,0.020059426308792278
128,0.04403532332962804,0.048969321352985276,0.21226332858549524,0.04403532332962804,0.048969321352985276,0.14953453006455586,0.09323097836960585,0.2425508323518225,0.16207409027780395
129,0.14619968971981234,0.0238922497667532,0.22431338668433756,0.05445101586660261,0.15774901313976647,0.056624711835320043,0.0238922497667532,0.056624711835320043,0.05445101586660261
130,0.05848027500882533,0.211001783971156,0.20825130161665953,0.0659288158264193,0.09892091927155815,0.04727611698023435,0.0659288158264193,0.05848027500882533,0.04727611698023435
131,0.15583657524454547,0.02691292904939674,0.08579380633868086,0.02691292904939674,0.13147026026131342,0.10095660363298972,0.02691292904939674,0.08579380633868086,0.20945115762140723
132,0.0650080187784705,0.028883411442630957,0.05606743920639965,0.05606743920639965,0.043088428223587626,0.0650080187784705,0.043088428223587626,0.028883411442630957,0.1377532352602483
133,0.03741899065386959,0.23886004722280896,0.1946642496338928,0.09755087288313324,0.03741899065386959,0.1789770110179668,0.031496313117033006,0.031496313117033006,0.22854621410772358
134,0.03003690257570717,0.18104839914447576,0.020950350619020962,0.14422986943645733,0.020950350619020962,0.11017691848009634,0.03003690257570717,0.03003690257570717,0.020950350619020962
135,0.06067683953418834,0.015031251843533726,0.050603354269011865,0.05216811087429144,0.050603354269011865,0.06067683953418834,0.015031251843533726,0.1951794616839309,0.015031251843533726
136,0.030304275077374154,0.03689209578795742,0.14973985380340277,0.11974150367948914,0.030304275077374154,0.03689209578795742,0.1215298601762539,0.03689209578795742,0.030304275077374154
137,0.1952573850533318,0.12436726719524974,0.09833807119171468,0.021709421174251894,0.003961406368588092,0.003961406368588092,0.003961406368588092,0.021709421174251894,0.021709421174251894
138,0.1198628591220619,0.051666305533554446,0.11072734273369761,0.18395808604817526,0.032229865022561005,0.051666305533554446,0.05604399412956561,0.05604399412956561,0.032229865022561005
139,0.13381232069910914,0.05104568847219632,0.030211533091724446,0.16050616359416434,0.05104568847219632,0.1377499783928332,0.06528621140237371,0.030211533091724446,0.030211533091724446
140,0.12553795981356172,0.15997271044944172,0.057637341937646754,0.19147318068789307,0.14193563036940376,0.057637341937646754,0.045494431653225684,0.045494431653225684,0.09071912822998773
141,0.06186234187923238,0.2456516655838006,0.19209253984147326,0.21086034769413356,0.21377735288190197,0.1351319032644502,0.06186234187923238,0.09744121832287286,0.12012783168266408
142,0.15892585186208513,0.15609137659414576,0.1644397977023184,0.03849867359442048,0.16854390158469595,0.04278610858757374,0.03849867359442048,0.052458040546027214,0.04278610858757374
143,0.04554717424398059,0.10416670845887893,0.03903454887033077,0.15333699186622782,0.057487429751114615,0.09152776371321283,0.057487429751114615,0.04554717424398059,0.009794035806945964
144,0.1541911341807074,0.055018320274680885,0.2204678015267672,0.07837298822538542,0.22063176410725607,0.07837298822538542,0.10668939696155408,0.055018320274680885,0.11651438730088626
145,0.14054083049090368,0.11311889268225951,0.15914240039083888,0.15464166030744364,0.06720195621621125,0.06720195621621125,0.014252156322919008,0.13391898167279154,0.08926571113528686
146,0.04075403659524726,0.058317880810605995,0.06957478134341805,0.04075403659524726,0.21719304921738342,0.058317880810605995,0.0033033357720840288,0.11571545327637264,0.12107009222651101
147,0.04651886239830892,0.2233111119487042,0.07419205343432363,0.16381733291689302,0.18045973867078532,0.04651886239830892,0.02968547135153149,0.02968547135153149,0.14100376404219683
148,0.201319439986285,0.029576199363754708,0.029576199363754708,0.21310372437056732,0.029576199363754708,0.12243795362711926,0.029576199363754708,0.061378083602592656,0.10587211577642862
149,0.12298813500769569,0.18772542975816472,0.047913385658076804,0.157709792222378,0.16352652631721556,0.01370904280404758,0.03302086199065147,0.12353064156248691,0.03302086199065147
150,0.0491802604973659,0.14377944523357733,0.2320423640058466,0.11303248613127857,0.12931780196615247,0.0491802604973659,0.017245159897457996,0.07101629523123337,0.017245159897457996
151,0.06821790780411374,0.18208800588004334,0.19863959700719297,0.15311895769834138,0.2171455047249588,0.08682298758444314,0.06821790780411374,0.10782675310874931,0.15409243780587864
152,0.06901836077450198,0.15147948704230038,0.16565448780032793,0.054260751650977074,0.07626535583248777,0.054260751650977074,0.07626535583248777,0.06461468496561244,0.1156334959101406
153,0.14823700825467354,0.13581648353502007,0.0715942669062415,0.19512764178572514,0.166755050381228,0.11870649061883767,0.046082730864706184,0.0715942669062415,0.046082730864706184
154,0.1818193305302497,0.3414826534781868,0.20735271722936297,0.21463765241012545,0.06871920912162087,0.11510081572011298,0.11424975106483853,0.06871920912162087,0.12482867135814754
155,0.16375452209380123,0.21489742881936488,0.17592858622234225,0.0643704869034718,0.18013428954595453,0.031263155007532066,0.0643704869034718,0.031263155007532066,0.031263155007532066
156,0.03641535465981958,0.03641535465981958,0.018623799193125498,0.13811241133304505,0.0700281672355745,0.018623799193125498,0.0700281672355745,0.06580452358299488,0.018623799193125498
157,0.10662756002445825,0.11862852543967424,0.29192200132821994,0.05158286195963501,0.20043526124473937,0.01906612100297418,0.01906612100297418,0.1624822428597119,0.05158286195963501
158,0.06284764071182937,0.08380036233939042,0.06671085020235203,0.05499522417005409,0.21664822155063426,0.05499522417005409,0.08380036233939042,0.11581014765473231,0.06284764071182937
159,0.04224716193081598,0.13614948908945382,0.22998495242065325,0.06301602621744641,0.06013538656621958,0.06301602621744641,0.04224716193081598,0.09309791227005176,0.06013538656621958
160,0.1392504765951456,0.19091056288920558,0.17226725602511506,0.061101356448571,0.12873079198562543,0.046863436882854034,0.061101356448571,0.046863436882854034,0.11354227874203318
161,0.1456472841898496,0.07974998419177205,0.019640893409743426,0.019640893409743426,0.1924706990886018,0.07974998419177205,0.019640893409743426,0.2043375254638254,0.019640893409743426
162,0.17618237905218348,0.08357302252727404,0.06428420181643041,0.07111885460380936,0.035472242969624444,0.035472242969624444,0.035472242969624444,0.06428420181643041,0.08357302252727404
163,0.10566008968597826,0.05210665516210925,0.031704669035959136,0.031704669035959136,0.2290695447532945,0.11712148535479237,0.031704669035959136,0.14243623797578234,0.05210665516210925
164,0.18629243373326676,0.03462062271141393,0.02724344943803257,0.19677080100062577,0.19473684642985375,0.03462062271141393,0.03462062271141393,-0.01193010559081356,0.02724344943803257
