Step,AI_Eps_0.05_e0.05,AI_Eps_0.1_e0.1,AI_Eps_0.2_e0.2,AI_Eps_0.3_e0.3,AI_Eps_0.5_e0.5
39,0.41888160350431763,0.3461841634737687,0.43278227181304085,0.31199376824001135,0.31065850047674615
40,0.41975079471067606,0.3488036532025654,0.4427934034400901,0.625549280471484,0.2796721675547247
41,0.2418570458694483,0.3530475049059329,0.7190500669270415,0.24313802412503446,0.47718084784759607
42,0.5760512362777828,0.3499445497954476,0.5857920822092578,0.8734674389133777,0.2806435892348536
43,0.2741633961797585,0.27032961780786613,0.6211650060893735,0.4506572403831422,0.44996646409663527
44,0.43578114053800177,0.34970167365985244,0.24437582887992687,0.7000704593828633,0.2464616663392556
45,0.4262162926788767,0.3512681304681233,0.4353247266951122,0.31710088936002384,0.31567370551830315
46,0.4169718257648918,0.3491622128059028,0.4314898709728684,0.6204164326670384,0.27794483808954396
47,0.4224845547636316,0.3510710936461582,0.43756469103769535,0.6288464599555983,0.27863120654368284
48,0.48406719618145216,0.3526867613374332,0.23951929711187,0.7190733905192515,0.23817927016476692
49,0.291201537210986,0.34729779559774293,0.2908023050779617,0.2793350300601135,0.8662790054049126
50,0.5446028284719148,0.3503763792700307,0.620181522426613,0.27692505030532255,0.8996708892898065
51,0.1438579046752295,0.14756642963743097,0.7019241260598,0.28282193921301113,0.14448114250286279
52,0.4223593079950107,0.21275015319241677,0.21273413247913067,0.43532419416781243,0.21213764826773474
53,0.20795111382481518,0.20794027213889388,0.20893042008759932,0.20751286624390997,0.21115657120626624
54,0.42144415542536073,0.3504314813470124,0.43632727878503497,0.31215827719520034,0.3143032312355578
55,0.48614274019992426,0.34943204775126446,0.23742932171250747,0.24009323491363163,0.7064948630917556
56,0.2918528657069723,0.2937336023490595,0.2944732794067347,0.8702295200117593,0.28999314237280005
57,0.27339095715573347,0.34737728668558815,0.6206793285602222,0.898459340189499,0.27460314266445374
58,0.2771088621031878,0.3459630933538205,0.49160976875009704,0.3518135816222475,0.35445857508575485
59,0.20915891774832207,0.21100378131491562,0.43999879409616105,0.31738506387208487,0.3215773669398428
60,0.4203945797931443,0.353612285615534,0.21632038765670863,0.6194296499652233,0.21736190361041582
61,0.42428700590578095,0.3489735184750531,0.43927786827636556,0.31609204824411485,0.3162519017847842
62,0.4851302671087191,0.34776979743230574,0.47932861385651104,0.3579638988432904,0.35753912631428975
63,0.5818057781980153,0.351802927572851,0.28096737922960985,0.4369023113614849,0.4331971590892041
64,0.27260086215315354,0.1746444601873294,0.17447554542054167,0.27397118982961455,0.8957358402030472
65,0.44262858642563135,0.3473627844481964,0.48826189136160986,0.7017349687316992,0.28132101316032715
66,0.20868584042884727,0.20993382479660475,0.44215413443564505,0.31843452092031105,0.32069279798936684
67,0.20887537742446993,0.349883942090315,0.4310634311618421,0.20649152803743717,0.2071149174202751
68,0.425033569249815,0.35001501470241203,0.43620077716547495,0.31442503257465937,0.3150796376695497
69,0.4834040875821277,0.17697331608958294,0.28073079728885986,0.7170641937522012,0.1765206486625941
70,0.5881120195262122,0.34850099507115384,0.4390369032109248,0.579690340221484,0.43574144109697777
71,0.3099720759832974,0.35368979692979374,0.3115216011186767,0.5515669229392183,0.9080830499938913
72,0.487390466288588,0.17456825008542431,0.34884788354133583,0.35111540069293706,0.17603061028136985
73,0.21952293097523554,0.35071248302924357,0.21733340974182316,0.31929709570017145,0.31956009262198903
74,0.42243629025586615,0.17686950314815933,0.4312323174013621,0.62015258018252,0.17629014697855286
75,0.4222500009456316,0.3529313605742677,0.43504582167835015,0.30975318297679655,0.3148037542415835
76,0.24138604076637513,0.2420542089589286,0.4780763586389859,0.3499444062609432,0.7187874102991728
77,0.29404944957921575,0.3484648554907119,0.29161428926759986,0.5807398931079067,0.8733093987519776
78,0.11805479846811939,0.11605777117159512,0.6144254762609938,0.9102955757630223,0.11586290240743675
79,0.4328119081218717,0.3495403143053896,0.4890291377023654,0.27946708518903063,0.7080932370599056
80,0.21053124987846636,0.35015627144023165,0.4348179441471366,0.6341410150821346,0.2101201301426946
81,0.4169086456688539,0.3478895490626802,0.21632892844406237,0.6297776039079511,0.21570671508282155
82,0.4208726705798904,0.34556723691426655,0.4366427127506845,0.31550983596958804,0.3136959422875067
83,0.16073042722944214,0.3491860809567836,0.16015746223064944,0.7172043640207925,0.1607429689834368
84,0.5783176343477734,0.3508536915012312,0.5824389818930855,0.437092392625312,0.43273725926225665
85,0.27063359555334,0.3463395063316058,0.6180755036209685,0.9031060696311257,0.27234472074528293
86,0.2764916993124605,0.3509937021348467,0.24419691483559325,0.7059639688545013,0.24533476321344824
87,0.42074571243320324,0.11626426399007823,0.43650602645054415,0.11478849889324223,0.11483550497247941
88,0.42376663065744724,0.34736740596031584,0.43482235150422577,0.310771767138361,0.3120139009169195
89,0.42514753581236375,0.3519646641139731,0.21958687881206743,0.21913518247524977,0.6305488471696172
90,0.24100098200161124,0.1751632253185591,0.17536501638286459,0.2397841834527283,0.7121982744790301
91,0.28779517865186516,0.34872576518336684,0.5856480027915719,0.871851543501278,0.29087965264910876
92,0.5465364033358471,0.34690204288140836,0.31077901226993615,0.30596975488478007,0.9006717688356191
93,0.14785096363422492,0.3481990441715045,0.14544231329709853,0.14442607463034632,0.7086589500002138
94,0.2091979280467691,0.3522310766925475,0.32016704599418555,0.20960431520288908,0.3197643421239949
95,0.4169634381855208,0.3524779945470179,0.2166257420294157,0.2788852274139016,0.21467672471894544
96,0.4259421779132356,0.3466616795523021,0.438955509292984,0.6244260807409825,0.27831540146908185
97,0.4859596166455729,0.35131623854694133,0.48201422834904245,0.35943403777903055,0.35887507404268304
98,0.3445817750397768,0.27656513499503343,0.5838825992798387,0.4360663656430812,0.43538557064152805
99,0.5451463646868336,0.17493770888004148,0.6207336974840723,0.9064168842632977,0.1737801835931329
100,0.43729246757972845,0.34963553429224176,0.4885610086497239,0.2758387028911015,0.2751437699730349
101,0.2114657157056492,0.35322681291322267,0.442161626367159,0.20959378072999413,0.6399341623828355
102,0.13957876912077907,0.3501775435501238,0.4328547729657,0.13941266909739566,0.14027211104853596
103,0.4171388644607831,0.34984892177240223,0.2184947512943829,0.6230277848059885,0.21799428297132956
104,0.4856740421516159,0.17634035731768946,0.2390060340358587,0.17439919674524954,0.23927071697308475
105,0.5837290382508745,0.352108777550909,0.2926343527907973,0.8827788465411417,0.29426264211630343
106,0.2694434144043442,0.3500048515696726,0.2740572679272032,0.4486249602464661,0.45364895112696196
107,0.4358149968034823,0.3519050236160296,0.24399839116453223,0.7107776282058176,0.24501572078108136
108,0.419417525174767,0.34942043527183086,0.43977410840874004,0.31581662562909046,0.3203884397834405
109,0.28139118633103877,0.20754651168098406,0.43838733977527194,0.20595908007578578,0.20804613817522635
110,0.42226576423978596,0.3511145830747998,0.43592309114854044,0.31589347588036515,0.3168843865782191
111,0.48258343658871766,0.17466905617046324,0.48327251541666977,0.7195998079389029,0.17537473083525773
112,0.8715456648048898,0.17598091985369496,0.29210760598280844,0.17452916226157567,0.2941577990537553
113,0.45170389863086,0.3507209947352745,0.6136527607270744,0.45255428854656904,0.550560376796063
114,0.2374643174543768,0.3457186642222333,0.4320456971179605,0.2374011007476037,0.2351265531428883
115,0.21347282893293165,0.3514306484285038,0.4383006377061388,0.21396331079820138,0.21433298644025597
116,0.31285878871428546,0.17313277439835842,0.1755470813636116,0.43320541659565837,0.3137167532853878
117,0.4231993826244485,0.3435022822526726,0.21700481570374683,0.6247773108912698,0.21805590670964695
118,0.4838366945489856,0.3519800192223999,0.48274212259124616,0.3597825081425595,0.3570373057696397
119,0.5761560524896623,0.3515817397249857,0.5930565158172705,0.8743442106308267,0.28398285536741086
120,0.549196780193272,0.2841351177254708,0.6227443295748183,0.3564893651591441,0.35783308693694293
121,0.4345805578502875,0.34742874173960714,0.487335976808507,0.5821432979143528,0.28123467086678716
122,0.1406362651837442,0.34373068650309,0.14098175464366816,0.28161239692104667,0.13914721159448892
123,0.4201009923775089,0.31311457894321615,0.27890134008494505,0.31066775652654766,0.34942657768507546
124,0.21159122799285948,0.34936916627833736,0.43695624936678473,0.2112427476286198,0.6266551700779123
125,0.4866712936767232,0.3448858477728617,0.23859197378259933,0.23645592320215175,0.2793025221044304
126,0.2890960772682967,0.29043417003175526,0.5826743836935953,0.4356921583739416,0.43320227822281127
127,0.5448166354289115,0.3484128751195373,0.6177977501998431,0.4520055595464598,0.4435782604084063
128,0.438048225070519,0.3482259127920672,0.49078555378069555,0.35018672213002755,0.3534419355515937
129,0.41748793596309397,0.3475758663173451,0.4347266058536785,0.6337100653126226,0.2812875015687411
130,0.41764436133083993,0.3502819133590086,0.4325741624920273,0.313674260285896,0.31097328404323504
131,0.42192690636181146,0.3471589255055735,0.27822218281079375,0.2171875564991794,0.22025167920128874
132,0.48614842505211037,0.34542284663705175,0.4750954908170598,0.35697086867476857,0.35527108876046987
133,0.5834966372883532,0.17695980386120888,0.5863910017207835,0.17536743216278494,0.8700225239109032
134,0.2718323818064255,0.353719542215513,0.27386290337114416,0.3566452884185094,0.3518917079388311
135,0.14635297427420904,0.27969963117861985,0.4856296704908335,0.14548743748152163,0.1447542074690705
136,0.41940327124995314,0.34776926488003823,0.43057150418709245,0.31882745511561256,0.3204660998170501
137,0.20882112499289088,0.3465684681193569,0.4282132586671809,0.21068781225328753,0.6214491331981368
138,0.4182524400659636,0.17380445445137374,0.43861827749115456,0.17589263317324452,0.6266001879864442
139,0.4845928675481152,0.3512397942833581,0.48249281383014014,0.3562067471619999,0.3585523924613759
140,0.2889466613179866,0.3510584097762319,0.5878990699732989,0.8804331656438488,0.29072105046412194
141,0.54319054259494,0.34940391126038356,0.6243785803430464,0.2805545423209009,0.9010319284703828
142,0.43661994381215335,0.3486142244011189,0.4863234592102011,0.28584120501697796,0.2843144654616328
143,0.41798591696757487,0.3473411894733673,0.4371472582924904,0.31652362639718246,0.3210758961961706
144,0.42242689694488345,0.351534298102801,0.1445437841989973,0.14398002560021642,0.14475677033205703
145,0.4223983997932969,0.3520435516890582,0.14653399274910958,0.1457580249286243,0.14755240916953907
146,0.4857425910052066,0.351358045866028,0.4772057376368831,0.35676378742699527,0.358670703967629
147,0.2888253206423788,0.2788348883619221,0.5832005168585038,0.28853475290175357,0.8629219901475408
148,0.5405096416998252,0.34910079901673075,0.6144382519381638,0.44982121609156134,0.4556744838228163
149,0.4427027845897559,0.3526016594912084,0.4883503768320551,0.3523647906650364,0.35550997910565585
150,0.4216889582149913,0.1755134121994172,0.4324967776798909,0.6367612880648327,0.1733806838491201
151,0.41863822453223076,0.34782891244740644,0.4305645193543331,0.6196092804296784,0.2784075363956704
152,0.14091040594965312,0.35365836530464556,0.14012237504003466,0.4384270774678418,0.14214005744183664
153,0.23977775848475913,0.35468792257864423,0.4762788328270085,0.7119709563331311,0.2419894036049032
154,0.5837292347030111,0.35045366386521926,0.27914430607568624,0.5823636928630331,1.0757877889610326
155,0.5474289215123433,0.3492891385867565,0.4524798091362477,0.4494841976434219,0.6154062229027232
156,0.4356041954240218,0.34949792035369687,0.4901273610131285,0.35278356376821596,0.3545975112703826
157,0.4191784368343366,0.3475331009296571,0.4406569682619333,0.3202408913693443,0.32118144192781
158,0.4192442795957372,0.17408497376525534,0.2155088909983199,0.21552751011194046,0.17497747515533887
159,0.4229329793642096,0.347485690027013,0.436061883242468,0.2792698422167925,0.6252623658448156
160,0.48558724323024627,0.35005291367164837,0.4808990403102141,0.7171736368275865,0.2795922641050673
161,0.5793050687482932,0.34916739690672527,0.5889512236655604,0.43790264960099007,0.4364998443382454
162,0.27192593457761444,0.3527058064299896,0.2714622435101128,0.8956211973139498,0.6148053862768027
163,0.43282680289297243,0.35235295286656687,0.4829353842369412,0.3551930254508407,0.35581037367929913
164,0.4183446362907026,0.34637689051205545,0.44102373203331874,0.31970454868137105,0.322440742073031
165,0.4180556683687585,0.3518617016022212,0.4335879265131069,0.3124460618152027,0.3123563285700671
166,0.422362980585222,0.3512916687415837,0.4399460685160595,0.3131988798094769,0.31102929080759056
167,0.24252458263871565,0.35326747880548104,0.480792725408112,0.24311649925074316,0.7174963595581526
168,0.1956253532145832,0.34835017035738725,0.1931327916856387,0.8743272284459681,0.19347272764967383
169,0.5451266625888916,0.17500359060897,0.2778436878853338,0.9058900648776668,0.17448029641987015
170,0.43787892805588474,0.3541699281295834,0.24367840033909613,0.24224541837326657,0.7069334312522362
171,0.2100672057331092,0.35050948147835465,0.4439106590386013,0.636943444829174,0.21071110170645968
172,0.20792445762497738,0.3474977293210202,0.43610250257928285,0.6217516089490283,0.2095912925840557
173,0.422720567525311,0.34932165215948374,0.4423585115044034,0.312641997601445,0.31457024160017377
174,0.24270443772876338,0.34852280898695875,0.47829815865366565,0.7192064511624853,0.2404244962242446
175,0.5842085660520902,0.3501212574223181,0.5858303315982446,0.44051717431769877,0.43453802072487546
176,0.5454576664842609,0.17291798803774203,0.6209836013001879,0.8991668608071222,0.1740921912406065
177,0.4335320843669323,0.35105387570968466,0.24499175925750374,0.7044136223977056,0.24361927916986947
178,0.4194981240889528,0.21923099655742037,0.21937914749922088,0.32130673605480414,0.3168971626140711
179,0.21011244762317366,0.3503702963568889,0.4365383199290088,0.6236976138609326,0.20953779710297865
180,0.21252784781213546,0.3456887221553096,0.4375500837652434,0.21109945260427077,0.27877949730758705
181,0.4813829577615978,0.35672138934718345,0.4805833524648645,0.356119413819355,0.35649634025600024
182,0.5815510948792388,0.34798799829451865,0.583006897008903,0.43782000239780466,0.43614809270773314
183,0.2749340883621831,0.351979576934243,0.6208552890131047,0.7359891601373026,0.27415864665262496
184,0.43745285473280177,0.3533935848712861,0.487736868280584,0.3531618715478487,0.34930026257515784
185,0.20913482012040263,0.1745760668640576,0.6382617067696108,0.17431324077483984,0.20993732976579454
186,0.4169578930939104,0.17429556413840935,0.4316069357050347,0.6233023460367132,0.1757912406395997
187,0.20970473172792506,0.2099768840687561,0.35053927390195744,0.31212010355225533,0.31427737007685763
188,0.4846445774675989,0.3532697271887951,0.47607882411301355,0.7154565809583392,0.2805307563963186
189,0.5791500441305618,0.35238986634398817,0.29434966857673084,0.8708213256787094,0.29363170959711365
190,0.2701896046205992,0.34801649334985085,0.6216481962933291,0.2740981340112773,0.2785883896985988
191,0.4351425495194252,0.3497131916231042,0.47990220897836383,0.27987252162058474,0.7064898719452899
192,0.21124825991367016,0.17443641125957138,0.21151398119331408,0.28021367858408536,0.17540933054367108
193,0.41591137619999746,0.35105391395582436,0.42974801739705776,0.31170205078767693,0.30972063513063713
194,0.42796881927108865,0.20887298477347963,0.44268434105296495,0.20794203331563157,0.20978471054027026
195,0.4834374975172995,0.3503054260891764,0.4786268512188244,0.2811698349427619,0.7163733614250544
196,0.5805169043536651,0.17529369915917373,0.5875803656343295,0.8684053494433728,0.17551576694712284
197,0.5440487389812352,0.34851205046516,0.31240916935908847,0.30817984192889925,0.8986541735062978
198,0.22116876915027575,0.3506898006730162,0.4905641957003148,0.21792843982823826,0.7071016647795044
199,0.13991765421913502,0.3531960067493024,0.44205017140438563,0.13933082177784864,0.1390584986188257
200,0.4195102439131778,0.3533428198923508,0.43029029757448733,0.2786734631212667,0.6275112197280117
201,0.42240698985286745,0.1768940006124868,0.2181250033446143,0.17347882614136825,0.22037012890323296
202,0.48439526724112725,0.3479014901709424,0.4787075125611668,0.3588815330180529,0.3578718184756615
203,0.578339050756273,0.34914319578858477,0.29448324935603354,0.8727649811096124,0.2958316286245506
204,0.27254442977024856,0.28345591197003084,0.34900467315640815,0.8969089285577589,0.2731708137464973
205,0.2164367924725682,0.3526653743224064,0.21842391356997812,0.35329207240079646,0.35241343922474405
206,0.41736388983884826,0.3513816689804156,0.4386152988997532,0.3221854022734869,0.32165738000985883
207,0.41615411905514416,0.3477267042127922,0.21572150169719645,0.6158380231861648,0.2165789261478005
208,0.4212669174094008,0.35396099649772034,0.44000769823279046,0.6278359515323072,0.2791716463024406
209,0.240788112156793,0.34894700713683224,0.3576814137621837,0.24187415836356704,0.35648538881807507
210,0.5792040364731554,0.34732597856264985,0.5849091031112751,0.27890889164780586,0.8811546995122294
211,0.5442837198523292,0.3552960915383173,0.6152187362136614,0.28505605698135605,0.8944738422448296
212,0.43397414387334404,0.3476972828124367,0.49191291459123887,0.35382346624114586,0.35421584968087233
213,0.41664091912261375,0.34786012967125224,0.43985392344404456,0.3202838920962645,0.3174280566570032
214,0.208488921819991,0.3508413438033467,0.429508551003332,0.20811899124433758,0.6234552745305986
215,0.4236434810583622,0.17398189705449418,0.43906760336506434,0.6255815937792548,0.17448535282603356
216,0.4879920398733207,0.11760686927647847,0.11732018646041398,0.7095030170352226,0.11599658857290364
217,0.5790053924144671,0.35096992055811577,0.5873955954444956,0.4371547450331842,0.43624600487139725
218,0.5505564930583814,0.3532291562168258,0.6200273863757515,0.4534419331401806,0.4504840624847543
219,0.4357916280461925,0.27800783196186085,0.35289619325839966,0.294073441436275,0.2940736102332006
220,0.42069237038098045,0.35277034013686437,0.44075498241866584,0.320235731086905,0.32137224356568866
221,0.20922696891764608,0.17465024734690113,0.20755993044602553,0.6249174588066498,0.17339096499991904
222,0.21343747159391252,0.3511234667866813,0.44056983338069905,0.6325199751938213,0.21319367548004736
223,0.48241376294376864,0.3499567123334197,0.48168015911796846,0.2797474731391217,0.7144034318565813
224,0.5765465187511973,0.35154099128408917,0.5851018345590503,0.4333259017532376,0.44038104160011865
225,0.544890502659324,0.3519495951106382,0.625418406042208,0.4503670472560654,0.4485217492426102
226,0.21937871957195998,0.2790017171211277,0.4881078779027363,0.7069647928165056,0.21739376919626263
227,0.4237511321184631,0.34697960807298495,0.43499860783089656,0.3197862017006585,0.3202442410149064
228,0.41953246343416023,0.34913367612285856,0.21739090041833278,0.6197036010440198,0.21455424277787138
229,0.4243202020273992,0.3492541962099087,0.4389497265460767,0.31457589697716143,0.3133123689381619
230,0.4822430249469459,0.34815869034321195,0.2390512003914446,0.7177489095476577,0.2407816762224126
231,0.5804332393554927,0.34942634112838555,0.5879401510990323,0.43655563177185924,0.4334184540891841
232,0.5439086957190938,0.3478657849023664,0.6206793210358338,0.4523061984964172,0.45379599789468095
233,0.4366363844574238,0.3480471900606353,0.2778816630026389,0.3534808291796996,0.3534232321225467
234,0.4188411716134155,0.35044571250430323,0.4364013911164294,0.3207407744292098,0.3192494933036613
235,0.4134298444881117,0.35141850922149886,0.4345713902918021,0.31081124503141866,0.31021575450354916
236,0.42214310476500144,0.3519948829602668,0.21999258843798972,0.6255197704945906,0.22070821244134886
237,0.48727026768025,0.3531827740706696,0.48148309392875055,0.3573950779550463,0.35477640279546885
238,0.17721609180103556,0.17584202201401627,0.59028083513204,0.43963036963601154,0.4368370653713385
239,0.545917326111268,0.35204592112382227,0.6223921831368938,0.4520104400368606,0.450321319420266
240,0.43581525942474275,0.3500280019507077,0.49155207947151125,0.7059026285595915,0.2812310335763544
241,0.21300722783008666,0.34799036058028243,0.43763165773401447,0.27785719914703105,0.20528276899273362
242,0.2102968145234422,0.3528523704188134,0.43106852047118505,0.6203193817939225,0.2090235966597854
243,0.17498644178593092,0.17317589118909005,0.4367943047037866,0.31436814004364017,0.31322684882742535
244,0.48105581740443615,0.17447306609803293,0.27795249220735646,0.17499573417749406,0.7139599209217831
245,0.5800768351581903,0.34738299354908453,0.5827152257644643,0.4338575337186868,0.4396351650188811
246,0.5512574207801025,0.17349378445260324,0.7220959132465192,0.9030900876689877,0.17487682176676847
247,0.4382815480862033,0.35005280164210634,0.48978651137975504,0.3517388868894219,0.351489042368005
248,0.418896729437624,0.3543040752680625,0.4385542401690099,0.64024495795559,0.2802099499668249
249,0.4187830089563264,0.3470015051011361,0.43638002908140017,0.31038763302839123,0.3114368785090557
250,0.4210740122552686,0.3512708893814976,0.4386178793747767,0.3136455767929798,0.3132480316914003
251,0.24189716655257626,0.3511658148068672,0.48303478542702216,0.2404275981051004,0.7229738180918495
252,0.2902956379019257,0.3544217115262316,0.4344466919781351,0.4373123596190494,0.2908153284365113
253,0.27062565897206,0.3512233334703691,0.272620929983381,0.44879792883205155,0.4512371424581769
254,0.4375375468843905,0.3498134228682821,0.4883577856532209,0.35133144984492565,0.35103947046097295
255,0.21090012230170646,0.34640301777872534,0.4373983844211447,0.638197878144892,0.2077080579804939
256,0.13988990655768213,0.34955356508053625,0.1396010588668005,0.6247001991074723,0.13907158154218402
257,0.4196373044485644,0.3489886360373175,0.4356355534403445,0.3142265342313896,0.31389466636861074
258,0.48086403627921365,0.3489268489044558,0.48437490202346756,0.35808715531428675,0.35882953130124373
259,0.2906870745258667,0.3505374863618845,0.29229763956775673,0.8791077132613432,0.587662282226129
260,0.2679493622717413,0.35293965635182273,0.617652273926752,0.9060554209057793,0.27000287493133424
261,0.43715005023038866,0.17702070007174392,0.48760586811882495,0.7101799713520771,0.1729955815305739
262,0.20984566368784519,0.34718824551077104,0.4378612743857612,0.6422976201884334,0.20921709097932803
263,0.41899193548159086,0.3509543774887416,0.43533329139387944,0.3118748128038133,0.3113417451032498
264,0.2118703251956348,0.34931293736272845,0.21113193520511855,0.6231537330001934,0.4413649162844121
265,0.24030969901989058,0.3524337749580918,0.4789209734349548,0.7117084565353977,0.24386871396746299
266,0.5839115893829144,0.35187111342864136,0.5840645400326767,0.8761667514446134,0.278856462256479
267,0.549093290644835,0.3545602468650695,0.6221458775884215,0.4505896949915994,0.45057236918410526
268,0.2188069228787092,0.3531283674795111,0.4897401422606644,0.2820237154951233,0.21766508569753007
269,0.42169222540540324,0.34711231419651484,0.44076064471659476,0.2799119898039099,0.6359921526422584
270,0.41673478193028024,0.3510037637981767,0.21625591296094254,0.21365531295736337,0.6243329186425061
271,0.1416121681828488,0.1422148735311102,0.14263113648923245,0.31271394601167957,0.3141654903798069
272,0.4846685025362458,0.3454096678765223,0.48010396470422834,0.3604587118183915,0.35486823714524607
273,0.5709974879186093,0.3508026563978766,0.2797408458765331,0.4340579848758488,0.4360112998113915
274,0.27095244318031386,0.3446195554877697,0.6193384758828941,0.2725562151646682,0.908664856564316
275,0.21454122842113793,0.34866747291604727,0.2171375722957793,0.7055425525674989,0.48735466648002534
276,0.41831566446082147,0.3447806485794794,0.4383730145893596,0.24619899836757073,0.24544721312354492
277,0.2079098827077799,0.34563709433985224,0.43429295046025473,0.6270513741247117,0.2099607324874925
278,0.4251822695020682,0.17522496922186143,0.44184926405956076,0.17380618888428673,0.624694312296994
279,0.4796950277171249,0.17331371990962113,0.47935221358428537,0.7222838348607072,0.1741464506004381
280,0.5818810213602342,0.3514439133748764,0.5893188015597938,0.862876573953532,0.2743805546847735
281,0.5444356708428644,0.11711062318923282,0.8944384528205322,0.11746629209010379,0.1167437534342949
282,0.4376566921528598,0.17415933503961956,0.3502507942952602,0.3511660500859538,0.1762279844924107
283,0.41621207707786545,0.17606247695443508,0.4380922036644613,0.6441769609303729,0.1775032407598503
284,0.31435838066878063,0.34508983486590156,0.4329993575103477,0.31103061521105707,0.2800672867120157
285,0.4217369213492649,0.35382762220277136,0.4400601048886285,0.3152499498032898,0.3134611087044574
286,0.4799645454057083,0.34992075288786023,0.4790723868613708,0.35527450466936084,0.35905667536239294
287,0.576951561723567,0.3496723830142506,0.5859413918495582,0.43717722075559934,0.4357569400228072
288,0.11685147291556226,0.1157996251798241,0.11563547727855163,0.9036856584020531,0.6114089181156681
289,0.4371389566714481,0.35237285352570963,0.24373013069408495,0.708290096386709,0.24351628586654925
290,0.2111248934338434,0.3526735980742924,0.44214838797092365,0.28268998015654234,0.21025506573387806
291,0.20924715042983832,0.17494470143516128,0.6276402590861815,0.17567327980835412,0.20976783278533853
292,0.42634935946144215,0.3495670676489525,0.4434183515033522,0.3140351960856723,0.31262475356359254
293,0.4785794205015399,0.34290071173921677,0.2852346691765191,0.7165000145447026,0.4776721662013918
294,0.5833433118581347,0.17539673519239668,0.43748477073128716,0.43972411222660723,0.1755538709136768
295,0.5421643033388474,0.3507715927799826,0.44576670203165314,0.4525729075615741,0.2772584791766979
