Step,AI_Eps_0.1_e0.1
0,0.0334543900287107
1,0.06084271245272891
2,0.029973126324458935
3,0.0809757631070257
4,0.026975051155211482
5,0.0
6,0.00410848274909105
7,0.10845335688961535
8,0.12935726533486996
9,0.01912817137809575
10,0.10678642825598139
11,0.23674103458334395
12,0.223299223998318
13,0.021307706197305598
14,0.09089409901003631
15,0.12857875536806682
16,0.08562201474047745
17,0.14278779139503409
18,0.1000291435674767
19,0.10553512205773004
20,0.09783734773120306
21,0.09799127675677657
22,0.17202300029314554
23,0.13326601987670203
24,0.08941295981982292
25,0.05345590340644993
26,0.0
27,0.08394922430793322
28,0.20765543832107405
29,0.08588461239968317
30,0.13815616959577268
31,0.12307514688366397
32,0.09460389783719353
33,0.0
34,0.05644466609917234
35,0.1523981841900459
36,0.06529495908431308
37,0.10124968642010522
38,0.10733755035085986
39,0.05758039163462866
40,0.0
41,0.07990911203391354
42,0.1040347393268265
43,0.16682889398226475
44,0.04210007408883336
45,0.061473678632810974
46,0.06090498857337499
47,0.06246266127631024
48,0.11909083133119167
49,0.12362792338187867
50,0.0
51,0.1403464859355196
52,0.10086473942636308
53,0.170709705533372
54,0.05797486745442593
55,0.15651085014162724
56,0.03407056218393954
57,0.13263143449814338
58,0.1620376286234141
59,0.20172554906344645
60,0.11415872387487541
61,0.03639517629636223
62,0.014510756578126713
63,0.0
64,0.09353666895051878
65,0.0
66,0.028505390782513032
67,0.034013597755076674
68,0.0482528584019658
69,0.06271772652155903
70,0.06564107222122406
71,0.10931847672418746
72,0.12801314215294743
73,0.028679461751755106
74,0.1874189281575807
75,0.2089438601983804
76,0.048900131606425645
77,0.08389124928926532
78,0.08983104274337686
79,0.08369992740911338
80,0.1227173147108141
81,0.07869986920272681
82,0.07661737155372438
83,0.051002017622452905
84,0.11498431554652681
85,0.08228239205584592
86,0.033674959964670986
87,0.16753078491976026
88,0.11519934850528331
89,0.04760179451187866
90,0.1362869208571739
91,0.08281262975347303
92,0.1368732752979439
93,0.07568276461576375
94,0.08984909895081278
95,0.01676643647739688
96,0.09032266156406629
97,0.17236783935479397
98,0.03556867840218665
99,0.1327877942782951
100,0.128330249484849
101,0.09362771594169571
102,0.1976549270034773
103,0.14333808992300895
104,0.08925598681673978
105,0.14372501091332313
106,0.043828676079012745
107,0.12724868174004886
108,0.08309942271232303
109,0.07854237122447041
110,0.06186963932694374
111,0.08993764123644289
112,0.07358296009374661
113,0.0497092647654973
114,0.04331649019839215
115,0.0527180859249832
116,0.10634909547824448
117,0.10363178047572479
118,0.06872058065110456
119,0.0
120,0.04752046452683931
121,0.12447453299475716
122,0.12460561735896972
123,0.17421176900435661
124,0.08378525338965823
125,0.0
126,0.06584571357294196
127,0.06630165306432452
128,0.03948114660341893
129,0.08672078856409926
130,0.10577362583065957
131,0.008063812344438884
132,0.10096011721330612
133,0.198899707480366
134,0.14197683054573249
135,0.11324283279265594
136,0.2504370879695458
137,0.10937956563668486
138,0.14099620649343453
139,0.1293608188086375
140,0.13120119704873737
141,0.18090895313787936
142,0.08079986380550448
143,0.027621111611782254
144,0.0917158847571081
145,0.0
146,0.07883878129056324
147,0.05444212791979692
148,0.1440787920393812
149,0.04671194119884258
150,0.08063789717897288
151,0.1470541500047732
152,0.13813453181138738
153,0.026691373970015003
154,0.16824980302729414
155,0.11470767331248748
156,0.06689021306197471
157,0.11301026437526092
158,0.04699464830074307
159,0.08160827809814278
160,0.20557673791120223
161,0.09040783323153005
162,0.1357736651670758
163,0.28137677672355504
164,0.07135657080474403
165,0.14227114167669752
