Step,AI_Eps_0.1_e0.1,AI_Eps_0.2_e0.2,AI_Eps_0.3_e0.3
0,0.013854115546377194,0.027851682206723627,0.02821959021157014
1,0.0636689776288901,0.028421174804829426,0.032120132735361476
2,0.07228401435992965,0.017882692628293107,0.01946487495060504
3,0.040324136391793636,0.049826340579338484,0.01598546254895407
4,0.07008789278751376,0.062431678836974376,0.0
5,0.16233333440171005,0.028571054392790632,0.022302799437776993
6,0.17198257453126287,0.0,0.026325739766134636
7,0.06514512352887973,0.04691979916277201,0.03792161701568379
8,0.024213483694220717,0.04716533832076433,0.020034649290556004
9,0.07526579437727408,0.0326158426631917,0.0
10,0.03804237023107361,0.006689637834692126,0.01131435201767004
11,0.01015308614210459,0.04985278741235487,0.008488718260712666
12,0.02351047807455909,0.05148239281522536,0.04024410253765593
13,0.008403596265533964,0.15658011273107655,0.010919178036649315
14,0.019944072759500477,0.05590855867473442,0.039007519266048375
15,0.019989038017500987,0.1361499869382341,0.004611360814431718
16,0.025109088829511576,0.04561309233734879,0.01794787824270842
17,0.08148476997710208,0.0020594445908865416,0.031461765579059275
18,0.009483178456442384,0.018391780909716503,0.0037790510886036763
19,0.0749200469398456,0.08198188730052344,0.0
20,0.008698396085734895,0.022853036401761253,0.01852791921229112
21,0.09279290369404612,0.0,0.03219124199746359
22,0.026021973963614123,0.06308209915595608,0.008488903105925778
23,0.0,0.006551511988810349,0.019691599219623306
24,0.0722996248898913,0.09456982931044774,0.03416162530443185
25,0.14087779667809963,0.0,0.006911897725647143
26,0.0515052709143263,0.11907935321916216,0.017907201062425035
27,0.036593402161285996,0.08031768398618505,0.0367689908378656
28,0.09371944116164517,0.07502872417612555,0.01653016135489385
29,0.07326429940863194,0.06728310404517455,0.0
30,0.05375091192539533,0.042170768315280126,0.0
31,0.10123608403098407,0.01525435981850448,0.016844949195846677
32,0.1275032674061503,0.007087248106157993,0.0067943750164610114
33,0.08376161911231114,0.04052568521142614,0.03992125399039008
34,0.022479249767584704,0.02396466815312058,0.017695145128864692
35,0.035639784229492766,0.0,0.024355710772123132
36,0.02199058845128355,0.07444548680858025,0.01584138604884347
37,0.0472000705830287,0.050312882577467695,0.03706265075751498
38,0.07618397475583902,0.012920958534161264,0.014365629342148016
39,0.04728685470942737,0.07197996287757677,0.03316887402544261
40,0.07895946487978446,0.03836696047626429,0.005830729331169758
41,0.04115133539565208,0.04008824693085127,0.01233640539999526
42,0.055899552230406664,0.07383239429816632,0.005266696724295639
43,0.01988198330533101,0.04842076016526323,0.007553646369667766
44,0.04801692741997245,0.0,0.013261406753384764
45,0.04448990126969517,0.02197496132411061,0.004447106168633561
46,0.05358684978028801,0.0,0.05126098418112669
47,0.00843051897018915,0.07476647229079611,0.030567140109067418
48,0.06666794582246165,0.0326218852683982,0.041215379941010426
49,0.03454638764579625,0.02062041847274082,0.03930157747527672
50,0.03100913726935488,0.05493223446614639,0.04112392253828272
51,0.009310246713490032,0.034196500091432894,0.030482838850888448
52,0.05910595117406264,0.00839667122444912,0.024402282721260868
53,0.03697861454488766,0.012015586856867719,0.030964996929305297
54,0.024427263974722516,0.029383384489449927,0.04157835488894658
55,0.021710820677649584,0.010584055634847813,0.05533287988166713
56,0.03941922976785309,0.02452998208723854,0.04758900441144908
57,0.0360215049516808,0.048468419574592414,0.016635182649503533
58,0.04319164132504527,0.03466853809501312,0.030045217433466487
59,0.022149510695840813,0.06243915590636324,0.014518245626586343
60,0.06022746860889817,0.0036554623664857393,0.005653353215431228
61,0.039426758134133495,0.04491089214709501,0.0334930315650424
62,0.02580330026536982,0.03410470222330049,0.0
63,0.03389912996482226,0.04773486837879468,0.042347858060211
64,0.03424793048731958,0.025496548637214195,0.03499163393067764
65,0.047311984896564734,0.014617691560067614,0.04780741006102185
66,0.03411315225177311,0.06402087644557142,0.0
67,0.035424769750949714,0.04999724051720667,0.022688184166208724
68,0.038807091001633445,0.030596391385652524,0.02508181944085569
69,0.0,0.018918087927397253,0.021408552950154962
70,0.04127647365203589,0.023998411915749505,0.0540617299335178
71,0.01545973939334406,0.04266106909327786,0.01980907687348068
72,0.043781557606213384,0.02170291716926916,0.06529046265573847
73,0.03673608202088549,0.031427359627667434,0.0352854467705777
74,0.0,0.0,0.028365110857291667
75,0.032871147835908714,0.004198307154095887,0.06445641768085127
76,0.023318396363112667,0.015247116148072034,0.03611342988956859
