Step,AI_Eps_0.05_e0.05,AI_Eps_0.1_e0.1,AI_UCB_0.1_c0.1,AI_Softmax_0.1_t0.1,WSLS_I0.15_LR0.1,SW_UCB_W100_C0.1,SW_UCB_W200_C0.1,SW_UCB_W500_C0.1
14,0.07600719921771577,0.08257757615933313,0.018454179760024902,0.07600719921771577,0.018454179760024902,0.018454179760024902,0.018454179760024902,0.1209712229721356
15,0.22900135647185918,0.01875191634855992,0.01875191634855992,0.01875191634855992,0.01875191634855992,0.01875191634855992,0.0668663270019542,0.0668663270019542
16,0.07185514070677937,0.14306942589193838,0.03497714245008397,0.07185514070677937,0.05346076579674073,0.03497714245008397,0.05346076579674073,0.03497714245008397
17,0.01363059801365007,0.025510974084147705,0.01363059801365007,0.22115489154888388,0.01363059801365007,0.01363059801365007,0.025510974084147705,0.025510974084147705
18,0.05832579915927309,0.04832603281057856,0.025060348603928355,0.04832603281057856,0.025060348603928355,0.025060348603928355,0.1530072062785782,0.05832579915927309
19,0.1559924126682558,0.034212591938940745,0.050733589844415374,0.034212591938940745,0.17463139326279545,0.050733589844415374,0.050733589844415374,0.034212591938940745
20,0.16298727350561987,0.01216875591977677,0.01216875591977677,0.03855906162927767,0.01216875591977677,0.01216875591977677,0.03855906162927767,0.03855906162927767
21,0.040618188262018705,0.14832512350352836,0.04659253755661728,0.04659253755661728,0.1735788886375121,0.04659253755661728,0.040618188262018705,0.040618188262018705
22,0.03791377053067327,0.045309823972614606,0.03791377053067327,0.03791377053067327,0.04005209061198465,0.03791377053067327,0.04005209061198465,0.045309823972614606
23,0.05368957523134647,0.07095869960446512,0.06314016107249203,0.03132595196913597,0.05368957523134647,0.06314016107249203,0.07095869960446512,0.03132595196913597
24,0.04663966170777852,0.030695641064269464,0.0200825139809315,0.04663966170777852,0.030695641064269464,0.0200825139809315,0.12104658208306823,0.0200825139809315
25,0.04459755682125727,0.1409156691853538,0.022931130492378327,0.022931130492378327,0.022931130492378327,0.022931130492378327,0.022931130492378327,0.04459755682125727
26,0.033674215761835435,0.026604134524578115,0.033674215761835435,0.026604134524578115,0.026604134524578115,0.033674215761835435,0.026604134524578115,0.026604134524578115
27,0.05058851869093108,0.021188949724361816,0.021188949724361816,0.021188949724361816,0.05058851869093108,0.021188949724361816,0.17360050325960552,0.17506937817692625
28,0.08485793842399822,0.08127388162345002,0.029154877419334174,0.08485793842399822,0.08127388162345002,0.029154877419334174,0.12447357900176903,0.029154877419334174
29,0.16878367222567708,0.05725734045233299,0.016613486245647967,0.016613486245647967,0.05725734045233299,0.016613486245647967,0.016613486245647967,0.1504401461807802
30,0.030637057268955388,0.08555024332156373,0.030637057268955388,0.08555024332156373,0.030637057268955388,0.030637057268955388,0.21622360284936892,0.14857377510433428
31,0.16305833585063928,0.0381233400051973,0.0381233400051973,0.06041891298313896,0.05725229392455671,0.0381233400051973,0.06041891298313896,0.05725229392455671
32,0.10353752960350035,0.18749167103697162,0.013635376335128561,0.013635376335128561,0.013635376335128561,0.013635376335128561,0.1868627059983073,0.013635376335128561
33,0.023736193275099154,0.020690325399902555,0.023736193275099154,0.020690325399902555,0.020690325399902555,0.023736193275099154,0.15392030038046042,0.27225346795609084
34,0.05230480502478178,0.1501514704366499,0.03359873566817722,0.05230480502478178,0.029017461686740447,0.03359873566817722,0.03359873566817722,0.029017461686740447
35,0.1806479087552398,0.02216955527746944,0.02216955527746944,0.02216955527746944,0.02216955527746944,0.02216955527746944,0.1847903414406144,0.23063858831871564
36,0.2218384292900253,0.11284194463436395,0.021369271810762203,0.021369271810762203,0.06518189330768126,0.021369271810762203,0.021369271810762203,0.06518189330768126
37,0.008395295309768043,0.15564845124066323,0.008395295309768043,0.008395295309768043,0.06262417588533846,0.008395295309768043,0.14329013946078625,0.06262417588533846
38,0.0902730251243078,0.25215365562481634,0.02260867826869289,0.02260867826869289,0.02260867826869289,0.02260867826869289,0.17246702838823974,0.02260867826869289
39,0.041295978503471796,0.025638250714777017,0.025638250714777017,0.08359586554684162,0.041295978503471796,0.025638250714777017,0.20346289520389219,0.08359586554684162
40,0.06041356137179105,0.25222021539688955,0.027258128330120677,0.06041356137179105,0.08027503998411711,0.027258128330120677,0.027258128330120677,0.08027503998411711
41,0.1216116339505753,0.10322100673005612,0.01493800185163483,0.10322100673005612,0.01493800185163483,0.01493800185163483,0.1422768295750386,0.01493800185163483
42,0.015484430161604468,0.03485644531568423,0.03485644531568423,0.015484430161604468,0.015484430161604468,0.03485644531568423,0.1665029695198952,0.015484430161604468
43,0.04020991990109562,0.03358815956883981,0.04020991990109562,0.03358815956883981,0.045759064170984735,0.04020991990109562,0.045759064170984735,0.03358815956883981
44,0.26673802296752774,0.03918305417149685,0.017988081283742158,0.21918162510964595,0.017988081283742158,0.017988081283742158,0.017988081283742158,0.03918305417149685
45,0.009858760276319918,0.17108278421474812,0.009858760276319918,0.009858760276319918,0.009858760276319918,0.009858760276319918,0.049857124686254424,0.049857124686254424
46,0.07368055924504593,0.014906352324215194,0.014906352324215194,0.02297818215823865,0.02297818215823865,0.014906352324215194,0.02297818215823865,0.2324449037593004
47,0.05015155592291145,0.06969643297875816,0.030410112978465305,0.15984408847816636,0.030410112978465305,0.030410112978465305,0.05015155592291145,0.030410112978465305
48,0.043889343354717246,0.14486982963615913,0.016316503011017267,0.043889343354717246,0.016316503011017267,0.016316503011017267,0.016316503011017267,0.2447784807685052
49,0.24108651311137866,0.11583676867463524,0.015581353872211406,0.015581353872211406,0.015581353872211406,0.015581353872211406,0.015581353872211406,0.015581353872211406
50,0.048958508934011706,0.014066975976933162,0.014066975976933162,0.048958508934011706,0.048958508934011706,0.014066975976933162,0.14637224041909658,0.14414505725415921
51,0.01099175434646491,0.14127360225997343,0.01099175434646491,0.0909441463616162,0.01099175434646491,0.01099175434646491,0.1335498931054448,0.0909441463616162
52,0.1928551403212569,0.06400852655289971,0.014870450142395982,0.06400852655289971,0.014870450142395982,0.014870450142395982,0.014870450142395982,0.23149434643849232
53,0.02141171344002319,0.029079593894189782,0.03310705827471177,0.02141171344002319,0.029079593894189782,0.03310705827471177,0.02141171344002319,0.03310705827471177
54,0.0525226194092322,0.028673204353968713,0.028673204353968713,0.0525226194092322,0.04776614420904683,0.028673204353968713,0.04776614420904683,0.21034056314261512
55,0.022444909130151812,0.050293497034850546,0.022444909130151812,0.050293497034850546,0.16066213655099737,0.022444909130151812,0.050293497034850546,0.22982738162167313
56,0.13632470037368427,0.1927689487806093,0.027152173578243947,0.027152173578243947,0.05398607811257874,0.027152173578243947,0.05398607811257874,0.027152173578243947
57,0.16740651436617832,0.028141224126860237,0.028141224126860237,0.03609766581746246,0.03609766581746246,0.028141224126860237,0.03609766581746246,0.1188517622286845
58,0.06025153455186355,0.04069047192927337,0.04069047192927337,0.06025153455186355,0.0863153984952909,0.04069047192927337,0.05123054078663479,0.05123054078663479
59,0.019437198591518233,0.15759207744561654,0.019437198591518233,0.019437198591518233,0.05679869547235383,0.019437198591518233,0.05679869547235383,0.1919587948825748
60,0.15529240163539643,0.025524416066776162,0.019714756499191306,0.025524416066776162,0.025524416066776162,0.019714756499191306,0.019714756499191306,0.20996758038120994
61,0.02296509630850456,0.14296064792576182,0.03635696770280885,0.15031773305628007,0.02296509630850456,0.03635696770280885,0.02296509630850456,0.03635696770280885
62,0.03016785738147348,0.036702594435427095,0.036702594435427095,0.03016785738147348,0.12480663252234632,0.036702594435427095,0.06420345450611953,0.06420345450611953
63,0.16645586916428082,0.16585853258751543,0.0345720911103292,0.025725840299008845,0.025725840299008845,0.0345720911103292,0.025725840299008845,0.0345720911103292
64,0.045135417460389085,0.012973028268509405,0.012973028268509405,0.045135417460389085,0.045135417460389085,0.012973028268509405,0.012973028268509405,0.2099856446681745
65,0.051519423580108574,0.09079717349175265,0.031977590394765,0.051519423580108574,0.031977590394765,0.031977590394765,0.06706341771015603,0.06706341771015603
66,0.029346923264857633,0.1492688412347923,0.029346923264857633,0.02426268081420745,0.02426268081420745,0.029346923264857633,0.18072611038738998,0.02426268081420745
67,0.04300790831511897,0.20683595151847617,0.019147771259701196,0.019147771259701196,0.04300790831511897,0.019147771259701196,0.09076224962878249,0.019147771259701196
68,0.15296797841330215,0.164986933329038,0.02165833244483534,0.03709080872807855,0.03709080872807855,0.02165833244483534,0.02165833244483534,0.03709080872807855
69,0.01871019305313247,0.07925608972438225,0.01871019305313247,0.03586164330766184,0.07925608972438225,0.01871019305313247,0.03586164330766184,0.13751753795596727
70,0.0700601567917576,0.007212980948448538,0.007212980948448538,0.0700601567917576,0.007212980948448538,0.007212980948448538,0.0734686206256557,0.0734686206256557
71,0.06586567562209372,0.11881312993988687,0.025861929286454893,0.025861929286454893,0.06586567562209372,0.025861929286454893,0.16643273655177604,0.025861929286454893
72,0.07580607000150501,0.10417921092473126,0.02673236146823603,0.04717703942295806,0.07580607000150501,0.02673236146823603,0.02673236146823603,0.04717703942295806
73,0.00616245333163015,0.24111785885646214,0.00616245333163015,0.06721646301835925,0.00616245333163015,0.00616245333163015,0.06721646301835925,0.11688642440081462
74,0.1450262397659827,0.06542991803313879,0.0322156366613247,0.04431893799021588,0.04431893799021588,0.0322156366613247,0.0322156366613247,0.0322156366613247
75,0.040949930601435716,0.22799841030076243,0.010126417317801189,0.15927514690087077,0.040949930601435716,0.010126417317801189,0.010126417317801189,0.010126417317801189
76,0.03747682078691456,0.021894088950265973,0.021894088950265973,0.03747682078691456,0.06397973506099747,0.021894088950265973,0.03747682078691456,0.06397973506099747
77,0.057791807171966615,0.017492091392468802,0.03849068609936995,0.057791807171966615,0.03849068609936995,0.03849068609936995,0.017492091392468802,0.017492091392468802
78,0.19289862773382024,0.0956836540839706,0.026724899954536866,0.026724899954536866,0.0956836540839706,0.026724899954536866,0.1268287829787312,0.026724899954536866
79,0.020003948254025742,0.02916636282300693,0.020003948254025742,0.02916636282300693,0.02916636282300693,0.020003948254025742,0.12308451973691373,0.020003948254025742
80,0.06521455009469825,0.021090059226612532,0.021090059226612532,0.061006609315013206,0.06521455009469825,0.021090059226612532,0.12601745480898402,0.061006609315013206
81,0.05596802249024631,0.16055949251647159,0.042729839649149316,0.0434564775039913,0.05596802249024631,0.042729839649149316,0.0434564775039913,0.042729839649149316
82,0.02597073510955541,0.015896050077334106,0.015896050077334106,0.12613014562535668,0.02597073510955541,0.015896050077334106,0.015896050077334106,0.1462688953438269
83,0.06452350042931468,0.2384000566215508,0.015837054853028255,0.06452350042931468,0.015837054853028255,0.015837054853028255,0.015837054853028255,0.015837054853028255
84,0.18188589442993247,0.026181324091113876,0.026181324091113876,0.04034401332705463,0.026181324091113876,0.026181324091113876,0.1919544169271317,0.04034401332705463
85,0.022818392976954,0.30975082960649064,0.022818392976954,0.022818392976954,0.050338854568901234,0.022818392976954,0.050338854568901234,0.15152548914049216
86,0.02869132231078596,0.12730049125115397,0.026054531338822167,0.02869132231078596,0.026054531338822167,0.026054531338822167,0.026054531338822167,0.177674140887312
87,0.04569618003636832,0.04618103428652387,0.03129365465392098,0.04569618003636832,0.04618103428652387,0.03129365465392098,0.1742415328045276,0.03129365465392098
88,0.04867937158736291,0.02082291210060573,0.02082291210060573,0.04867937158736291,0.02082291210060573,0.02082291210060573,0.14385803672327802,0.2597093381058257
89,0.005356136642136829,0.18124471096888725,0.005356136642136829,0.06831960670308816,0.005356136642136829,0.005356136642136829,0.14306603003853524,0.06831960670308816
90,0.12617359052888924,0.029204829794899603,0.039572540544616806,0.029204829794899603,0.029204829794899603,0.039572540544616806,0.12305793123741801,0.039572540544616806
91,0.23672678366868513,0.1493948947212841,0.014844404927981928,0.014844404927981928,0.014844404927981928,0.014844404927981928,0.014844404927981928,0.23453201110709243
92,0.059415647337207805,0.16617219862064272,0.037410793819122046,0.059415647337207805,0.037410793819122046,0.037410793819122046,0.11793014314472433,0.037410793819122046
93,0.01354052537301386,0.23668637089838812,0.01354052537301386,0.01354052537301386,0.01354052537301386,0.01354052537301386,0.12806493233188723,0.01354052537301386
94,0.05072996055750044,-4.2190033054424704e-05,-4.2190033054424704e-05,-4.2190033054424704e-05,0.05072996055750044,-4.2190033054424704e-05,0.18861618239564545,0.19498970971243407
95,0.05956679931414218,0.1287753558880862,0.018484463569993087,0.018484463569993087,0.05956679931414218,0.018484463569993087,0.018484463569993087,0.21036156403021652
96,0.014720055664749513,0.05253204121075782,0.014720055664749513,0.06348001993590853,0.014720055664749513,0.014720055664749513,0.05253204121075782,0.06348001993590853
97,0.046603571624744246,0.1318392666032761,0.021286205113727433,0.021286205113727433,0.021286205113727433,0.021286205113727433,0.046603571624744246,0.021286205113727433
98,0.16208109490575703,0.24261300439177455,0.01689021776524966,0.060230131927150314,0.01689021776524966,0.01689021776524966,0.01689021776524966,0.060230131927150314
99,0.03777751648404742,0.01562729125619812,0.01562729125619812,0.01562729125619812,0.01562729125619812,0.01562729125619812,0.03777751648404742,0.12130844872577064
100,0.04583428456272304,0.24204736505891433,0.028705092101906304,0.04583428456272304,0.028705092101906304,0.028705092101906304,0.13130362749318858,0.028705092101906304
101,0.023336001891158364,0.023336001891158364,0.023336001891158364,0.023336001891158364,0.18722079205653433,0.023336001891158364,0.1501289556703736,0.19636901529827255
102,0.07428332937807477,0.08340439273685124,0.042521199652760217,0.07428332937807477,0.08340439273685124,0.042521199652760217,0.15819937046146704,0.042521199652760217
103,0.1262338967920645,0.04313470446261156,0.018412057740412956,0.018412057740412956,0.04313470446261156,0.018412057740412956,0.16548087949322043,0.018412057740412956
104,0.034970188435662956,0.11222024781416151,0.015764842313301528,0.034970188435662956,0.015764842313301528,0.015764842313301528,0.015764842313301528,0.22165633023595002
105,0.03457068912619287,0.21113454965905953,0.03457068912619287,0.061633215009270687,0.06377344651735925,0.03457068912619287,0.061633215009270687,0.06377344651735925
106,0.24268187481229794,0.05206375783104839,0.05575227519774199,0.03550712923385886,0.03550712923385886,0.05575227519774199,0.05206375783104839,0.03550712923385886
107,0.06272933552103309,0.05334849863045943,0.05334849863045943,0.07793555612067707,0.06272933552103309,0.05334849863045943,0.18322178270143163,0.07793555612067707
108,0.08156519546746042,0.01769847381058491,0.01769847381058491,0.01769847381058491,0.08156519546746042,0.01769847381058491,0.15882413573834828,0.2558827579077329
109,0.06655537930427836,0.017928551004375,0.017928551004375,0.06805010579282521,0.06655537930427836,0.017928551004375,0.15957273110890086,0.06805010579282521
110,0.016122829136014195,0.1820436579311482,0.016122829136014195,0.06158213972543776,0.016122829136014195,0.016122829136014195,0.06158213972543776,0.1746204338509689
111,0.10142495458386815,0.17267571073339563,0.03970871577929757,0.03687711844208814,0.03687711844208814,0.03970871577929757,0.03687711844208814,0.03970871577929757
112,0.033899365514602334,0.08384009983934375,0.03303604370922273,0.033899365514602334,0.033899365514602334,0.03303604370922273,0.12687286254676805,0.03303604370922273
113,0.12152406900058423,0.08930265183948245,0.03611065847513924,0.05260065332665689,0.08930265183948245,0.03611065847513924,0.03611065847513924,0.05260065332665689
114,0.03831809299606872,0.03216523114321077,0.0331822467773849,0.03831809299606872,0.03216523114321077,0.0331822467773849,0.0331822467773849,0.03216523114321077
115,0.030485662087448354,0.08622631878208158,0.08622631878208158,0.030485662087448354,0.03219767463336681,0.03219767463336681,0.1768206634387839,0.03219767463336681
116,0.024822679679241653,0.02440103033409294,0.02440103033409294,0.02440103033409294,0.024822679679241653,0.02440103033409294,0.09619706141989127,0.024822679679241653
117,0.18153836193728323,0.06445188563068721,0.06445188563068721,0.06304950741675644,0.030713369629838373,0.06304950741675644,0.030713369629838373,0.030713369629838373
118,0.05008724132112389,0.08151573765484807,0.08151573765484807,0.050773116106230705,0.05833582242912901,0.05008724132112389,0.050773116106230705,0.05833582242912901
119,0.0893717456747373,0.006392947150810472,0.006392947150810472,0.006392947150810472,0.07219518759182317,0.0893717456747373,0.1825827418472022,0.07219518759182317
120,0.07091817049189185,0.0432905302356938,0.0432905302356938,0.0432905302356938,0.05757112513683711,0.07091817049189185,0.13120128322085833,0.05757112513683711
121,0.057935625609820726,0.03920419745103409,0.03920419745103409,0.03920419745103409,0.029021850462304512,0.057935625609820726,0.14824230397833493,0.029021850462304512
122,0.026231809309737373,0.0592588271299158,0.0592588271299158,0.058079482815316635,0.026231809309737373,0.026231809309737373,0.13432504948833343,0.058079482815316635
123,0.027494020717375455,0.021859946972367626,0.021859946972367626,0.027494020717375455,0.021859946972367626,0.027494020717375455,0.18348410122847475,0.13134323168299475
124,0.05127356549710558,0.04430308452854129,0.04430308452854129,0.04430308452854129,0.06155175070146782,0.05127356549710558,0.06155175070146782,0.2114459992611527
125,0.04535016821128986,0.14776034032024563,0.054332271776943594,0.03183904123895766,0.03183904123895766,0.04535016821128986,0.03183904123895766,0.054332271776943594
126,0.029515479797293378,0.13798655444387029,0.10727285549193055,0.029515479797293378,0.029515479797293378,0.029515479797293378,0.17335215908372592,0.10727285549193055
127,0.05048542189390541,0.24132366722856816,0.05405944143987544,0.05048542189390541,0.05079705507361519,0.05048542189390541,0.05079705507361519,0.05405944143987544
128,0.02145427579328806,0.172207950599643,0.04909732726830469,0.02145427579328806,0.059459506876200066,0.02145427579328806,0.059459506876200066,0.04909732726830469
129,0.0668664887950944,0.059794691015860664,0.04530010392923042,0.059794691015860664,0.040430136155932044,0.0668664887950944,0.040430136155932044,0.04530010392923042
130,0.05518289385299027,0.01602429765183219,0.01602429765183219,0.01602429765183219,0.1355614212904579,0.12271798103977877,0.05518289385299027,0.01602429765183219
131,0.043109671001999174,0.027399604673230847,0.0626080770648526,0.0626080770648526,0.027399604673230847,0.16977535651208234,0.043109671001999174,0.027399604673230847
132,0.026445082273302577,0.16175194896706166,0.02242615931529069,0.026445082273302577,0.02242615931529069,0.026445082273302577,0.10855072240962586,0.02242615931529069
133,0.03255940276845183,0.2660853267313531,0.18388721571231167,0.03255940276845183,0.04777758346268594,0.03255940276845183,0.04777758346268594,0.03255940276845183
134,0.09084579452072816,0.05714609924460589,0.05422987584177269,0.05714609924460589,0.17618798563822807,0.09084579452072816,0.05714609924460589,0.05422987584177269
135,0.07018990285527467,0.02580267343139596,0.08656009380655312,0.02580267343139596,0.03785516462980527,0.07018990285527467,0.08656009380655312,0.03785516462980527
136,0.06000228456220619,0.08385778695719723,0.02965512057670411,0.08385778695719723,0.02965512057670411,0.06000228456220619,0.02965512057670411,0.02965512057670411
137,0.051446881780128614,0.06962807028013121,0.04639614883765886,0.04639614883765886,0.06962807028013121,0.051446881780128614,0.09095300821329608,0.04639614883765886
138,0.025553618120697598,0.05906809372383101,0.03693769540412575,0.03693769540412575,0.05906809372383101,0.025553618120697598,0.1258565561804737,0.03693769540412575
139,0.05301211433974229,0.04217879957379435,0.0316703315020883,0.0316703315020883,0.04217879957379435,0.05301211433974229,0.14753337023076227,0.0316703315020883
140,0.07307095442424066,0.07410378005221972,0.02508866586754759,0.07410378005221972,0.02508866586754759,0.07307095442424066,0.16743964001009864,0.02508866586754759
141,0.022577655055350962,0.055323425895042425,0.21504245357726956,0.022577655055350962,0.0584723717013425,0.022577655055350962,0.0584723717013425,0.055323425895042425
142,0.036468875014733074,0.08520950656134926,0.24750770885623435,0.08520950656134926,0.07212144573650901,0.036468875014733074,0.07212144573650901,0.036468875014733074
143,0.041126999083699774,0.09792714078550999,0.060779130687224306,0.09792714078550999,0.05844255172661207,0.041126999083699774,0.05844255172661207,0.060779130687224306
144,0.061391595909343157,0.10226160202447353,0.10226160202447353,0.1703151508449781,0.029766452492787265,0.061391595909343157,0.029766452492787265,0.029766452492787265
145,0.01806959542737552,0.01806959542737552,0.020833200691882454,0.020833200691882454,0.020833200691882454,0.01806959542737552,0.01806959542737552,0.020833200691882454
146,0.030532802058016294,0.044977011433239227,0.18904945021104436,0.04366313894304327,0.030532802058016294,0.030532802058016294,0.04366313894304327,0.044977011433239227
147,0.062313949014519227,0.16574177240570687,0.08738558808099382,0.02433924226035636,0.02433924226035636,0.062313949014519227,0.02433924226035636,0.08738558808099382
148,0.0304800690843102,0.041028425902914986,0.07621546609686503,0.0304800690843102,0.041028425902914986,0.0304800690843102,0.041028425902914986,0.07621546609686503
149,0.026263907929071618,0.17254063903790934,0.03419306182036279,0.026263907929071618,0.03419306182036279,0.026263907929071618,0.08811320544680218,0.03419306182036279
150,0.03900281166288554,0.07259443709360211,0.03900281166288554,0.07259443709360211,0.041313146719659175,0.1296217366816706,0.041313146719659175,0.03900281166288554
151,0.02953851864574802,0.15777880408768935,0.07353857361707791,0.06737934092531189,0.02953851864574802,0.02953851864574802,0.06737934092531189,0.07353857361707791
152,0.02519313588839193,0.17412471890666403,0.019205160338572665,0.02519313588839193,0.019205160338572665,0.02519313588839193,0.019205160338572665,0.019205160338572665
153,0.028857766830566442,0.20230774545574573,0.0622173171178104,0.0622173171178104,0.05171131965608965,0.028857766830566442,0.05171131965608965,0.028857766830566442
154,0.07259139919503438,0.06285228573127032,0.18762007928729124,0.029986943141347366,0.029986943141347366,0.07259139919503438,0.029986943141347366,0.06285228573127032
155,0.03530579115981158,0.06197126583137104,0.08361559033532892,0.06197126583137104,0.03530579115981158,0.03530579115981158,0.1325263623676096,0.08361559033532892
156,0.023401139326452065,0.22137589464531457,0.03208673632555751,0.03208673632555751,0.05301566861002031,0.023401139326452065,0.05301566861002031,0.03208673632555751
157,0.03702331701124772,0.0429540571291701,0.0612805960973269,0.0429540571291701,0.19991071905451638,0.03702331701124772,0.0429540571291701,0.0612805960973269
158,0.028541834034875237,0.06430716519621839,0.06430716519621839,0.028541834034875237,0.05037683774857222,0.028541834034875237,0.05037683774857222,0.15112304550353342
159,0.022682438220059442,0.05923956972657759,0.05320430484702172,0.05320430484702172,0.022682438220059442,0.022682438220059442,0.19985430498525739,0.05923956972657759
160,0.03212735213120227,0.00907086012615052,0.21258153135164473,0.00907086012615052,0.05096097328945517,0.03212735213120227,0.05096097328945517,0.00907086012615052
161,0.03001020222726051,0.2237738166246969,0.06035245981418796,0.03001020222726051,0.06035245981418796,0.03001020222726051,0.06338396272533675,0.06338396272533675
162,0.0782224091027021,0.20584987216696782,0.04978843938081299,0.05204825337637849,0.04978843938081299,0.0782224091027021,0.05204825337637849,0.04978843938081299
163,0.03190859450940668,0.021351943846247175,0.16983205193588316,0.021351943846247175,0.021351943846247175,0.03190859450940668,0.14804914255154372,0.021351943846247175
164,0.03574218315155603,0.20505909608609915,0.16658291143360107,0.03574218315155603,0.0250223011547428,0.03574218315155603,0.0250223011547428,0.0250223011547428
165,0.021478229471448576,0.16536653978297072,0.039619601708218787,0.039619601708218787,0.021478229471448576,0.021478229471448576,0.1681435435134264,0.039619601708218787
166,0.052455571511998346,0.08909813064847213,0.034879824506193174,0.08909813064847213,0.034879824506193174,0.052455571511998346,0.12410981400470672,0.034879824506193174
167,0.06990127321331009,0.03960723987718744,0.07062061831832105,0.06043261416543345,0.03960723987718744,0.06990127321331009,0.06043261416543345,0.07062061831832105
168,0.08568020008703017,0.04191754896268276,0.030091593035963874,0.04191754896268276,0.030091593035963874,0.08568020008703017,0.10448835637430869,0.030091593035963874
169,0.04605681575860714,0.010784374421542009,0.1719745596341846,0.07064657641597384,0.010784374421542009,0.04605681575860714,0.07064657641597384,0.04605681575860714
170,0.026571326196379908,0.20370415864829966,0.024786216329069282,0.026571326196379908,0.024786216329069282,0.026571326196379908,0.12605244195481025,0.024786216329069282
171,0.06634288045429214,0.06932877472467891,0.02840111864303903,0.02840111864303903,0.06932877472467891,0.06634288045429214,0.1507782511511304,0.02840111864303903
172,0.04479178381581081,0.08640826984642642,0.08749853502492952,0.043770429635261655,0.08640826984642642,0.04479178381581081,0.043770429635261655,0.08749853502492952
173,0.04364304953862994,0.06695087959884688,0.03438526987548398,0.03438526987548398,0.06695087959884688,0.04364304953862994,0.1319804361997668,0.06695087959884688
174,0.017816899615853077,0.08390600375257418,0.048695563826113994,0.017816899615853077,0.08390600375257418,0.017816899615853077,0.11204602921086206,0.048695563826113994
175,0.1884611715922878,0.10226619941623802,0.06124629535031313,0.027404811006291566,0.10226619941623802,0.027404811006291566,0.027404811006291566,0.06124629535031313
176,0.20981295369870287,0.01811233799764816,0.08524001629909815,0.01811233799764816,0.01811233799764816,0.08524001629909815,0.19922770105757404,0.01811233799764816
177,0.03065793038018718,0.07123121238819494,0.08423943622754991,0.07123121238819494,0.03065793038018718,0.08423943622754991,0.1569345578161893,0.03065793038018718
178,0.04473132011676715,0.08638853407089801,0.04333539834607046,0.04473132011676715,0.08638853407089801,0.04333539834607046,0.17129037479997136,0.04333539834607046
179,0.038027825412915155,0.029353885922898535,0.04318329418242533,0.038027825412915155,0.029353885922898535,0.04318329418242533,0.07962464720609028,0.07962464720609028
180,0.03704128866789436,0.1566073320113418,0.037474506396215496,0.03704128866789436,0.037474506396215496,0.037474506396215496,0.03305210038863129,0.03305210038863129
181,0.028671174716751537,0.16571025460955427,0.03620330011233747,0.028671174716751537,0.028671174716751537,0.03620330011233747,0.18515858005570812,0.03620330011233747
182,0.027398665378650048,0.027398665378650048,0.024058761359194367,0.05966351463158699,0.027398665378650048,0.024058761359194367,0.05966351463158699,0.024058761359194367
183,0.21558717833328894,0.16554601303779315,0.03990411588952027,0.028733737227084895,0.028733737227084895,0.03990411588952027,0.028733737227084895,0.03990411588952027
184,0.05127805544282366,0.05973371322140735,0.03720892903255545,0.05973371322140735,0.05127805544282366,0.03720892903255545,0.10018448347391101,0.03720892903255545
