Rank,Agent,Family,Param (c),Total Matches,Win Rate (%),Total Top 30% (%),Norm Mu (0-100),Norm Sigma,Score (Conservative 0-100),Top 30% (N=8),Top 30% (N=10),Top 30% (N=12),Top 30% (N=16),Top 30% (N=20),Top 30% (N=24),Top 30% (N=28),Top 30% (N=32)
47,SW_AS_UCB_w50_p7_s5.0_c0.1,SW_AS_UCB,0.1,79,0.0,5.063291139240507,55.96072695451462,1.8592464514609892,50.38298760013164,25.0,0.0,11.11111111111111,0.0,0.0,13.333333333333334,0.0,0.0
48,SW_AS_UCB_w50_p7_s10.0_c0.1,SW_AS_UCB,0.1,96,0.0,3.125,55.50573379765209,1.8105952440516053,50.07394806549728,0.0,28.57142857142857,10.0,0.0,0.0,0.0,0.0,0.0
49,Softmax_t0.1,Softmax,,92,0.0,0.0,53.05446553170626,1.818460206197936,47.59908491311245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,WSLS,WSLS,,100,0.0,0.0,52.272626197375125,1.810872547734041,46.84000855417301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Softmax_t0.2,Softmax,,88,0.0,0.0,51.42831844631232,1.8450123877554452,45.89328128304598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,FFT_UCB_w50_s0.5_c0.05,FFT_UCB,0.05,106,0.0,0.0,31.8264907439728,1.985749927546618,25.869240961332952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,FFT_UCB_w50_s1.0_c0.05,FFT_UCB,0.05,105,0.0,0.0,27.63955786387634,2.026411744888963,21.560322629209455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,FFT_UCB_w50_s2.0_c0.05,FFT_UCB,0.05,85,0.0,0.0,20.484573749436983,2.2213542706819838,13.820510937391031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,FFT_UCB_w100_s2.0_c0.05,FFT_UCB,0.05,90,0.0,0.0,11.659436688726068,2.3189532548702827,4.702576924115218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,FFT_UCB_w100_s0.5_c0.05,FFT_UCB,0.05,93,0.0,0.0,9.854120641297461,2.331058039277115,2.860946523466116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,FFT_UCB_w100_s1.0_c0.05,FFT_UCB,0.05,92,0.0,0.0,6.952420169480004,2.3174733898266684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
