Step,AI_Eps_0.05_e0.05,AI_Eps_0.1_e0.1,AI_Eps_0.2_e0.2,AI_Eps_0.3_e0.3,AI_Eps_0.5_e0.5,AI_UCB_1.0_c1.0,AI_Softmax_0.1_t0.1
18,0.20818115770533482,0.3129996603979639,0.2826097038903325,0.21584850685027618,0.2166798070359405,0.209257931518971,0.31239966542769904
19,0.4228287368252578,0.20754987169389694,0.2795948506551652,0.22139374883657845,0.21792884621369768,0.20990197564933902,0.2093821038264784
20,0.4863480127086046,0.3582021790498967,0.2833502723350193,0.2410227361567887,0.23822464269311874,0.3548144399675728,0.3573164602630302
21,0.5794995947481035,0.4371436252610678,0.27754866985686644,0.1936957153925254,0.19426429089522546,0.19588844372729108,0.4346572640680467
22,0.2731247751551998,0.30213089823141104,0.2718124150902204,0.6201173779002279,0.30369046859910137,0.2775209723763823,0.3007002412922751
23,0.21979350328722141,0.17743539262747957,0.2841358638852563,0.21551864818609562,0.17556760965182705,0.1757955375444834,0.17571922999285655
24,0.20986568783302473,0.31578242145274477,0.27768387385087806,0.2179811980856675,0.2167716902963228,0.21291357603892827,0.3186280263702952
25,0.2078588365513135,0.3125135567074178,0.2806304919986672,0.20900480749368008,0.17422900941428784,0.17279773946667068,0.31160674574588143
26,0.21114257000107356,0.2103169526307571,0.138535425470299,0.21900474164343087,0.2172582828199301,0.13687041109811593,0.6275229677819694
27,0.49139433554331885,0.3564358605000724,0.3539194174334094,0.24187518583804973,0.28222807661112587,0.2379150899895508,0.3610919133018071
28,0.5763693599949812,0.21764063687595714,0.35379858195606195,0.21775381678200303,0.5801814387263041,0.2183094359830152,0.21859110098424744
29,0.27381970856650667,0.45394961381812376,0.34749667346702223,0.30918632752023617,0.30970017134392297,0.2725615599719297,0.451135702562586
30,0.4361416243442439,0.3537127305038864,0.17409274002306696,0.24315076365163082,0.2430459690023509,0.17608162979371206,0.35273997075709407
31,0.4264252148093607,0.3204097380587568,0.3531603517388586,0.14574479802867285,0.14573266451210462,0.14538507874315698,0.32015927982631437
32,0.4234013702052988,0.3118269047998002,0.3499894894714712,0.21605984047406485,0.21681409645287636,0.2795046249296525,0.3134909435323192
33,0.21346142122168454,0.2091688722487429,0.34897207723936224,0.21027848969125087,0.4339076623229422,0.21092966468220467,0.21135373263414384
34,0.4847912805918557,0.1789156624704182,0.28048944851174856,0.4788012547296604,0.17729840191322335,0.18027626202606178,0.17919287874630035
35,0.5805357821828955,0.43608312233178426,0.1747851279149855,0.5845006947217597,0.2764900924279988,0.1770990633707703,0.4350618368828423
36,0.54563304758023,0.301345843213532,0.30160243922433705,0.6201454304366399,0.35014378186428746,0.28254888560667074,0.30029086199575333
37,0.21958658820543112,0.35117084878923077,0.35085333222900034,0.21766803183032318,0.2766552765204327,0.48659992175269917,0.35650049696686487
38,0.21082262866769538,0.3202116086529368,0.3485277652673864,0.2196218396410175,0.21870296376506196,0.20991808919518012,0.31785936678387106
39,0.21008947161321295,0.20785814222772744,0.3493450641899345,0.43178788228504983,0.2097363448958852,0.2086921492026049,0.2074253484481242
40,0.42496149508456493,0.6300651274092264,0.11712329904956686,0.21700673443826796,0.11691459595334162,0.22060758747318546,0.11659267142721487
41,0.4880910359259969,0.35783546074116546,0.17444806462474544,0.24082882879055434,0.23949544631395658,0.17617124918730342,0.3581778006335653
42,0.5859317923678299,0.43637726817594125,0.2924413776081456,0.29140658838069716,0.35064018950023906,0.2823140471805026,0.4339860187851607
43,0.5436913928218888,0.3015886593158988,0.3008041774109776,0.20825603612543045,0.20493916150743663,0.20726332288068205,0.29996381860159566
44,0.43147916186139673,0.17580416625026202,0.1758529260201327,0.24534600787311334,0.2447521309902552,0.17710667598031277,0.1765788704583651
45,0.34809594775527747,0.3213751502804458,0.14524562790833193,0.1476062150005221,0.1460698988930001,0.4183757058330389,0.31901735311420715
46,0.1744135712671026,0.31279521180581843,0.1757211777827592,0.43311800190388833,0.1423068809961579,0.1408369185375118,0.31073525144108566
47,0.2121639546064472,0.3146058235438018,0.2778842440727591,0.2187806951212291,0.21923900422870812,0.2114417517553539,0.3146180881245141
48,0.4826434965593675,0.23901393984128838,0.27521131310538677,0.48190899031322754,0.23749302762643731,0.3503738199742957,0.23814499284742316
49,0.2902116674565798,0.4375494195876786,0.35325848933631476,0.2934913445528518,0.29246109023579175,0.29587804502919657,0.433598352331533
50,0.5423951798533554,0.30078023572181906,0.35337380607015595,0.3086329318725744,0.31124456441473713,0.3024671451385848,0.300482900063952
51,0.24363321068343863,0.23420042619882023,0.17443940119957946,0.2361097680298244,0.24527664273071323,0.17592068805712963,0.23607797425570143
52,0.2092964730641175,0.31813340972165566,0.35073114745314077,0.21800540196710277,0.22139624210141634,0.210240391995005,0.3202740987338338
53,0.21813378222655083,0.2073581483118763,0.20913359477348425,0.41990265887323525,0.21766261799627984,0.2812462518278524,0.20616108136487984
54,0.20847495014359363,0.31408253600086555,0.35184621915969994,0.22088352183574317,0.20938190402253581,0.2185272522889051,0.31435569446038447
55,0.24396304486171658,0.23942465916610045,0.3505845834136344,0.476774038663918,0.2418264973653234,0.23779502341491543,0.24013934807761986
56,0.573168523441054,0.4370085225322667,0.0862857784820452,0.08718122402655071,0.08752832280707759,0.08783799299255077,0.4324883693473114
57,0.5448748437404758,0.29990916792867206,0.3523550922799643,0.29951875540489237,0.620813932075872,0.280055125881845,0.30186622619709763
58,0.14460532753589966,0.3492415293412142,0.14598895586439276,0.48718014529941533,0.34968576899925735,0.1455527135172877,0.3552751690395406
59,0.41971969647536417,0.6406369886926363,0.17429113844951674,0.14559287728386391,0.14466698407187925,0.14694073829023638,0.1769321216357149
60,0.20932733079774782,0.20736525238214454,0.34772668495891734,0.4346425311964536,0.20963919220440377,0.20877688016119636,0.2070386216491219
61,0.4247372017175353,0.6296449242515457,0.17507813572011582,0.21716219684987528,0.21703520549499797,0.28052765226806525,0.17421398379582467
62,0.48367614536211123,0.355938546683117,0.15930812460791316,0.1600518277949943,0.16056743383151795,0.3525604720684227,0.3561852977097445
63,0.19113122042805222,0.4356938425190024,0.29185067271343124,0.2924858937654215,0.19206383165941165,0.19413031384078364,0.43523283920734923
64,0.5461843085979136,0.22439779889525455,0.34933174778427467,0.6155002461030324,0.2239135179729514,0.2244850141568853,0.22511144517160975
65,0.4332909783611228,0.3539878923727234,0.3493662498283244,0.24391311027243426,0.2782804619515878,0.2441418228156492,0.34894238708067
66,0.4161734209184166,0.637323435524667,0.11587877859212514,0.4392921036207766,0.11637056030773636,0.28105052824500487,0.11788452240276437
67,0.41971386312606657,0.3110500849951621,0.17733184454674764,0.4306541290195779,0.2832196913089796,0.17507406785337168,0.3126653989586834
68,0.42309460893495837,0.15669381571723165,0.1575579074026937,0.2209438186613234,0.21683117048660597,0.15732342065684773,0.15638604671611217
69,0.48305387837612707,0.3577766973739024,0.34606616711028027,0.16091105631301092,0.1608657241286383,0.159387750854463,0.3573255272121351
70,0.286928377222931,0.29000483754627604,0.3503294820361282,0.29043929463032825,0.5916983927050476,0.29427955678298096,0.2912597295924474
71,0.1811621517373411,0.44991078641959625,0.3522310766925475,0.45202196140931095,0.18159412893703752,0.28049229745086685,0.18102927301207336
72,0.43629684336050123,0.7083222724119561,0.1745633365020306,0.1405804457892094,0.4836738642913311,0.1741815067289003,0.13993839117252233
73,0.21141237438426116,0.31838607426419085,0.35176589500142696,0.43710433536872845,0.2799231453361491,0.20852994526575536,0.3195514065880925
74,0.4214172412937052,0.6251136960458931,0.11647450104264861,0.4340791009890157,0.11616662967550512,0.276219016039339,0.11442371229735628
75,0.42600799544705387,0.15663255275002252,0.15763575021898404,0.21881419768131283,0.2189144627772746,0.15731152747806565,0.15671931066280864
76,0.48613608167328914,0.3574936378076021,0.3509747623070379,0.2396258099476036,0.28031009071079804,0.24019946514782442,0.3571033418453444
77,0.2924323185659203,0.4376463954677676,0.3503467521836537,0.2913848506537478,0.5848783203568061,0.2776623907603844,0.4388356189155421
78,0.27258844448340147,0.2743081366174316,0.17403474943079567,0.6193872994783627,0.27901665873983317,0.1754363894933488,0.8946016029139725
79,0.2159981615875281,0.3529430982862264,0.17474795097136123,0.49097584743971656,0.1758901577476499,0.22004814887582033,0.3534858198706432
80,0.21050064792556197,0.634406304695511,0.3482103682824265,0.21887512665617143,0.2101724971091148,0.21833058487732152,0.2807055642305318
81,0.2106710342793114,0.30967755886070153,0.34900488423791237,0.21427116626036632,0.21642437781429658,0.309357316340443,0.21144780812458322
82,0.42309181258333994,0.31361176398774315,0.3517819517395718,0.22000385349347032,0.21911036439800574,0.2777281730966016,0.3146382740986013
83,0.2438083798984908,0.7179012362257156,0.14139311176252556,0.24041886423481507,0.24086193523150565,0.24154205965389644,0.14135443410877524
84,0.5821233923215062,0.4392425150125997,0.17523364313279333,0.2925011477920405,0.2898752562221554,0.17583152181820935,0.43671029383538057
85,0.545569174985423,0.22747894476847247,0.22368874055236848,0.3131676996640284,0.31202834505178484,0.22432671849561273,0.22482024124113828
86,0.4359411939587451,0.35412112744277524,0.3502826401382822,0.27873940681035597,0.2445250381638226,0.24176440091295578,0.3544583146392144
87,0.2118273893392131,0.32252054079391,0.21147990131995517,0.22032623342389876,0.2189486075680971,0.2790191780320744,0.31901148746678043
88,0.2101368918605202,0.3113608007516803,0.35225291925526314,0.21814811057990305,0.21662187897624455,0.209183615214635,0.3111985726695511
89,0.4214088240113962,0.3135684055958163,0.17418007177353978,0.4385589959585646,0.17556064284713951,0.31437188738816557,0.2798330087009906
90,0.24273978873681223,0.35741881936685194,0.34886173558559797,0.24244064663245476,0.2401882438773148,0.2385532743244771,0.35932283139059873
91,0.5812480745959354,0.867765430197394,0.34500093288505473,0.2930198418930742,0.2951310615098263,0.13940127680005418,0.14027967453237433
92,0.539672903596015,0.45156906904623106,0.17639511829746896,0.30821154903909337,0.3116914053868458,0.17410776670522837,0.4535134130650876
93,0.22062168577373964,0.35473266759416444,0.3485947998544596,0.24357805766760057,0.24331011535111186,0.3551168857080692,0.21810528398909615
94,0.10551166330362433,0.32140678427460806,0.10285405314094953,0.10550695430121357,0.2773046005983188,0.10518085595524822,0.3204463082178467
95,0.41823809045740973,0.17443592168794286,0.17471328884253773,0.1430212511392659,0.14230661143080328,0.14360241728674542,0.622708102971024
96,0.21233154097955745,0.31463342831407487,0.350167633046043,0.4366459886619328,0.21302501385508235,0.3123824231873806,0.28124364090903853
97,0.4775055389834902,0.35894652672734495,0.11519532247346413,0.4813264112811682,0.11491190359926755,0.11591718388525261,0.3563075280159572
98,0.5744554786767686,0.43712033162260217,0.3498027255279789,0.2910475066558556,0.2888447714900789,0.2801926912243435,0.4344682152054493
99,0.27430988167571185,0.3034697120976726,0.35278150413620263,0.2992369092734498,0.27422574446444237,0.2985209204528961,0.28009538500352443
100,0.4382470948495895,0.2763575086075614,0.1772118738489787,0.49040721189427317,0.17548176076645167,0.27712330772013544,0.27442309352278144
101,0.41961291852908156,0.31875042651214375,0.17427165385521237,0.22239150494073157,0.17544731962911944,0.2190637894401406,0.31994740535416694
102,0.2091501246024028,0.311332532349134,0.17502195795392697,0.4334521822933358,0.1750336645751023,0.21089726596509792,0.31062278097695567
103,0.21186315165234207,0.20880364978071556,0.353719542215513,0.21239800564746447,0.4384701686562629,0.20674387108473846,0.2104168422768744
104,0.12043864809877783,0.2797755388072365,0.17396420052029524,0.12108959368253505,0.12065141031257484,0.17571345786175016,0.12139320266843202
105,0.2896823179606372,0.8673095296715252,0.3485153697176904,0.5892215317901824,0.2918111194724085,0.1388122498941267,0.14190135476451754
106,0.27347847404584785,0.30001024453182673,0.3554378397965988,0.29856020122826293,0.29898329942218976,0.6177250800000098,0.27279331637835535
107,0.21861580814255313,0.3553921265748842,0.3512175952534763,0.24382710716178008,0.21795045751614936,0.2439030856601745,0.3540609485572829
108,0.21160110928936357,0.3194860327772355,0.17383535916699708,0.17354624588781484,0.4386876800520898,0.21024055946101372,0.3182589734389042
109,0.4199677124564788,0.20721008283295264,0.2161011296970737,0.21735320900877206,0.20843075042900802,0.20583466927137786,0.3513277570591176
110,0.2106338622146594,0.3138387708886239,0.17505254364239828,0.17375386255699266,0.31352476422565817,0.43708110378713455,0.21075382386573616
111,0.24168888412709422,0.3585006799308042,0.3495363463135545,0.24028605689188826,0.2428915034197199,0.23928942156256092,0.3581482306761635
112,0.5792114309891208,0.8717744877769494,0.1747511728815443,0.29255519365937177,0.29274560385368115,0.17626087789434122,0.2781758971690558
113,0.5445191944449905,0.44867877261059197,0.34927354930878096,0.3074091868739188,0.3116199633141621,0.2811768069546063,0.451512974857253
114,0.21613214030153474,0.352257041998719,0.3446886389566967,0.24579621949630137,0.2433887167283401,0.21623607586052845,0.3545459010422686
115,0.17404500689160146,0.21296325841444783,0.17554535212769878,0.2807042111009543,0.42073610561104474,0.21452443844186395,0.21127913010264276
116,0.4161330960082473,0.20841414479159096,0.20714201600806492,0.14462818806502792,0.14527839659656558,0.14475927130683114,0.20845809878707924
117,0.42581591013444425,0.31408766628029366,0.3487697327576414,0.21959392532624658,0.21879647746632222,0.2798390373035973,0.31640868654898785
118,0.48375269959738754,0.35953005535242105,0.17334655995987175,0.24224805135278418,0.24028583753267696,0.17573988300640128,0.3605211228659166
119,0.5747081554561512,0.29310487069801966,0.3470966413906877,0.2912275698222653,0.2928201622344246,0.2904617891205102,0.2896625072665888
120,0.2703261286159666,0.3553863138731245,0.3494676264198451,0.2813878799658775,0.6144850540098215,0.26917916022265753,0.35609454017147685
121,0.43639549537932454,0.29077882266626237,0.34855942241634735,0.2448793776787959,0.24635787692218392,0.27707201874407306,0.2904492035209349
122,0.41679134388904643,0.636577288867337,0.10938417949766474,0.10904530804989286,0.1094428223514439,0.10978464022850183,0.35244644774393374
123,0.20925512321744105,0.20717065777744373,0.2174142225097796,0.21636034177306193,0.2084551593501899,0.20870096615901879,0.20649034388740997
124,0.14044107647204127,0.3138748462905401,0.27810422184939715,0.4328965158954515,0.14095679357047833,0.1418735259995975,0.3132984560023224
125,0.24252599724141824,0.717918041416486,0.2846775144444454,0.2390342482047736,0.2392771530945655,0.3452923599857954,0.24230871403547058
126,0.5871910073095231,0.4359090645252086,0.17464851343879154,0.5928720302509045,0.1737040208475316,0.27633539027744475,0.4368286201001043
127,0.27372551004508244,0.9122996528516002,0.17513969599775575,0.3107853111939509,0.3083539638111383,0.1757647568245084,0.2709793161328929
128,0.2190561049985268,0.23640599835505913,0.35149276322911827,0.21898403673456623,0.49437404309523975,0.2345967122963859,0.2348634242529731
129,0.4220580243667173,0.6359382037401989,0.17607096917591758,0.2202741681938273,0.2192003727133039,0.2810437596952092,0.17589066495015687
130,0.41533961061434704,0.31181680525007344,0.347642898478226,0.14343333610025946,0.14406733941266267,0.14544747715255543,0.31103196389899207
131,0.14022773440481806,0.6286025825098682,0.1478022625629849,0.1454537294843172,0.14656240232859197,0.14186959140895133,0.1406254457639118
132,0.16254199273608644,0.16094187951160546,0.35045698228664846,0.7148588535980986,0.13949256678679403,0.14274523812395634,0.16200878807184654
133,0.5787753497384429,0.21900637871795536,0.34869934519093376,0.21748198983189893,0.2811375269829811,0.21895885113385993,0.21885908409639607
134,0.5440412017233608,0.3556777410166484,0.11572087653698977,0.35597537790140177,0.614421819805817,0.11687831858629959,0.11635531426033145
135,0.4372017376212248,0.35547947333806384,0.11600197005129548,0.3541742202892178,0.11629597636402396,0.48676225604945333,0.11645402904567283
136,0.21095921531192727,0.3195535599706919,0.3514746329227949,0.32031896311047703,0.2779781000207209,0.44126318325971065,0.2103496116507484
137,0.42139211757405487,0.12490969461662424,0.12446396543633782,0.12405226072683376,0.12352738412072828,0.4326396142709337,0.12409488545386246
138,0.2109348709562102,0.2789794772970688,0.21163217995213865,0.6274671208315722,0.2189606934856717,0.21780784715537835,0.34840864971086116
139,0.24314064334512625,0.24179265596545826,0.28069033646125346,0.23741294254623668,0.47798492392548536,0.23887438394293406,0.24393510214087952
140,0.2899130751373801,0.43932362636797145,0.35094414228295634,0.1404070947142298,0.4314930353026669,0.2884244021261103,0.13961764244473984
141,0.5427886530364766,0.29877781470871473,0.3504445549164786,0.30080072127481006,0.6238470397629882,0.2804760319934578,0.30077507477661314
142,0.4342741226888966,0.5710416309130868,0.17516119415349277,0.2437057270523165,0.17506164562022364,0.24456474625516836,0.2833515473705584
143,0.4213230048971382,0.3204884847759163,0.11563205523230463,0.319127006659915,0.44334520300695934,0.1175584018977986,0.11556763271617661
144,0.20957167021193004,0.3114456946448388,0.35014782852502396,0.141138691589249,0.13932348506724132,0.21066053623831774,0.3112201812563635
145,0.4233994673769352,0.15566721926104932,0.3490625850125643,0.1569530169563241,0.43793591498444606,0.155832950542399,0.15724174509040706
146,0.48464060804900755,0.17846523246736665,0.3491417167786768,0.1784564716293463,0.17660462133499577,0.28287565728009445,0.180496285297087
147,0.11664732090351032,0.8712768525855993,0.57687615301428,0.28021989700575095,0.1176943351093756,0.5848028627946388,0.11695263643153368
148,0.5468495659664849,0.29878880548183334,0.3504299158956958,0.2989990728876863,0.3089853120178286,0.30988415114623746,0.2996929481215604
149,0.4402062533311398,0.35127578485652033,0.16463933244415138,0.35020264743606855,0.163929053796926,0.1621362082353859,0.35325444719287935
150,0.20813848480477987,0.3214177807316514,0.17507654113899973,0.3198109621704199,0.17546836393567744,0.2777394684254777,0.2103870905942916
151,0.20885059910631473,0.3091656221835461,0.34846923944231195,0.21677537949480477,0.21625046281500154,0.20944424112239282,0.31163465658965817
152,0.42351370140176053,0.15754083869297938,0.35250053126369846,0.15721092597418357,0.43776835463336605,0.15597612221354873,0.15800153129294844
153,0.2398229386760258,0.7151550942766046,0.17553678206164913,0.13826702632090926,0.138318027793565,0.1753746745419814,0.24410540537191366
154,0.5770550369811971,0.5393102196004121,0.1755246105622793,0.175231330655454,0.14179680674756368,0.1392982414868872,0.537650499521615
155,0.5490399671689336,0.4531164701195091,0.3504410633481426,0.4499871306391608,0.30944068674534775,0.311626073351826,0.2809530555968587
156,0.21805406190864207,0.3559736547244002,0.3499555399619224,0.2440937321796646,0.24408394631032335,0.22105039018054254,0.35495065331411324
157,0.41759671654860625,0.6426836190093733,0.1759815422668996,0.175291929260023,0.27775977705136706,0.21960977764134793,0.22086183786186864
158,0.21146694429245783,0.2081854421029459,0.21719632626221047,0.20693520049452654,0.21701690702320722,0.20762106958849855,0.20890501901738937
159,0.42539539054654973,0.3139449190139604,0.17565119578808813,0.22011574110823076,0.21778918583051501,0.17522946421223798,0.31444385321974366
160,0.4847006824353357,0.7136623973158611,0.17609185961817428,0.17570576050790654,0.09344015551801776,0.09396913583336232,0.0944091737491466
161,0.2898279843351738,0.43421667313229495,0.34944030261026904,0.436083184468484,0.5809942982066014,0.2883904221207821,0.2812239305070315
162,0.5437571809918369,0.30014785346081946,0.13879859109878898,0.30068316171767984,0.14088601933415137,0.6208293354355459,0.3023362846508347
163,0.43901536845932143,0.23396640264220567,0.3520180391347368,0.2353420588918135,0.2438404690862652,0.24657266527722077,0.2347846102570977
164,0.1416490637259062,0.31982246207029597,0.13930636762690143,0.14018685062531916,0.21746955944479052,0.21798783983776684,0.319729980345622
165,0.41938337901419986,0.15534394304188892,0.17409226109138648,0.15599548711808175,0.1730889580857643,0.1559693701871708,0.15641135255254043
166,0.20882278442559019,0.21105716737860059,0.17547885975452387,0.2084442710775615,0.17391202431749778,0.21251570043387824,0.2089801708823675
167,0.48690328586709725,0.36030483145831954,0.1766145781084129,0.2400427311109335,0.24142562063051942,0.17475526369854344,0.3573290736601024
168,0.5826052013292624,0.278600688667647,0.3495528380510227,0.19702865745290452,0.1968637245155096,0.194836376405068,0.8773060999851929
169,0.18155577849130125,0.4500358802216762,0.3513614270641399,0.45145800783336604,0.18090354769158976,0.2793749047651077,0.1813236833668934
170,0.21738192390114142,0.2356054237772304,0.3506895640980808,0.23405772664332958,0.4870964045085658,0.21837299392700799,0.23569885450620862
171,0.4183212077719631,0.15939193833382073,0.34944848713048593,0.1591812375691526,0.4391190856509976,0.15953822360080372,0.15977794242326027
172,0.41785608307242655,0.30920924046838016,0.3542585205108434,0.43260356664957716,0.14109000887759635,0.1396397531754998,0.31291836089737585
173,0.42161579677476174,0.3117372712078912,0.3512790790549618,0.21741301584927133,0.28028246211355434,0.21841127414294315,0.31538233466009974
174,0.4817974050867585,0.24035214010177264,0.17672921892485047,0.48026541795872074,0.2381291752278276,0.17446047027037456,0.23822470538767837
175,0.13936278503166677,0.1406823718859141,0.35525616069710736,0.29522556375964504,0.29388880807322376,0.5768094256920298,0.8753145872785044
176,0.2717532348030357,0.4511889441730377,0.1758568243782884,0.6176824916066795,0.17526439614981706,0.2743749813188596,0.4509999952396557
177,0.1445244850367625,0.2328522085022334,0.14620481377264452,0.4837349246106189,0.23447445472574946,0.14378414669557318,0.23719175128168235
178,0.20926816369088183,0.3179578959585629,0.3507333379271069,0.21998065741514836,0.21146784630172644,0.21942722162350511,0.3236279835306458
179,0.13954751757115266,0.31336819880676686,0.277480329962568,0.14113851570619798,0.4348151281962918,0.31240452516725514,0.14017076225357392
180,0.21330304422346172,0.31377432423752405,0.17663111059115297,0.43797098937486134,0.21174222710895813,0.17516986363182835,0.31354050881479056
181,0.47816504759692474,0.3589959229582354,0.3482063025441999,0.2417758145380231,0.2414433777166802,0.2808790622315541,0.3602839064914986
182,0.5817953121544851,0.2926151399290362,0.2897734908914033,0.29445137363396223,0.29267989102137887,0.29093536758079896,0.27955555251543834
183,0.5425219315889765,0.371741001955097,0.3508772917917421,0.20650208425854089,0.20785212711922355,0.20770808082890746,0.37261153659016566
184,0.21737805033522423,0.3562390643797938,0.17363021054121874,0.4829995924346915,0.17525070958482689,0.21942336145361674,0.3510021243995233
185,0.21005874387629028,0.6383966066371373,0.3481517682580103,0.2192815651161324,0.21805593077163477,0.27809348864741,0.20942335363666562
186,0.10859715834681916,0.3125601725328952,0.10895040398163992,0.10772712577896708,0.2774165337940387,0.3124042293187254,0.10812646307686949
187,0.4186338178845159,0.20886332074691372,0.17470939242354033,0.2088567869696348,0.4385110497577673,0.17420260114949562,0.20967891105691464
188,0.4838639097257364,0.17770735003480284,0.3482944777258819,0.4749414779659135,0.17956999355517056,0.17988665543269794,0.17834008322677836
189,0.5819588584667681,0.291066266256916,0.3481434583363478,0.5833718310696503,0.2903704709121447,0.27855717476643754,0.28957210036924863
190,0.5440823029113449,0.301887500672339,0.35040981806658084,0.3103661547439043,0.3004056324741121,0.30749109338423036,0.3007111535656824
191,0.22053587849332296,0.7066266906546589,0.35104492558684475,0.16281000818553565,0.1627600163303823,0.21574854379506084,0.1629863966284993
192,0.4178743416113118,0.15971587876864646,0.34716690288813634,0.1600265790678345,0.1604254209635588,0.43566396499366905,0.15930289183432658
193,0.20859315094372957,0.31219056208026347,0.31323427847365337,0.143449994239217,0.21221784814712338,0.14398223823305004,0.14398050459909453
194,0.422039292554623,0.31337858614741093,0.3510319211096878,0.21906957305372585,0.2198673742572683,0.2805154527265675,0.31302716110445505
195,0.4845794068039538,0.23897925685706423,0.17490671143414105,0.17508154536278575,0.47666114339477583,0.23691552738929858,0.2393656127963131
196,0.2886451432002921,0.4346292972746715,0.1769190398209008,0.5854549946471379,0.28913337044757914,0.17397036648208045,0.43553229810673694
197,0.18331198920643876,0.4488651596102397,0.18277955424767311,0.3090268950111269,0.3105907422185668,0.1812782881906699,0.44900180295030095
198,0.21743214374098727,0.7099710768885786,0.35035994854440367,0.24229932997742404,0.24529919666390343,0.2825858016185719,0.21773766004232775
199,0.41925826911481756,0.3174353803353649,0.348106688491969,0.14654560706656994,0.14584379230566547,0.1459069460118753,0.31993437578868716
200,0.1401590955443906,0.2081149014241497,0.13909228826170505,0.43464750307305167,0.1397957334189435,0.20777669320479394,0.2080336199869444
201,0.21071495757756317,0.31426947412412504,0.3514323169665609,0.2091330145654098,0.43817906626460557,0.2814206753424349,0.31372375846807826
202,0.16262603952903318,0.7133962264459688,0.3509543774887416,0.2411846510940803,0.24026880566013206,0.16124492849223923,0.16204896703822655
203,0.5769238675272195,0.8709072086473373,0.17569527545400546,0.28956034973162453,0.2920372038705153,0.1748004868729702,0.28433078174831644
204,0.27086847539580733,0.8996255854364543,0.3523385335465871,0.2740212190290137,0.09288340974094723,0.0938989648145747,0.092952154085493
205,0.4391794690339539,0.3514840298744519,0.35097992168494824,0.1914660756035401,0.3518327527524044,0.19296147195809296,0.1914414080754796
206,0.21133197007383625,0.2133521255448936,0.35158509314518327,0.439261668400706,0.21096825712739875,0.21255999425958083,0.21149488794888896
207,0.21080296038270235,0.3116299656860665,0.3488179193973426,0.21562095746961,0.2153399673868698,0.20909636840325507,0.31134547589870804
208,0.21368753808502886,0.3144867023243131,0.17680043313538676,0.2802632169166987,0.21093668233377813,0.1752962709187127,0.31287047587273026
209,0.48684934242009303,0.7121796395602422,0.11964256161716814,0.12070728479382868,0.11886362715168801,0.11920821345468582,0.2813170449712977
210,0.5840266282515723,0.29164935591492785,0.35478539456126396,0.2948432938834465,0.29177930308497874,0.2900486803565625,0.290146730777537
211,0.26997653167067487,0.9062362262460798,0.3483234820346237,0.6202794087684385,0.27037494373514054,0.13925679337732866,0.1386279131032337
