Step,AI_Eps_0.05_e0.05,AI_Eps_0.1_e0.1,AI_Eps_0.2_e0.2,AI_UCB_0.1_c0.1,AI_UCB_0.15_c0.15,AI_Softmax_0.05_t0.05,AI_Softmax_0.1_t0.1,WSLS_I0.12_LR0.05,WSLS_I0.15_LR0.1,Thompson,Thompson_W200
19,0.02420846015341505,0.08134621708636493,0.02420846015341505,0.020738958601753243,0.18746008343288115,0.08134621708636493,0.020738958601753243,0.09464628956506044,0.020738958601753243,0.21424042121775902,0.02420846015341505
20,0.011610168193523361,0.1572701103904429,0.034236256792652,0.011610168193523361,0.09500309438577108,0.011610168193523361,0.0217927525065305,0.034236256792652,0.0217927525065305,0.14148251524360364,0.011610168193523361
21,0.2207531078330953,0.08109129179571756,0.09347830298413543,0.03360705102545928,0.08310620432886164,0.08310620432886164,0.062167858407006435,0.050676377473722334,0.03360705102545928,0.08109129179571756,0.03360705102545928
22,0.07645423844656833,0.03529458496977665,0.14731401818158216,0.08018090482204746,0.1405663877374363,0.03529458496977665,0.08227653784809486,0.07645423844656833,0.08227653784809486,0.2018651222571948,0.03529458496977665
23,0.036964818860443824,0.17803816577926893,0.05274611937193507,0.05274611937193507,0.12489095868180268,0.10565768387792873,0.036964818860443824,0.036964818860443824,0.045560801238930276,0.1880158752506292,0.045560801238930276
24,0.20429008599645532,0.044967980617655175,0.029540693817784302,0.044967980617655175,0.07969616030668412,0.05909636727075549,0.029540693817784302,0.029540693817784302,0.07969616030668412,0.09576986928068444,0.044967980617655175
25,0.11792387194789081,0.16957402271437963,0.15714045053728867,0.031877037241680305,0.031877037241680305,0.0378361002127512,0.00824011064573327,0.18302280645430558,0.0378361002127512,0.00824011064573327,0.00824011064573327
26,0.15045696173216835,0.08595091419049627,0.028549802634326445,0.04177008938384737,0.05332765280621281,0.08595091419049627,0.04177008938384737,0.05332765280621281,0.028549802634326445,0.058086758557999545,0.13719918285073276
27,0.06827506358957888,0.07008126938162587,0.014183106439825066,0.048424747279120224,0.014183106439825066,0.06827506358957888,0.014183106439825066,0.0919002462087328,0.07008126938162587,0.15193947708381694,0.014183106439825066
28,0.1763890409491455,0.0697573854661493,0.11998440191953826,0.0669724256031722,0.1357033029322637,0.0669724256031722,0.04949731293192783,0.12057332195265849,0.0697573854661493,0.16159999742024736,0.04949731293192783
29,0.16450676279410859,0.05308149126017836,0.04037681099802924,0.04037681099802924,0.03221336823051558,0.061965858164193345,0.03221336823051558,0.04934380345837579,0.05308149126017836,0.061965858164193345,0.04934380345837579
30,0.03883725704243373,0.03424499199632963,0.0908829783436004,0.017362700254845816,0.03424499199632963,0.03424499199632963,0.017362700254845816,0.03883725704243373,0.017362700254845816,0.017362700254845816,0.07779364241274818
31,0.14603141403100667,0.0874218843128737,0.027343911264121265,0.07343346576640532,0.0874218843128737,0.02186360868062743,0.027343911264121265,0.02186360868062743,0.07343346576640532,0.027343911264121265,0.13373534751928673
32,0.02632357425594705,0.028002631091772576,0.024671778395868472,0.1362172650843339,0.02632357425594705,0.1214966968149759,0.03834678034077889,0.028002631091772576,0.03834678034077889,0.024671778395868472,0.028002631091772576
33,0.037152120394742236,0.04409051580727069,0.1854116793185392,0.19902036046313779,0.037918059622851906,0.02303566364660007,0.02303566364660007,0.04409051580727069,0.04409051580727069,0.037152120394742236,0.037918059622851906
34,0.05038033683080182,0.015280479237665947,0.04068601980688698,0.03802521502204075,0.04068601980688698,0.19856353330983267,0.1350677653432753,0.05038033683080182,0.015280479237665947,0.015280479237665947,0.03802521502204075
35,0.06661689316972459,0.047827318207483,0.14849728959941694,0.021823564044765393,0.031771955373023554,0.021823564044765393,0.07078081739199074,0.07078081739199074,0.021823564044765393,0.031771955373023554,0.047827318207483
36,0.05689078212063666,0.01032096025451524,0.007603617354143991,0.15526620609622446,0.01032096025451524,0.05689078212063666,0.13692849447070216,0.01032096025451524,0.007603617354143991,0.007603617354143991,0.01032096025451524
37,0.15190509743461095,0.011090306794275528,0.1158010204148747,0.011090306794275528,0.011090306794275528,0.011090306794275528,0.011090306794275528,0.002917000941071899,0.17428220560190444,0.12938385625564494,0.15291532580423683
38,0.17246433849016082,0.06781626081785355,0.04900717580178839,0.03449188570008561,0.050095395344133965,0.06781626081785355,0.04900717580178839,0.12529863690026455,0.03449188570008561,0.10229663084053976,0.03449188570008561
39,0.16559141775677225,0.05112834002878708,0.03453521368282174,0.06537990163644221,0.09259247295088516,0.24241496783406985,0.09259247295088516,0.1132155119305068,0.08599803465703955,0.05112834002878708,0.03453521368282174
40,0.04519457404123056,0.28420433961219316,0.03460084461937656,0.03460084461937656,0.03460084461937656,0.10645669271112465,0.05120060327245044,0.07354121166339483,0.12123929937006836,0.04519457404123056,0.05120060327245044
41,0.04318313578554576,0.1398775472329104,0.0612265991841641,0.04318313578554576,0.036417254052726854,0.015162713146675045,0.015162713146675045,0.1076003012493907,0.036417254052726854,0.25419625819263475,0.0612265991841641
42,0.034224028951525994,0.2379827651179929,0.13498277048865623,0.06405682581308902,0.06405682581308902,0.04373629087276531,0.040385660735906485,0.04373629087276531,0.034224028951525994,0.034224028951525994,0.040385660735906485
43,0.029220944561388563,0.03810656210774505,0.19818832109282994,0.04435759697683785,0.04435759697683785,0.029220944561388563,0.03810656210774505,0.06543065262584052,0.167835912477388,0.03810656210774505,0.029220944561388563
44,0.06465946030789979,0.04376239120728638,0.07117287467043204,0.04376239120728638,0.06465946030789979,0.04090490805782534,0.089023238251769,0.04090490805782534,0.089023238251769,0.07117287467043204,0.08592323086130428
45,0.18091478223169216,0.16935755143916367,0.13477234212951214,0.043165781353714544,0.042715676335897845,0.03986869362935071,0.03986869362935071,0.043165781353714544,0.16744116714204843,0.03986869362935071,0.042715676335897845
46,0.17613900244022912,0.058483135682818724,0.049324589461179486,0.09493421768499512,0.049324589461179486,0.049222271304786736,0.0691604357385552,0.0691604357385552,0.049222271304786736,0.058483135682818724,0.1149013164078734
47,0.028461781411927487,0.03704671218738307,0.08965375533331936,0.008801385561290634,0.08615847202275997,0.08615847202275997,0.028461781411927487,0.19530859466435085,0.03704671218738307,0.008801385561290634,0.028461781411927487
48,0.05022404939039541,0.07205354745930159,0.10684227789083599,0.09658883651701973,0.09658883651701973,0.05127337983260445,0.05127337983260445,0.0501607412114329,0.07205354745930159,0.0501607412114329,0.05022404939039541
49,0.21539851119868358,0.09354903735487596,0.05308505299194652,0.02003827620135243,0.02003827620135243,0.05308505299194652,0.02003827620135243,0.09354903735487596,0.16399275437353242,0.15199283898657354,-0.008860375273502984
50,0.21005819705159157,0.0333725967099359,0.04873857671406861,0.1682618964024955,0.03795091764460288,0.04873857671406861,0.10324858842560788,0.0333725967099359,0.03795091764460288,0.0333725967099359,0.1750148948934765
51,0.14836105300525487,0.08837952782338494,0.03569674273035832,0.020889994686123823,0.020889994686123823,0.08837952782338494,0.020889994686123823,0.11622963010460614,0.03569674273035832,0.05988541405888001,0.05988541405888001
52,0.05454501708221452,0.056246587122066774,0.13784460229138237,0.06549397068010825,0.05454501708221452,0.056246587122066774,0.03397344850443228,0.03397344850443228,0.11925320559894352,0.06549397068010825,0.05863865147971294
53,0.046906499413948456,0.0820444663952928,0.05270838695549697,0.05270838695549697,0.0820444663952928,0.09379652183184889,0.06386655041976402,0.06386655041976402,0.05388976564016893,0.046906499413948456,0.05388976564016893
54,0.04971717497605171,0.023479271683529826,0.04937393805610914,0.014606173589387483,0.04937393805610914,0.08637954647566565,0.023479271683529826,0.1435065603181367,0.04971717497605171,0.023479271683529826,0.014606173589387483
55,0.13814733040928198,0.02353158468110028,0.1578754438362424,0.02353158468110028,0.013524484431220868,0.02353158468110028,0.013524484431220868,0.03540728587749793,0.013524484431220868,0.03540728587749793,0.02353158468110028
56,0.07437752913594355,0.15369698031742385,0.14208398680460288,0.07437752913594355,-0.00285490158806178,0.01797800912486286,-0.00285490158806178,0.01797800912486286,-0.00285490158806178,0.01797800912486286,0.01797800912486286
57,0.03485178366216812,0.054608755831622655,0.06295264865835347,0.06295264865835347,0.054608755831622655,0.21623119203419738,0.03485178366216812,0.008759126254563295,0.13895014846598389,0.03485178366216812,0.008759126254563295
58,0.055019511375084006,0.03482707631008663,0.033511647254668764,0.055019511375084006,0.033511647254668764,0.033511647254668764,0.03482707631008663,0.14716382166085054,0.04262268851272226,0.04262268851272226,0.03482707631008663
59,0.04737048596386608,0.06943359701051587,0.029348610045749422,0.1436375188174397,0.029348610045749422,0.06943359701051587,0.0531847461640429,0.029348610045749422,0.04737048596386608,0.10252017502616907,0.0531847461640429
60,0.03843640276938317,0.23051378886830004,0.13038842810387874,0.03440882206208297,0.03843640276938317,0.19073102773798364,0.03126074834406927,0.1476910959910295,0.03440882206208297,0.030045376045441583,0.03126074834406927
61,0.1387747158036863,0.007629153802698674,0.007629153802698674,0.007629153802698674,0.007629153802698674,0.007629153802698674,0.045367375821265904,0.045367375821265904,0.10978431318134504,0.14549076591745166,0.14935262726701276
62,0.12214116200469077,0.0903585507317822,0.17090037231063618,0.1460277213071711,0.03694823558263145,0.02431013175910925,0.02431013175910925,0.03694823558263145,0.11354362054585813,0.02431013175910925,0.03694823558263145
63,0.06122810901975543,0.05708138599862791,0.12419071225788046,0.1404573712405837,0.07559965930717721,0.03491087376196363,0.03491087376196363,0.05708138599862791,0.09270118988312438,0.07559965930717721,0.06122810901975543
64,0.20687943814926293,0.08180153593883632,0.12772722261156766,0.0189864190612713,0.0189864190612713,0.03901111001719793,0.0189864190612713,0.16812703357457617,0.03901111001719793,0.08180153593883632,0.04538667684634136
65,0.13270735317907048,0.07918696436818032,0.18123717618339946,0.013946859480611744,0.14646267598131835,0.07918696436818032,0.013946859480611744,0.05420357177899889,0.05420357177899889,0.013946859480611744,0.013946859480611744
66,0.16853757943513367,0.08333342378563874,0.10175586288693823,0.13863545566751434,0.2553621110749156,0.08333342378563874,0.044700316810909864,0.044700316810909864,0.01542166172806436,0.01542166172806436,0.01542166172806436
67,0.029537054945731268,0.05481117640944308,0.040741182320749095,0.1679491805637732,0.20862989560661582,0.13666372425790155,0.05481117640944308,0.029537054945731268,0.14500752484484883,0.040741182320749095,0.029537054945731268
68,0.04844224390642402,0.05869429840295353,0.024019230858015765,0.07244481712928634,0.05869429840295353,0.04064046582872065,0.024019230858015765,0.04064046582872065,0.06382280579290024,0.024019230858015765,-0.016373399972199366
69,0.04885119042029051,0.0552330326408052,0.1566935593377423,0.14661059413103905,0.0552330326408052,0.047355427627576975,0.1523466314593198,-0.02019239535965471,0.04885119042029051,0.047355427627576975,0.10482285302127835
70,0.07442416128127693,0.02494383633691342,0.15882927437845812,0.05723916427881326,0.09220769381796103,0.08957058151118466,0.02494383633691342,0.07442416128127693,0.02494383633691342,0.0984168344790689,0.05723916427881326
71,0.034049256828118046,0.04597343424565436,0.1323008766633518,0.05224024069711291,0.04597343424565436,0.04597343424565436,0.05224024069711291,0.034049256828118046,0.09347703993644901,0.034049256828118046,0.10947353553205695
72,0.19417839745416945,0.15153847093612335,0.019620743529271303,0.019620743529271303,0.019620743529271303,0.01351722174226798,0.01351722174226798,0.11131521784487489,0.01351722174226798,0.11644231945661347,0.01351722174226798
73,0.1639893272999188,0.03276646406281812,0.06666920442671187,0.037260799482715073,0.03276646406281812,0.2424544522629373,0.06666920442671187,0.086117216928996,0.037260799482715073,0.037260799482715073,0.03276646406281812
74,0.034184853087392754,0.1888737909052664,0.02136444741593727,0.034184853087392754,0.02495457561136423,0.12041341744402721,0.1430080762038268,0.02495457561136423,0.02495457561136423,0.02136444741593727,0.02136444741593727
75,0.040992872704482104,0.020517604120799744,0.04675272464863958,0.09720048284812824,0.040992872704482104,0.020517604120799744,0.07742665687468293,0.020517604120799744,0.020517604120799744,0.1171229730093422,0.04675272464863958
76,0.14968823114359495,0.062006180870278864,0.176726916878261,0.006967988182677684,0.006967988182677684,0.006967988182677684,0.062006180870278864,0.04772011131175411,0.17223576991722372,0.11945374897936993,0.04772011131175411
77,0.18457161698712887,0.03872544621506217,0.0871429470752449,0.03872544621506217,0.09063281289668278,0.04002742109506621,0.06634376331838725,0.03872544621506217,0.09063281289668278,0.04002742109506621,0.06634376331838725
78,0.036121622072210265,0.08550698974492084,0.1662518485320195,0.06509803605703798,0.01596782013109387,0.036121622072210265,0.08550698974492084,0.11839662822117382,0.06509803605703798,0.01596782013109387,0.01596782013109387
79,0.02266040957976198,0.07381783250984707,0.02266040957976198,0.04321236247440991,0.11118912221961415,0.07381783250984707,0.04321236247440991,0.022354411887514396,0.022354411887514396,0.022354411887514396,0.09317909893411021
80,0.011936404804385405,0.08291437007459754,0.17523180161226315,0.16183113212656708,0.08076535695036972,0.011936404804385405,0.1473947728526313,0.08076535695036972,0.08291437007459754,0.011936404804385405,0.011936404804385405
81,0.13711378039672445,0.02220052117461185,0.11563187159637792,0.19465666929862918,0.02220052117461185,0.02220052117461185,0.02220052117461185,0.06719007954628699,0.02220052117461185,0.06719007954628699,0.10412891073303586
82,0.03561592341903437,0.022020274661386077,0.04865832365581374,0.022020274661386077,0.04865832365581374,0.04897069180688197,0.19595973598822009,0.12947372647647007,0.022020274661386077,0.04897069180688197,0.03561592341903437
83,0.0644386813396676,0.06803949605019396,0.14380132332814496,0.21570224802719395,0.02661700569015139,0.0644386813396676,0.02661700569015139,0.06135685852427231,0.06135685852427231,0.06803949605019396,0.02661700569015139
84,0.20336645111115892,0.022413528356773734,0.1788748143917058,0.1670434734503912,0.030683373449828053,0.022413528356773734,0.022413528356773734,0.15510470306900384,0.030683373449828053,0.1186600053987637,0.030683373449828053
85,0.07956626823312332,0.06561597196274963,0.05072331995267522,0.23364273432224242,0.07956626823312332,0.01925924592411953,0.05072331995267522,0.14067822999071977,0.06561597196274963,0.2005012455214956,0.01925924592411953
86,0.20397934760587855,0.02535263876879797,0.04820672437382317,0.20918247901499765,0.02535263876879797,0.04820672437382317,0.08746760124921385,0.11370396151966378,0.02535263876879797,0.02535263876879797,0.21357195534934736
87,0.14816432181859027,0.06063616587177221,0.11088885736523224,0.0790468676854387,0.09322528976760397,0.06063616587177221,0.02759762800409191,0.02759762800409191,0.0790468676854387,0.15829523961796058,0.038683730490239585
88,0.08914383348841298,0.12925012064968416,0.06793311190903636,0.04145308868558905,0.10374167980352195,0.1320012708471987,0.04145308868558905,0.06672995313602874,0.04145308868558905,0.06793311190903636,0.06672995313602874
89,0.08761923130214648,0.04112358983656669,0.047179309019194066,0.1978269407216343,0.02843589854872914,0.02843589854872914,0.04112358983656669,0.02112400351668507,0.02112400351668507,0.047179309019194066,0.21556692237284425
90,0.05638827947780202,0.016317606915533574,0.03996662023269165,0.1776961031339261,0.05638827947780202,0.03996662023269165,0.05951233276737437,0.016317606915533574,0.016317606915533574,0.05951233276737437,0.016317606915533574
91,0.019771468610693406,0.1466796551405054,0.03690347739610342,0.21779542565672738,0.03690347739610342,0.25211789042231075,0.03690347739610342,0.019771468610693406,0.019771468610693406,0.09879139608685238,0.019771468610693406
92,0.21290925127596594,0.11028261290304404,0.06155874364304848,0.011435637071559967,0.011435637071559967,0.0638897567790657,0.0638897567790657,0.13411162718518527,0.027035838110140833,0.011435637071559967,0.06155874364304848
93,0.05322649921413931,0.1320468440758643,0.11480773392563866,0.17646623897247674,0.0874756510297599,0.0204141359931916,0.17113059936489816,0.0204141359931916,0.0204141359931916,0.08671217774587989,0.05322649921413931
94,0.06353579577125243,0.017614296081918834,0.06571046075667387,0.0521376211626014,0.1888977770789303,0.13056177733341978,0.017614296081918834,0.017614296081918834,0.0521376211626014,0.06353579577125243,0.06571046075667387
95,0.030260464418140273,0.12188515322916113,0.10104475924821439,0.02471878857966448,0.13196163734051533,0.08963318819736711,0.02471878857966448,0.030260464418140273,0.02471878857966448,0.030260464418140273,0.02471878857966448
96,0.0686173444049853,0.03825012050231022,0.05905856804426819,0.03137124429886112,0.20420732311871642,0.03825012050231022,0.05905856804426819,0.07494207694159528,0.032594550496070136,0.03137124429886112,0.032594550496070136
97,0.14647558248971168,0.0381239474111043,0.13407558140501072,0.0818987244629015,0.11670011550870173,0.22244089222936098,0.0381239474111043,0.018681351220285063,0.018681351220285063,0.11366969811274115,0.018681351220285063
98,0.046671073714211565,0.13233488905112178,0.05608442585296708,0.013666130080640609,0.1425748901387943,0.20214928804010981,0.17467157173899636,0.046671073714211565,0.05608442585296708,0.013666130080640609,0.06774021280193615
99,0.06068816946202362,0.027543326251736243,0.046059448083237337,0.10917266158285277,0.050727663085839925,0.050727663085839925,0.027543326251736243,0.027543326251736243,0.046059448083237337,0.06068816946202362,0.23877217294002132
100,0.03758627839227764,0.11763623748017356,0.03457128317192074,0.010900573325684431,0.061610990409785446,0.010900573325684431,0.010900573325684431,0.05843459976646986,0.03457128317192074,0.061610990409785446,0.14741754520839492
101,0.19975368698563903,0.11225905512479303,0.14577488222347687,0.03269659981994779,0.026074187882073784,0.026074187882073784,0.026074187882073784,0.018073595271755526,0.11780952283213277,0.018073595271755526,0.03269659981994779
102,0.18133886370396177,0.023455955892674803,0.1939281920631788,0.034115338986869005,0.05606408066681129,0.034115338986869005,0.034115338986869005,0.19744093477484473,0.023455955892674803,0.05606408066681129,0.023455955892674803
103,0.16081878188934048,0.020571543346964084,0.141112794667749,0.027338727365285146,0.024932727295479958,0.020571543346964084,0.027338727365285146,0.18063358647474134,0.2036374310149995,0.024932727295479958,0.020571543346964084
104,0.08520790370030505,0.028883581803681592,0.04864804763818294,0.037144030775954594,0.037144030775954594,0.028883581803681592,0.18099299010316647,0.028883581803681592,0.06507129827447522,0.06507129827447522,0.04864804763818294
105,0.15804865081957664,0.008985802398003317,0.06621313481735727,0.008985802398003317,0.04923474540621784,0.008985802398003317,0.24134008260419906,0.008985802398003317,0.008985802398003317,0.04923474540621784,0.06621313481735727
106,0.04477726382938805,0.06793067206519728,0.06858253124456423,0.015806538273863587,0.04477726382938805,0.015806538273863587,0.015806538273863587,0.06858253124456423,0.06793067206519728,0.029728539335130606,0.11363981497800998
107,0.06699249833177826,0.03337129958890753,0.01946418203258788,0.01946418203258788,0.05657973402973621,0.03337129958890753,0.05657973402973621,0.01946418203258788,0.03337129958890753,0.06699249833177826,0.01946418203258788
108,0.025970396980647042,0.045919331868668534,0.03090670051174931,0.188675074002221,0.03090670051174931,0.045919331868668534,0.025970396980647042,0.07024043629681287,0.025970396980647042,0.03090670051174931,0.18595692819463744
109,0.05974925838547667,0.05658029526218838,0.037514557187842044,0.05658029526218838,0.08192018850404145,0.23884758092532554,0.020951759269184862,0.020951759269184862,0.037514557187842044,0.05974925838547667,0.1997221954989601
110,0.110748147814718,0.041812203212221295,0.0544291144283627,0.041812203212221295,0.041812203212221295,0.01818987720826135,0.029610933567912435,0.01818987720826135,0.01818987720826135,0.0544291144283627,0.029610933567912435
111,0.06367349311333302,0.03928108959691273,0.15230469982963252,0.03928108959691273,0.046823049925099,0.046823049925099,0.03657731554333169,0.03928108959691273,0.06367349311333302,0.10529188998026294,0.03657731554333169
112,0.050231807648426254,0.0760607653620379,0.1915214127546085,0.050231807648426254,0.05163083768673235,0.05503776332841853,0.28864809477288467,0.05503776332841853,0.050231807648426254,0.05163083768673235,0.0760607653620379
113,0.04202238114679066,0.02927690966419379,0.02192670436426678,0.02192670436426678,0.09174836860944788,0.02927690966419379,0.07658074661627462,0.11478729105492808,0.04202238114679066,0.02192670436426678,0.02927690966419379
114,0.05435992523917603,0.03683929704386108,0.03683929704386108,0.033084558079073,0.1547995830338089,0.032482279243793453,0.05435992523917603,0.033084558079073,0.08219502624557345,0.033084558079073,0.032482279243793453
115,0.02546218710209545,0.009829915278941637,0.08471374018730798,0.009829915278941637,0.009829915278941637,0.02546218710209545,0.009829915278941637,0.02546218710209545,0.08734303491169623,0.009829915278941637,0.05143922897656619
116,0.07669341353107348,0.03435327366119694,0.08340492298078835,0.08649965098094578,0.07669341353107348,0.03435327366119694,0.03777219056238723,0.03435327366119694,0.03777219056238723,0.14068436598373418,0.11049373989052955
117,0.04881293841886397,0.09599272990857811,0.15053335044353464,0.017598503227976167,0.12709735359564356,0.09599272990857811,0.050403092581745385,0.11531345412188665,0.050403092581745385,0.017598503227976167,0.04881293841886397
118,0.04466590001462432,0.17948747393240327,0.04917277646862809,0.17485479764808176,0.15824504512698492,0.030538956839815088,0.16503677359540384,0.030538956839815088,0.09511297812426615,0.04466590001462432,0.04917277646862809
119,0.0840079396070715,0.20690733932536542,0.14826701093385977,0.08429071176210315,0.10595211763680268,0.08429071176210315,0.02696938499518404,0.029431777407376854,0.02696938499518404,0.02696938499518404,0.029431777407376854
120,0.037137742335173606,0.05085113340758295,0.06309261034849231,0.04802879545002306,0.037137742335173606,0.037137742335173606,0.037137742335173606,0.06309261034849231,0.08615475146551595,0.04802879545002306,0.05085113340758295
121,0.19285796669513366,0.20909463228149916,0.021535217428439637,0.06936483404532806,0.17849793368628078,0.021535217428439637,0.021535217428439637,0.021535217428439637,-0.00036806603130735944,-0.00036806603130735944,0.06936483404532806
122,0.13439903766544756,0.11814833904081869,0.1583540003021723,0.05460567661232218,0.05460567661232218,0.03150127214189785,0.05460567661232218,0.03941090975468827,0.03150127214189785,0.03941090975468827,0.06349547014590055
123,0.02648328717260149,0.03906241925676484,0.03023618901075705,0.03906241925676484,0.23795127817222747,0.03906241925676484,0.02648328717260149,0.02648328717260149,0.03023618901075705,0.03023618901075705,0.05517300869607131
124,0.10985035653203609,0.035017439033149265,0.050384494820450286,0.03752860424212736,0.09787387824085095,0.035017439033149265,0.09787387824085095,0.050384494820450286,0.035017439033149265,0.10166541690449409,0.03752860424212736
125,0.049093917286906534,0.08142751655049424,0.10978611543304753,0.04459232436496538,0.04459232436496538,0.04459232436496538,0.049093917286906534,0.03025340978857222,0.13617691153362743,0.07943029226352431,0.08142751655049424
126,0.04784821723885701,0.2328729814684993,0.18639884028666984,0.04784821723885701,0.01940549187844103,0.021998717812509044,0.05851546873003904,0.021998717812509044,0.021998717812509044,0.01940549187844103,0.01940549187844103
127,0.03310925380684738,0.17743765263682476,0.05452403269287311,0.0944068138380981,0.10456511538622945,0.020523423448703112,0.020523423448703112,0.05452403269287311,0.03310925380684738,0.020523423448703112,0.03310925380684738
128,0.17198079214350598,0.02552397157710788,0.028957389439764187,0.04654837898867914,0.1258822528480532,0.04654837898867914,0.02552397157710788,0.14607106491240363,0.028957389439764187,0.02552397157710788,0.02552397157710788
129,0.18087558979117505,0.15053095210788775,0.038923051369114614,0.03980360944092386,0.07811033267620975,0.03980360944092386,0.034640597959889025,0.038923051369114614,0.038923051369114614,0.034640597959889025,0.03980360944092386
130,0.15200949395572255,0.03269850140397248,0.12721732865026822,0.12755380211167944,0.011785343994776085,0.011785343994776085,0.011785343994776085,0.03269850140397248,0.011785343994776085,0.03269850140397248,0.03269850140397248
131,0.06170528082385732,0.12387904588502452,0.06956808269625564,0.044239575199090324,0.1450148555179398,0.13529993497051712,0.08995264068953455,0.044239575199090324,0.06170528082385732,0.11855981834332027,0.06956808269625564
132,0.0279808370453333,0.03646211531772858,0.06182075751507637,0.09688722943471512,0.04498299599610534,0.04498299599610534,0.03646211531772858,0.0279808370453333,0.0279808370453333,0.03646211531772858,0.1748275649121307
133,0.14192706558082588,0.05014522744208534,0.05227343189074973,0.03517068328315298,0.05014522744208534,0.17770108374749022,0.05014522744208534,0.16451837316793658,0.03517068328315298,0.05227343189074973,0.03517068328315298
134,0.1760676376419293,0.15607258431267707,0.014870959734816603,0.014870959734816603,0.014870959734816603,0.11360118788737905,0.06622041211546598,0.06622041211546598,0.014870959734816603,0.24945762226123894,0.05521701640895944
